Î»,Ïƒ,uncertainty
161.78,7.3116e-17,2.209e-18
161.83,7.3005e-17,2.205e-18
161.88,7.2893e-17,2.201e-18
161.93,7.2782e-17,2.198e-18
161.98,7.2671e-17,2.194e-18
162.03,7.2559e-17,2.191e-18
162.08,7.2447e-17,2.187e-18
162.13,7.2335e-17,2.184e-18
162.18,7.2183e-17,2.179e-18
162.23,7.2008e-17,2.174e-18
162.28,7.1833e-17,2.168e-18
162.33,7.1657e-17,2.163e-18
162.38,7.1436e-17,2.157e-18
162.43,7.1211e-17,2.15e-18
162.48,7.0985e-17,2.143e-18
162.53,7.0759e-17,2.137e-18
162.58,7.0530e-17,2.13e-18
162.63,7.0301e-17,2.122e-18
162.68,7.0072e-17,2.115e-18
162.73,6.9840e-17,2.109e-18
162.78,6.9606e-17,2.102e-18
162.83,6.9372e-17,2.095e-18
162.88,6.9138e-17,2.088e-18
162.93,6.8964e-17,2.083e-18
162.98,6.8809e-17,2.079e-18
163.03,6.8654e-17,2.074e-18
163.08,6.8503e-17,2.07e-18
163.13,6.8428e-17,2.067e-18
163.18,6.8352e-17,2.064e-18
163.23,6.8276e-17,2.062e-18
163.28,6.8206e-17,2.06e-18
163.33,6.8148e-17,2.058e-18
163.38,6.8090e-17,2.057e-18
163.43,6.8032e-17,2.055e-18
163.48,6.7972e-17,2.054e-18
163.53,6.7912e-17,2.052e-18
163.58,6.7852e-17,2.051e-18
163.63,6.7792e-17,2.05e-18
163.68,6.7699e-17,2.047e-18
163.73,6.7603e-17,2.045e-18
163.78,6.7508e-17,2.042e-18
163.83,6.7393e-17,2.039e-18
163.88,6.7205e-17,2.033e-18
163.93,6.7017e-17,2.027e-18
163.98,6.6829e-17,2.022e-18
164.03,6.6628e-17,2.016e-18
164.08,6.6412e-17,2.009e-18
164.13,6.6197e-17,2.002e-18
164.18,6.5981e-17,1.996e-18
164.23,6.5803e-17,1.99e-18
164.28,6.5636e-17,1.985e-18
164.33,6.5469e-17,1.98e-18
164.38,6.5304e-17,1.975e-18
164.43,6.5162e-17,1.971e-18
164.48,6.5019e-17,1.966e-18
164.53,6.4877e-17,1.962e-18
164.58,6.4767e-17,1.959e-18
164.63,6.4719e-17,1.957e-18
164.68,6.4671e-17,1.955e-18
164.73,6.4624e-17,1.954e-18
164.78,6.4634e-17,1.954e-18
164.83,6.4680e-17,1.956e-18
164.88,6.4726e-17,1.958e-18
164.93,6.4772e-17,1.96e-18
164.98,6.4663e-17,1.956e-18
165.03,6.4540e-17,1.952e-18
165.08,6.4418e-17,1.948e-18
165.13,6.4236e-17,1.942e-18
165.18,6.3815e-17,1.93e-18
165.23,6.3394e-17,1.918e-18
165.28,6.2973e-17,1.906e-18
165.33,6.2531e-17,1.892e-18
165.38,6.2068e-17,1.878e-18
165.43,6.1605e-17,1.864e-18
165.48,6.1142e-17,1.85e-18
165.53,6.0838e-17,1.841e-18
165.58,6.0578e-17,1.833e-18
165.63,6.0319e-17,1.826e-18
165.68,6.0073e-17,1.819e-18
165.73,5.9982e-17,1.816e-18
165.78,5.9892e-17,1.813e-18
165.83,5.9801e-17,1.811e-18
165.88,5.9708e-17,1.808e-18
165.93,5.9613e-17,1.805e-18
165.98,5.9518e-17,1.803e-18
166.03,5.9423e-17,1.8e-18
166.08,5.9218e-17,1.794e-18
166.13,5.8957e-17,1.786e-18
166.18,5.8695e-17,1.777e-18
166.23,5.8433e-17,1.769e-18
166.28,5.8046e-17,1.758e-18
166.33,5.7653e-17,1.746e-18
166.38,5.7260e-17,1.734e-18
166.43,5.6871e-17,1.723e-18
166.48,5.6493e-17,1.712e-18
166.53,5.6115e-17,1.7e-18
166.58,5.5736e-17,1.689e-18
166.63,5.5383e-17,1.679e-18
166.68,5.5050e-17,1.67e-18
166.73,5.4718e-17,1.66e-18
166.78,5.4385e-17,1.65e-18
166.83,5.4116e-17,1.642e-18
166.88,5.3860e-17,1.634e-18
166.93,5.3603e-17,1.626e-18
166.98,5.3350e-17,1.618e-18
167.03,5.3113e-17,1.611e-18
167.08,5.2877e-17,1.603e-18
167.13,5.2641e-17,1.596e-18
167.18,5.2376e-17,1.588e-18
167.23,5.2073e-17,1.58e-18
167.28,5.1771e-17,1.571e-18
167.33,5.1468e-17,1.563e-18
167.38,5.1149e-17,1.553e-18
167.43,5.0824e-17,1.543e-18
167.48,5.0499e-17,1.533e-18
167.53,5.0176e-17,1.523e-18
167.58,4.9920e-17,1.515e-18
167.63,4.9665e-17,1.507e-18
167.68,4.9410e-17,1.5e-18
167.73,4.9200e-17,1.493e-18
167.78,4.9087e-17,1.49e-18
167.83,4.8975e-17,1.486e-18
167.88,4.8862e-17,1.482e-18
167.93,4.8824e-17,1.481e-18
167.98,4.8831e-17,1.482e-18
168.03,4.8839e-17,1.482e-18
168.08,4.8846e-17,1.483e-18
168.13,4.8722e-17,1.479e-18
168.18,4.8586e-17,1.474e-18
168.23,4.8451e-17,1.47e-18
168.28,4.8268e-17,1.464e-18
168.33,4.7919e-17,1.453e-18
168.38,4.7571e-17,1.442e-18
168.43,4.7222e-17,1.43e-18
168.48,4.6851e-17,1.42e-18
168.53,4.6460e-17,1.409e-18
168.58,4.6069e-17,1.4e-18
168.63,4.5678e-17,1.39e-18
168.68,4.5377e-17,1.38e-18
168.73,4.5097e-17,1.371e-18
168.78,4.4817e-17,1.362e-18
168.83,4.4564e-17,1.353e-18
168.88,4.4512e-17,1.351e-18
168.93,4.4460e-17,1.349e-18
168.98,4.4408e-17,1.347e-18
169.03,4.4514e-17,1.35e-18
169.08,4.4837e-17,1.36e-18
169.13,4.5160e-17,1.37e-18
169.18,4.5483e-17,1.38e-18
169.23,4.6177e-17,1.4e-18
169.28,4.7015e-17,1.424e-18
169.33,4.7854e-17,1.448e-18
169.38,4.8691e-17,1.473e-18
169.43,4.9465e-17,1.495e-18
169.48,5.0240e-17,1.518e-18
169.53,5.1014e-17,1.541e-18
169.58,5.1456e-17,1.554e-18
169.63,5.1252e-17,1.549e-18
169.68,5.1049e-17,1.544e-18
169.73,5.0845e-17,1.539e-18
169.78,5.0287e-17,1.522e-18
169.83,4.9531e-17,1.498e-18
169.88,4.8774e-17,1.475e-18
169.93,4.8018e-17,1.451e-18
169.98,4.7205e-17,1.427e-18
170.03,4.6388e-17,1.403e-18
170.08,4.5571e-17,1.379e-18
170.13,4.4796e-17,1.356e-18
170.18,4.4151e-17,1.337e-18
170.23,4.3506e-17,1.317e-18
170.28,4.2861e-17,1.298e-18
170.33,4.2303e-17,1.281e-18
170.38,4.1811e-17,1.266e-18
170.43,4.1320e-17,1.252e-18
170.48,4.0829e-17,1.237e-18
170.53,4.0453e-17,1.227e-18
170.58,4.0097e-17,1.216e-18
170.63,3.9741e-17,1.206e-18
170.68,3.9397e-17,1.196e-18
170.73,3.9123e-17,1.187e-18
170.78,3.8849e-17,1.178e-18
170.83,3.8574e-17,1.168e-18
170.88,3.8317e-17,1.16e-18
170.93,3.8078e-17,1.153e-18
170.98,3.7839e-17,1.146e-18
171.03,3.7599e-17,1.139e-18
171.08,3.7377e-17,1.133e-18
171.13,3.7159e-17,1.126e-18
171.18,3.6942e-17,1.12e-18
171.23,3.6724e-17,1.114e-18
171.28,3.6506e-17,1.107e-18
171.33,3.6288e-17,1.101e-18
171.38,3.6071e-17,1.094e-18
171.43,3.5857e-17,1.088e-18
171.48,3.5650e-17,1.082e-18
171.53,3.5442e-17,1.076e-18
171.58,3.5235e-17,1.071e-18
171.63,3.5047e-17,1.065e-18
171.68,3.4869e-17,1.059e-18
171.73,3.4690e-17,1.053e-18
171.78,3.4512e-17,1.047e-18
171.83,3.4344e-17,1.042e-18
171.88,3.4176e-17,1.037e-18
171.93,3.4007e-17,1.032e-18
171.98,3.3834e-17,1.026e-18
172.03,3.3649e-17,1.021e-18
172.08,3.3465e-17,1.015e-18
172.13,3.3281e-17,1.01e-18
172.18,3.3093e-17,1.004e-18
172.23,3.2903e-17,9.99e-19
172.28,3.2713e-17,9.93e-19
172.33,3.2523e-17,9.87e-19
172.38,3.2346e-17,9.82e-19
172.43,3.2170e-17,9.76e-19
172.48,3.1994e-17,9.71e-19
172.53,3.1820e-17,9.66e-19
172.58,3.1654e-17,9.61e-19
172.63,3.1489e-17,9.56e-19
172.68,3.1323e-17,9.52e-19
172.73,3.1176e-17,9.47e-19
172.78,3.1044e-17,9.43e-19
172.83,3.0911e-17,9.39e-19
172.88,3.0779e-17,9.34e-19
172.93,3.0677e-17,9.31e-19
172.98,3.0579e-17,9.28e-19
173.03,3.0482e-17,9.26e-19
173.08,3.0389e-17,9.23e-19
173.13,3.0319e-17,9.21e-19
173.18,3.0249e-17,9.19e-19
173.23,3.0179e-17,9.17e-19
173.28,3.0114e-17,9.15e-19
173.33,3.0053e-17,9.13e-19
173.38,2.9993e-17,9.11e-19
173.43,2.9932e-17,9.09e-19
173.48,2.9866e-17,9.07e-19
173.53,2.9798e-17,9.04e-19
173.58,2.9730e-17,9.02e-19
173.63,2.9661e-17,9.0e-19
173.68,2.9582e-17,8.98e-19
173.73,2.9504e-17,8.96e-19
173.78,2.9426e-17,8.94e-19
173.83,2.9355e-17,8.92e-19
173.88,2.9292e-17,8.91e-19
173.93,2.9230e-17,8.89e-19
173.98,2.9167e-17,8.88e-19
174.03,2.9118e-17,8.86e-19
174.08,2.9072e-17,8.85e-19
174.13,2.9026e-17,8.83e-19
174.18,2.8981e-17,8.82e-19
174.23,2.8952e-17,8.81e-19
174.28,2.8923e-17,8.79e-19
174.33,2.8893e-17,8.78e-19
174.38,2.8868e-17,8.77e-19
174.43,2.8849e-17,8.76e-19
174.48,2.8829e-17,8.76e-19
174.53,2.8809e-17,8.75e-19
174.58,2.8803e-17,8.74e-19
174.63,2.8802e-17,8.74e-19
174.68,2.8801e-17,8.74e-19
174.73,2.8799e-17,8.74e-19
174.78,2.8788e-17,8.74e-19
174.83,2.8777e-17,8.73e-19
174.88,2.8766e-17,8.73e-19
174.93,2.8746e-17,8.72e-19
174.98,2.8713e-17,8.71e-19
175.03,2.8680e-17,8.7e-19
175.08,2.8647e-17,8.69e-19
175.13,2.8605e-17,8.68e-19
175.18,2.8559e-17,8.68e-19
175.23,2.8513e-17,8.67e-19
175.28,2.8468e-17,8.66e-19
175.33,2.8433e-17,8.65e-19
175.38,2.8398e-17,8.64e-19
175.43,2.8363e-17,8.63e-19
175.48,2.8320e-17,8.62e-19
175.53,2.8261e-17,8.59e-19
175.58,2.8202e-17,8.57e-19
175.63,2.8144e-17,8.55e-19
175.68,2.8057e-17,8.52e-19
175.73,2.7957e-17,8.49e-19
175.78,2.7856e-17,8.45e-19
175.83,2.7755e-17,8.42e-19
175.88,2.7648e-17,8.39e-19
175.93,2.7541e-17,8.36e-19
175.98,2.7434e-17,8.33e-19
176.03,2.7329e-17,8.3e-19
176.08,2.7230e-17,8.27e-19
176.13,2.7132e-17,8.24e-19
176.18,2.7033e-17,8.21e-19
176.23,2.6934e-17,8.19e-19
176.28,2.6836e-17,8.16e-19
176.33,2.6738e-17,8.13e-19
176.38,2.6640e-17,8.11e-19
176.43,2.6516e-17,8.07e-19
176.48,2.6392e-17,8.03e-19
176.53,2.6267e-17,7.99e-19
176.58,2.6149e-17,7.95e-19
176.63,2.6044e-17,7.92e-19
176.68,2.5939e-17,7.88e-19
176.73,2.5834e-17,7.85e-19
176.78,2.5738e-17,7.82e-19
176.83,2.5649e-17,7.79e-19
176.88,2.5560e-17,7.76e-19
176.93,2.5471e-17,7.73e-19
176.98,2.5381e-17,7.7e-19
177.03,2.5290e-17,7.67e-19
177.08,2.5200e-17,7.65e-19
177.13,2.5104e-17,7.62e-19
177.18,2.4989e-17,7.58e-19
177.23,2.4874e-17,7.55e-19
177.28,2.4760e-17,7.52e-19
177.33,2.4633e-17,7.48e-19
177.38,2.4497e-17,7.44e-19
177.43,2.4361e-17,7.4e-19
177.48,2.4225e-17,7.36e-19
177.53,2.4087e-17,7.31e-19
177.58,2.3948e-17,7.27e-19
177.63,2.3809e-17,7.23e-19
177.68,2.3668e-17,7.19e-19
177.73,2.3520e-17,7.14e-19
177.78,2.3371e-17,7.1e-19
177.83,2.3223e-17,7.05e-19
177.88,2.3086e-17,7.01e-19
177.93,2.2958e-17,6.97e-19
177.98,2.2829e-17,6.93e-19
178.03,2.2701e-17,6.89e-19
178.08,2.2588e-17,6.86e-19
178.13,2.2476e-17,6.83e-19
178.18,2.2364e-17,6.8e-19
178.23,2.2266e-17,6.77e-19
178.28,2.2211e-17,6.75e-19
178.33,2.2156e-17,6.73e-19
178.38,2.2101e-17,6.71e-19
178.43,2.2102e-17,6.71e-19
178.48,2.2144e-17,6.72e-19
178.53,2.2185e-17,6.74e-19
178.58,2.2227e-17,6.75e-19
178.63,2.2140e-17,6.72e-19
178.68,2.2039e-17,6.69e-19
178.73,2.1939e-17,6.65e-19
178.78,2.1807e-17,6.61e-19
178.83,2.1579e-17,6.55e-19
178.88,2.1350e-17,6.49e-19
178.93,2.1121e-17,6.42e-19
178.98,2.0921e-17,6.36e-19
179.03,2.0741e-17,6.31e-19
179.08,2.0561e-17,6.25e-19
179.13,2.0381e-17,6.19e-19
179.18,2.0294e-17,6.16e-19
179.23,2.0218e-17,6.14e-19
179.28,2.0141e-17,6.11e-19
179.33,2.0087e-17,6.1e-19
179.38,2.0107e-17,6.1e-19
179.43,2.0126e-17,6.1e-19
179.48,2.0146e-17,6.11e-19
179.53,2.0171e-17,6.12e-19
179.58,2.0200e-17,6.13e-19
179.63,2.0229e-17,6.14e-19
179.68,2.0258e-17,6.15e-19
179.73,2.0260e-17,6.15e-19
179.78,2.0260e-17,6.15e-19
179.83,2.0259e-17,6.16e-19
179.88,2.0252e-17,6.15e-19
179.93,2.0224e-17,6.14e-19
179.98,2.0196e-17,6.13e-19
180.03,2.0169e-17,6.12e-19
180.08,2.0099e-17,6.1e-19
180.13,1.9999e-17,6.07e-19
180.18,1.9899e-17,6.04e-19
180.23,1.9799e-17,6.01e-19
180.28,1.9615e-17,5.95e-19
180.33,1.9423e-17,5.89e-19
180.38,1.9232e-17,5.83e-19
180.43,1.9027e-17,5.77e-19
180.48,1.8781e-17,5.7e-19
180.53,1.8536e-17,5.63e-19
180.58,1.8290e-17,5.55e-19
180.63,1.8066e-17,5.49e-19
180.68,1.7855e-17,5.43e-19
180.73,1.7645e-17,5.36e-19
180.78,1.7435e-17,5.3e-19
180.83,1.7295e-17,5.26e-19
180.88,1.7161e-17,5.21e-19
180.93,1.7026e-17,5.17e-19
180.98,1.6900e-17,5.13e-19
181.03,1.6798e-17,5.1e-19
181.08,1.6696e-17,5.07e-19
181.13,1.6594e-17,5.04e-19
181.18,1.6488e-17,5.01e-19
181.23,1.6381e-17,4.98e-19
181.28,1.6273e-17,4.95e-19
181.33,1.6165e-17,4.91e-19
181.38,1.6062e-17,4.88e-19
181.43,1.5959e-17,4.85e-19
181.48,1.5856e-17,4.81e-19
181.53,1.5756e-17,4.78e-19
181.58,1.5666e-17,4.75e-19
181.63,1.5575e-17,4.73e-19
181.68,1.5484e-17,4.7e-19
181.73,1.5382e-17,4.67e-19
181.78,1.5275e-17,4.64e-19
181.83,1.5167e-17,4.61e-19
181.88,1.5060e-17,4.58e-19
181.93,1.4917e-17,4.53e-19
181.98,1.4774e-17,4.49e-19
182.03,1.4631e-17,4.44e-19
182.08,1.4485e-17,4.39e-19
182.13,1.4332e-17,4.35e-19
182.18,1.4179e-17,4.3e-19
182.23,1.4027e-17,4.26e-19
182.28,1.3891e-17,4.22e-19
182.33,1.3765e-17,4.18e-19
182.38,1.3638e-17,4.14e-19
182.43,1.3511e-17,4.1e-19
182.48,1.3394e-17,4.07e-19
182.53,1.3278e-17,4.03e-19
182.58,1.3161e-17,4.0e-19
182.63,1.3048e-17,3.96e-19
182.68,1.2944e-17,3.93e-19
182.73,1.2840e-17,3.9e-19
182.78,1.2735e-17,3.87e-19
182.83,1.2656e-17,3.84e-19
182.88,1.2588e-17,3.82e-19
182.93,1.2520e-17,3.8e-19
182.98,1.2454e-17,3.79e-19
183.03,1.2421e-17,3.77e-19
183.08,1.2388e-17,3.76e-19
183.13,1.2356e-17,3.75e-19
183.18,1.2336e-17,3.75e-19
183.23,1.2336e-17,3.75e-19
183.28,1.2337e-17,3.74e-19
183.33,1.2337e-17,3.74e-19
183.38,1.2346e-17,3.75e-19
183.43,1.2359e-17,3.75e-19
183.48,1.2371e-17,3.76e-19
183.53,1.2383e-17,3.77e-19
183.58,1.2388e-17,3.77e-19
183.63,1.2393e-17,3.77e-19
183.68,1.2398e-17,3.78e-19
183.73,1.2401e-17,3.78e-19
183.78,1.2401e-17,3.77e-19
183.83,1.2400e-17,3.77e-19
183.88,1.2400e-17,3.77e-19
183.93,1.2390e-17,3.76e-19
183.98,1.2377e-17,3.76e-19
184.03,1.2365e-17,3.76e-19
184.08,1.2345e-17,3.76e-19
184.13,1.2277e-17,3.74e-19
184.18,1.2208e-17,3.72e-19
184.23,1.2139e-17,3.7e-19
184.28,1.2065e-17,3.68e-19
184.33,1.1987e-17,3.65e-19
184.38,1.1908e-17,3.62e-19
184.43,1.1830e-17,3.6e-19
184.48,1.1814e-17,3.59e-19
184.53,1.1811e-17,3.59e-19
184.58,1.1809e-17,3.59e-19
184.63,1.1823e-17,3.59e-19
184.68,1.1910e-17,3.62e-19
184.73,1.1998e-17,3.64e-19
184.78,1.2085e-17,3.67e-19
184.83,1.2169e-17,3.7e-19
184.88,1.2249e-17,3.72e-19
184.93,1.2329e-17,3.75e-19
184.98,1.2409e-17,3.77e-19
185.03,1.2435e-17,3.78e-19
185.08,1.2453e-17,3.79e-19
185.13,1.2471e-17,3.79e-19
185.18,1.2488e-17,3.8e-19
185.23,1.2500e-17,3.8e-19
185.28,1.2513e-17,3.8e-19
185.33,1.2526e-17,3.81e-19
185.38,1.2514e-17,3.8e-19
185.43,1.2484e-17,3.79e-19
185.48,1.2455e-17,3.78e-19
185.53,1.2425e-17,3.77e-19
185.58,1.2337e-17,3.74e-19
185.63,1.2245e-17,3.72e-19
185.68,1.2154e-17,3.69e-19
185.73,1.2044e-17,3.66e-19
185.78,1.1887e-17,3.62e-19
185.83,1.1730e-17,3.57e-19
185.88,1.1573e-17,3.53e-19
185.93,1.1374e-17,3.47e-19
185.98,1.1152e-17,3.4e-19
186.03,1.0930e-17,3.33e-19
186.08,1.0708e-17,3.26e-19
186.13,1.0502e-17,3.2e-19
186.18,1.0296e-17,3.14e-19
186.23,1.0091e-17,3.08e-19
186.28,9.9077e-18,3.03e-19
186.33,9.7654e-18,2.98e-19
186.38,9.6231e-18,2.94e-19
186.43,9.4808e-18,2.89e-19
186.48,9.3509e-18,2.86e-19
186.53,9.2264e-18,2.82e-19
186.58,9.1019e-18,2.78e-19
186.63,8.9780e-18,2.74e-19
186.68,8.8640e-18,2.71e-19
186.73,8.7500e-18,2.68e-19
186.78,8.6360e-18,2.64e-19
186.83,8.5382e-18,2.61e-19
186.88,8.4629e-18,2.59e-19
186.93,8.3876e-18,2.57e-19
186.98,8.3122e-18,2.54e-19
187.03,8.2643e-18,2.53e-19
187.08,8.2241e-18,2.51e-19
187.13,8.1840e-18,2.5e-19
187.18,8.1453e-18,2.49e-19
187.23,8.1160e-18,2.48e-19
187.28,8.0867e-18,2.47e-19
187.33,8.0573e-18,2.46e-19
187.38,8.0293e-18,2.46e-19
187.43,8.0027e-18,2.44e-19
187.48,7.9761e-18,2.43e-19
187.53,7.9495e-18,2.42e-19
187.58,7.9195e-18,2.41e-19
187.63,7.8889e-18,2.41e-19
187.68,7.8584e-18,2.4e-19
187.73,7.8307e-18,2.4e-19
187.78,7.8132e-18,2.4e-19
187.83,7.7958e-18,2.39e-19
187.88,7.7783e-18,2.39e-19
187.93,7.7465e-18,2.38e-19
187.98,7.7043e-18,2.37e-19
188.03,7.6621e-18,2.35e-19
188.08,7.6199e-18,2.33e-19
188.13,7.5348e-18,2.31e-19
188.18,7.4470e-18,2.28e-19
188.23,7.3591e-18,2.26e-19
188.28,7.2671e-18,2.23e-19
188.33,7.1654e-18,2.2e-19
188.38,7.0637e-18,2.18e-19
188.43,6.9619e-18,2.15e-19
188.48,6.8950e-18,2.13e-19
188.53,6.8461e-18,2.12e-19
188.58,6.7972e-18,2.1e-19
188.63,6.7495e-18,2.09e-19
188.68,6.7639e-18,2.09e-19
188.73,6.7782e-18,2.09e-19
188.78,6.7925e-18,2.1e-19
188.83,6.8066e-18,2.11e-19
188.88,6.8202e-18,2.11e-19
188.93,6.8339e-18,2.12e-19
188.98,6.8475e-18,2.13e-19
189.03,6.8248e-18,2.12e-19
189.08,6.7906e-18,2.1e-19
189.13,6.7564e-18,2.09e-19
189.18,6.7256e-18,2.08e-19
189.23,6.7196e-18,2.08e-19
189.28,6.7135e-18,2.07e-19
189.33,6.7074e-18,2.07e-19
189.38,6.7366e-18,2.08e-19
189.43,6.8042e-18,2.1e-19
189.48,6.8716e-18,2.12e-19
189.53,6.9391e-18,2.14e-19
189.58,6.9955e-18,2.16e-19
189.63,7.0500e-18,2.18e-19
189.68,7.1046e-18,2.2e-19
189.73,7.1353e-18,2.21e-19
189.78,7.0814e-18,2.19e-19
189.83,7.0275e-18,2.17e-19
189.88,6.9736e-18,2.15e-19
189.93,6.8821e-18,2.12e-19
189.98,6.7634e-18,2.08e-19
190.03,6.6447e-18,2.05e-19
190.08,6.5260e-18,2.01e-19
190.13,6.4226e-18,1.99e-19
190.18,6.3197e-18,1.96e-19
190.23,6.2169e-18,1.94e-19
190.28,6.1279e-18,1.92e-19
190.33,6.0679e-18,1.89e-19
190.38,6.0080e-18,1.87e-19
190.43,5.9480e-18,1.85e-19
190.48,5.9000e-18,1.84e-19
190.53,5.8570e-18,1.83e-19
190.58,5.8141e-18,1.82e-19
190.63,5.7702e-18,1.81e-19
190.68,5.7119e-18,1.8e-19
190.73,5.6537e-18,1.78e-19
190.78,5.5954e-18,1.77e-19
190.83,5.5318e-18,1.75e-19
190.88,5.4612e-18,1.73e-19
190.93,5.3906e-18,1.71e-19
190.98,5.3201e-18,1.69e-19
191.03,5.2575e-18,1.66e-19
191.08,5.1968e-18,1.64e-19
191.13,5.1362e-18,1.62e-19
191.18,5.0795e-18,1.6e-19
191.23,5.0406e-18,1.59e-19
191.28,5.0017e-18,1.58e-19
191.33,4.9629e-18,1.57e-19
191.38,4.9294e-18,1.56e-19
191.43,4.9005e-18,1.56e-19
191.48,4.8717e-18,1.55e-19
191.53,4.8428e-18,1.54e-19
191.58,4.8186e-18,1.54e-19
191.63,4.7949e-18,1.54e-19
191.68,4.7712e-18,1.54e-19
191.73,4.7539e-18,1.54e-19
191.78,4.7518e-18,1.53e-19
191.83,4.7496e-18,1.52e-19
191.88,4.7475e-18,1.51e-19
191.93,4.7639e-18,1.51e-19
191.98,4.7899e-18,1.53e-19
192.03,4.8159e-18,1.54e-19
192.08,4.8428e-18,1.55e-19
192.13,4.8946e-18,1.56e-19
192.18,4.9463e-18,1.57e-19
192.23,4.998ße-18,1.58e-19
192.28,5.0401e-18,1.59e-19
192.33,5.0688e-18,1.6e-19
192.38,5.0974e-18,1.61e-19
192.43,5.1261e-18,1.62e-19
192.48,5.101ße-18,1.61e-19
192.53,5.0606e-18,1.6e-19
192.58,5.0203e-18,1.59e-19
192.63,4.9751e-18,1.58e-19
192.68,4.904ße-18,1.57e-19
192.73,4.8331e-18,1.55e-19
192.78,4.762ße-18,1.54e-19
192.83,4.7106e-18,1.53e-19
192.88,4.6757e-18,1.51e-19
192.93,4.6408e-18,1.49e-19
192.98,4.606ße-18,1.47e-19
193.03,4.5822e-18,1.47e-19
193.08,4.5594e-18,1.46e-19
193.13,4.5366e-18,1.46e-19
193.18,4.5159e-18,1.46e-19
193.23,4.5001e-18,1.45e-19
193.28,4.4842e-18,1.45e-19
193.33,4.4684e-18,1.45e-19
193.38,4.4410e-18,1.45e-19
193.43,4.4082e-18,1.44e-19
193.48,4.3754e-18,1.43e-19
193.53,4.3425e-18,1.42e-19
193.58,4.3086e-18,1.41e-19
193.63,4.2748e-18,1.41e-19
193.68,4.2409e-18,1.4e-19
193.73,4.2103e-18,1.39e-19
193.78,4.1837e-18,1.38e-19
193.83,4.1571e-18,1.37e-19
193.88,4.1305e-18,1.36e-19
193.93,4.1107e-18,1.36e-19
193.98,4.0924e-18,1.35e-19
194.03,4.0740e-18,1.35e-19
194.08,4.0565e-18,1.34e-19
194.13,4.0419e-18,1.34e-19
194.18,4.0273e-18,1.34e-19
194.23,4.0128e-18,1.33e-19
194.28,4.0018e-18,1.33e-19
194.33,3.9934e-18,1.32e-19
194.38,3.9850e-18,1.31e-19
194.43,3.9766e-18,1.31e-19
194.48,3.9663e-18,1.3e-19
194.53,3.9559e-18,1.3e-19
194.58,3.9455e-18,1.29e-19
194.63,3.9357e-18,1.29e-19
194.68,3.9270e-18,1.3e-19
194.73,3.9184e-18,1.31e-19
194.78,3.9098e-18,1.31e-19
194.83,3.9051e-18,1.32e-19
194.88,3.9020e-18,1.32e-19
194.93,3.8989e-18,1.32e-19
194.98,3.8962e-18,1.32e-19
195.03,3.8981e-18,1.31e-19
195.08,3.9000e-18,1.31e-19
195.13,3.9019e-18,1.3e-19
195.18,3.9044e-18,1.3e-19
195.23,3.9077e-18,1.29e-19
195.28,3.9110e-18,1.29e-19
195.33,3.9143e-18,1.29e-19
195.38,3.9162e-18,1.29e-19
195.43,3.9180e-18,1.29e-19
195.48,3.9197e-18,1.29e-19
195.53,3.9211e-18,1.29e-19
195.58,3.9215e-18,1.3e-19
195.63,3.9220e-18,1.3e-19
195.68,3.9224e-18,1.31e-19
195.73,3.9239e-18,1.31e-19
195.78,3.9259e-18,1.31e-19
195.83,3.9280e-18,1.31e-19
195.88,3.9301e-18,1.31e-19
195.93,3.9348e-18,1.31e-19
195.98,3.9395e-18,1.31e-19
196.03,3.9442e-18,1.31e-19
196.08,3.9496e-18,1.31e-19
196.13,3.9558e-18,1.31e-19
196.18,3.9622e-18,1.31e-19
196.23,3.9685e-18,1.32e-19
196.28,3.9717e-18,1.32e-19
196.33,3.9741e-18,1.33e-19
196.38,3.9765e-18,1.33e-19
196.43,3.9788e-18,1.34e-19
196.48,3.9809e-18,1.34e-19
196.53,3.9829e-18,1.34e-19
196.58,3.9850e-18,1.34e-19
196.63,3.9860e-18,1.34e-19
196.68,3.9862e-18,1.33e-19
196.73,3.9864e-18,1.33e-19
196.78,3.9866e-18,1.32e-19
196.83,3.9871e-18,1.33e-19
196.88,3.9876e-18,1.34e-19
196.92,3.9881e-18,1.35e-19
196.97,3.9874e-18,1.35e-19
197.02,3.9846e-18,1.34e-19
197.07,3.9818e-18,1.34e-19
197.12,3.9789e-18,1.33e-19
197.17,3.9774e-18,1.33e-19
197.22,3.9764e-18,1.33e-19
197.27,3.9753e-18,1.33e-19
197.32,3.9748e-18,1.33e-19
197.37,3.9778e-18,1.33e-19
197.42,3.9809e-18,1.34e-19
197.47,3.9840e-18,1.34e-19
197.52,3.9852e-18,1.34e-19
197.57,3.9847e-18,1.33e-19
197.62,3.9842e-18,1.33e-19
197.67,3.9837e-18,1.33e-19
197.72,3.9844e-18,1.33e-19
197.77,3.9852e-18,1.33e-19
197.82,3.9861e-18,1.33e-19
197.87,3.9863e-18,1.33e-19
197.92,3.9853e-18,1.32e-19
197.97,3.9842e-18,1.32e-19
198.02,3.9832e-18,1.31e-19
198.07,3.9810e-18,1.31e-19
198.12,3.9782e-18,1.31e-19
198.17,3.9753e-18,1.31e-19
198.22,3.9724e-18,1.31e-19
198.27,3.9683e-18,1.31e-19
198.32,3.9643e-18,1.31e-19
198.37,3.9602e-18,1.31e-19
198.42,3.9584e-18,1.3e-19
198.47,3.9587e-18,1.29e-19
