download_url,T2,λ2,author_year,comments,λ1,name,doi,formula,T1,fname
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Fluoroalkanes/CHF2CF3(HFC-125)_JPL-2015(2015)_298K_121.567nm(rec).txt,NaN,NaN,JPL-2015(2015),The recommended absorption cross section at the Lyman-α wavelength with an estimated uncertainty factor p(298 K) = 3 is the same as given in the evaluation of,121.567,pentafluoroethane,,CHF2CF3(HFC-125),298.0,data/cross-sections/Halogeno-alkanes+radicals/Fluoroalkanes/CHF2CF3(HFC-125)/CHF2CF3(HFC-125)_JPL-2015(2015)_298K_121.csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Fluoroalkanes/CHF2CF3(HFC-125)_SPARC(2013)_298K_121.567nm(rec).txt,NaN,NaN,SPARC(2013),Recommended absorption cross section at the Lyman-α wavelength with an estimated uncertainty factor p(298 K) = 3,121.567,pentafluoroethane,,CHF2CF3(HFC-125),298.0,data/cross-sections/Halogeno-alkanes+radicals/Fluoroalkanes/CHF2CF3(HFC-125)/CHF2CF3(HFC-125)_SPARC(2013)_298K_121.csv
