download_url,T2,λ2,author_year,comments,λ1,name,doi,formula,T1,fname
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Aromatic%20compounds/Halogenated%20benzenes/C6F5Br_Deprez(2008)_298K_114.6-312.0nm.txt,NaN,312.0,Deprez(2008),Absorption measurements using synchrotron radiation; spectral resolution ∼0.075 nm,114.6,bromopentafluorobenzene, https://doi.org/10.1016/j.ijms.2008.05.005,C6F5Br,298.0,data/cross-sections/Aromatic compounds/Halogenated benzenes/C6F5Br/C6F5Br_Deprez(2008)_298K_114.csv
