λ,σ_1,σ_2,σ_3,σ_4,σ_5,σ_6,σ_7,σ_8,σ_11,σ_12,σ_13,σ_14,σ_17,σ_15,σ_16,σ_18,σ_19,σ_20,σ_21,σ_22,σ_23,σ_24,σ_31,σ_32,σ_33,σ_34,σ_35,σ_41,σ_51,σ_52,σ_53,σ_54,σ_55,σ_56
463.54,3.902499193573957e-22,3.902499193573957e-22,0.0,4.0310581063810366e-19,3.8677404665724773e-19,3.8677404665724773e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.923738075363629e-21,3.923738075363629e-21,3.923738075363629e-21,3.0916781680222363e-21,1.940937812260554e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463.802,3.947031204392421e-22,3.947031204392421e-22,0.0,4.001853314862177e-19,3.921120073139901e-19,3.921120073139901e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.911061180531893e-21,3.911061180531893e-21,3.911061180531893e-21,2.8979571744231684e-21,1.829828144916255e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464.063,3.9911833705287777e-22,3.9911833705287777e-22,0.0,3.972777059125479e-19,3.977488415708501e-19,3.977488415708501e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.887089189159004e-21,3.887089189159004e-21,3.887089189159004e-21,2.7189699624170482e-21,1.7254878787933575e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464.325,4.035276399992952e-22,4.035276399992952e-22,0.0,3.943641637416322e-19,4.037552063280878e-19,4.037552063280878e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.847299443744929e-21,3.847299443744929e-21,3.847299443744929e-21,2.5522871881295396e-21,1.6268691279552646e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464.586,4.078957056338584e-22,4.078957056338584e-22,0.0,3.9147037222138423e-19,4.1011202478959626e-19,4.1011202478959626e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7887077626110155e-21,3.7887077626110155e-21,3.7887077626110155e-21,2.398195217208939e-21,1.5344886687190949e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464.848,4.1225442655553587e-22,4.1225442655553587e-22,0.0,3.8857752401339266e-19,4.1689417760135735e-19,4.1689417760135735e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.708148954350317e-21,3.708148954350317e-21,3.708148954350317e-21,2.254589109536671e-21,1.4474110499383148e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465.109,4.165690588643313e-22,4.165690588643313e-22,0.0,3.857109672697041e-19,4.2407499223516324e-19,4.2407499223516324e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.605852031757826e-21,3.605852031757826e-21,3.605852031757826e-21,2.12170903555428e-21,1.3660830086642119e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465.371,4.208712899691532e-22,4.208712899691532e-22,0.0,3.8285192439487894e-19,4.3173358180614737e-19,4.3173358180614737e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4814081466024115e-21,3.4814081466024115e-21,3.4814081466024115e-21,1.997737952987423e-21,1.2896697776915536e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465.632,4.251270195158316e-22,4.251270195158316e-22,0.0,3.800252920416202e-19,4.398340970169038e-19,4.398340970169038e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.337416613915928e-21,3.337416613915928e-21,3.337416613915928e-21,1.882886729152785e-21,1.2185510252020506e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465.894,4.293677054867125e-22,4.293677054867125e-22,0.0,3.772123893256788e-19,4.484597534575543e-19,4.484597534575543e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.175906857746281e-21,3.175906857746281e-21,3.175906857746281e-21,1.7755918417654123e-21,1.1519835173905353e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466.155,4.335599463629091e-22,4.335599463629091e-22,0.0,3.7443753918646103e-19,4.57563921037326e-19,4.57563921037326e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0013016352214852e-21,3.0013016352214852e-21,3.0013016352214852e-21,1.6760456850376189e-21,1.0902843154110496e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466.417,4.377349511592668e-22,4.377349511592668e-22,0.0,3.7168222412191505e-19,4.672335879397399e-19,4.672335879397399e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8166597699775365e-21,2.8166597699775365e-21,2.8166597699775365e-21,1.582906128248472e-21,1.0327947870683148e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466.678,4.418600614844956e-22,4.418600614844956e-22,0.0,3.6897008430576556e-19,4.774097225398105e-19,4.774097225398105e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.627417742841389e-21,2.627417742841389e-21,2.627417742841389e-21,1.4963546995520668e-21,9.797753212357804e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466.94,4.459662218976904e-22,4.459662218976904e-22,0.0,3.662828290803987e-19,4.881825014259028e-19,4.881825014259028e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43643299092617e-21,2.43643299092617e-21,2.43643299092617e-21,1.4152401523886896e-21,9.306471240118743e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467.201,4.500215524473974e-22,4.500215524473974e-22,0.0,3.636433189519642e-19,4.994788735243601e-19,4.994788735243601e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2491398670691174e-21,2.2491398670691174e-21,2.2491398670691174e-21,1.339737325996078e-21,8.85621044996995e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467.463,4.5405672122658775e-22,4.5405672122658775e-22,0.0,3.610335519638289e-19,5.113913390725391e-19,5.113913390725391e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.067262214196592e-21,2.067262214196592e-21,2.067262214196592e-21,1.268859557552051e-21,8.441952841196786e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467.724,4.580406505535074e-22,4.580406505535074e-22,0.0,3.584755256197457e-19,5.238312670187979e-19,5.238312670187979e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.895043604375257e-21,1.895043604375257e-21,1.895043604375257e-21,1.202776856932379e-21,8.065391933030466e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467.986,4.620037258498005e-22,4.620037258498005e-22,0.0,3.5595158459085825e-19,5.368923356899093e-19,5.368923356899093e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7332062754004405e-21,1.7332062754004405e-21,1.7332062754004405e-21,1.1406427166652202e-21,7.722268456603596e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468.247,4.659156846454413e-22,4.659156846454413e-22,0.0,3.534827918040414e-19,5.504689295541827e-19,5.504689295541827e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5842916670238122e-21,1.5842916670238122e-21,1.5842916670238122e-21,1.0826231392918682e-21,7.413948099343415e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468.508,4.697918443934746e-22,4.697918443934746e-22,0.0,3.5106107899505933e-19,5.645993267179631e-19,5.645993267179631e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4486779752717743e-21,1.4486779752717743e-21,1.4486779752717743e-21,1.0281930940796919e-21,7.137932729846997e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468.77,4.736471068171557e-22,4.736471068171557e-22,0.0,3.4867895808227966e-19,5.793253707371006e-19,5.793253707371006e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3263060020659034e-21,1.3263060020659034e-21,1.3263060020659034e-21,9.769078169033195e-22,6.892361580101002e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469.031,4.774524305061428e-22,4.774524305061428e-22,0.0,3.463559861533546e-19,5.945140299325722e-19,5.945140299325722e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.217883997503798e-21,1.217883997503798e-21,1.217883997503798e-21,9.28925607837105e-22,6.678281942998995e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469.293,4.812374962079962e-22,4.812374962079962e-22,0.0,3.440756008056264e-19,6.102554962695059e-19,6.102554962695059e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1224840225114129e-21,1.1224840225114129e-21,1.1224840225114129e-21,8.836652868852885e-22,6.49339919738411e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469.554,4.849740596254486e-22,4.849740596254486e-22,0.0,3.418563012536395e-19,6.263978909734013e-19,6.263978909734013e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0401867447981824e-21,1.0401867447981824e-21,1.0401867447981824e-21,8.412786393980967e-22,6.338671268629174e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469.815,4.88677408541855e-22,4.88677408541855e-22,0.0,3.3969023532344354e-19,6.429629857366877e-19,6.429629857366877e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.69945762258923e-22,9.69945762258923e-22,9.69945762258923e-22,8.014110461339423e-22,6.213104294292342e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470.077,4.923624482302591e-22,4.923624482302591e-22,0.0,3.3757022975551755e-19,6.599731412284902e-19,6.599731412284902e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.109825382072481e-22,9.109825382072481e-22,9.109825382072481e-22,7.637617784504719e-22,6.1164019894017055e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470.338,4.960020766447764e-22,4.960020766447764e-22,0.0,3.355131485352511e-19,6.772492724151091e-19,6.772492724151091e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.62911325519375e-22,8.62911325519375e-22,8.62911325519375e-22,7.284698500753708e-22,6.049601010139624e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470.599,4.996115663835383e-22,4.996115663835383e-22,0.0,3.3351134245110258e-19,6.948007677336339e-19,6.948007677336339e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.250288566565205e-22,8.250288566565205e-22,8.250288566565205e-22,6.952511975923643e-22,6.012892708291996e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470.861,5.032058467526152e-22,5.032058467526152e-22,0.0,3.315578780310982e-19,7.126356238227853e-19,7.126356238227853e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9659496866744865e-22,7.9659496866744865e-22,7.9659496866744865e-22,6.63864230140896e-22,6.007297611669089e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471.122,5.06758864975203e-22,5.06758864975203e-22,0.0,3.2966795587652e-19,7.305517953766183e-19,7.305517953766183e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.774861840187457e-22,7.774861840187457e-22,7.774861840187457e-22,6.344321192884344e-22,6.03426363725619e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471.383,5.102858853575576e-22,5.102858853575576e-22,0.0,3.27834175792854e-19,7.485463927936614e-19,7.485463927936614e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.672421451280442e-22,7.672421451280442e-22,7.672421451280442e-22,6.067237813869668e-22,6.095596060197781e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471.645,5.138018835646897e-22,5.138018835646897e-22,0.0,3.2604987492219446e-19,7.666133016030869e-19,7.666133016030869e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6576478835300735e-22,7.6576478835300735e-22,7.6576478835300735e-22,5.805418055905684e-22,6.194198762771709e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471.906,5.172817303080496e-22,5.172817303080496e-22,0.0,3.243285942677338e-19,7.8453557893886e-19,7.8453557893886e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.729744239304646e-22,7.729744239304646e-22,7.729744239304646e-22,5.559915452601021e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472.167,5.207406961239384e-22,5.207406961239384e-22,0.0,3.2266322008173007e-19,8.023003569966664e-19,8.023003569966664e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.89042305628389e-22,7.89042305628389e-22,7.89042305628389e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472.429,5.241938290295383e-22,5.241938290295383e-22,0.0,3.2104738233987964e-19,8.198900313901512e-19,8.198900313901512e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.14229491544162e-22,8.14229491544162e-22,8.14229491544162e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472.69,5.276167693440712e-22,5.276167693440712e-22,0.0,3.194929952250912e-19,8.3708445391050205e-19,8.3708445391050205e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.487309817335814e-22,8.487309817335814e-22,8.487309817335814e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472.951,5.310248146492528e-22,5.310248146492528e-22,0.0,3.1799326025323588e-19,8.538651885137174e-19,8.538651885137174e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.930334806277785e-22,8.930334806277785e-22,8.930334806277785e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473.212,5.344201293167058e-22,5.344201293167058e-22,0.0,3.165475490569809e-19,8.701466296365372e-19,8.701466296365372e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.473670528907579e-22,9.473670528907579e-22,9.473670528907579e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473.474,5.378179086875396e-22,5.378179086875396e-22,0.0,3.1514990048751097e-19,8.85903586968072e-19,8.85903586968072e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0123586325847229e-21,1.0123586325847229e-21,1.0123586325847229e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473.735,5.411945401817559e-22,5.411945401817559e-22,0.0,3.138101576116983e-19,9.009339369101495e-19,9.009339369101495e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0875897670525614e-21,1.0875897670525614e-21,1.0875897670525614e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473.996,5.445653980686711e-22,5.445653980686711e-22,0.0,3.125219682387654e-19,9.152209332713909e-19,9.152209332713909e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.173142089124959e-21,1.173142089124959e-21,1.173142089124959e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474.257,5.479329327361568e-22,5.479329327361568e-22,0.0,3.1128432758328834e-19,9.286910242790843e-19,9.286910242790843e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2683197079274985e-21,1.2683197079274985e-21,1.2683197079274985e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474.519,5.513125564577388e-22,5.513125564577388e-22,0.0,3.1009168748768604e-19,9.413224903824366e-19,9.413224903824366e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3723215528735193e-21,1.3723215528735193e-21,1.3723215528735193e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474.78,5.546810433821409e-22,5.546810433821409e-22,0.0,3.0895197770333073e-19,9.529568226062552e-19,9.529568226062552e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4825192666802975e-21,1.4825192666802975e-21,1.4825192666802975e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475.041,5.580539079245525e-22,5.580539079245525e-22,0.0,3.0785930435971393e-19,9.635890902864787e-19,9.635890902864787e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.596499529734722e-21,1.596499529734722e-21,1.596499529734722e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475.302,5.61433810699445e-22,5.61433810699445e-22,0.0,3.068123454533356e-19,9.731720460314077e-19,9.731720460314077e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7108232400172046e-21,1.7108232400172046e-21,1.7108232400172046e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475.563,5.64823451783519e-22,5.64823451783519e-22,0.0,3.0580971014234877e-19,9.816666011922852e-19,9.816666011922852e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8211771118085187e-21,1.8211771118085187e-21,1.8211771118085187e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475.825,5.682386297817112e-22,5.682386297817112e-22,0.0,3.0484634509803927e-19,9.890682860150634e-19,9.890682860150634e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9232306777853875e-21,1.9232306777853875e-21,1.9232306777853875e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476.086,5.716560500664782e-22,5.716560500664782e-22,0.0,3.0392808078377803e-19,9.952988000182394e-19,9.952988000182394e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.011151145195716e-21,2.011151145195716e-21,2.011151145195716e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476.347,5.7509151527587855e-22,5.7509151527587855e-22,0.0,3.0304958387178167e-19,1.0003757766945425e-18,1.0003757766945425e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0804984910352702e-21,2.0804984910352702e-21,2.0804984910352702e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476.608,5.785478399898593e-22,5.785478399898593e-22,0.0,3.022092247263015e-19,1.0042953562461657e-18,1.0042953562461657e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1271146257168293e-21,2.1271146257168293e-21,2.1271146257168293e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476.869,5.820278566894563e-22,5.820278566894563e-22,0.0,3.0140532564990304e-19,1.0070624590007521e-18,1.0070624590007521e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.147910503048374e-21,2.147910503048374e-21,2.147910503048374e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477.13,5.855344094203219e-22,5.855344094203219e-22,0.0,3.0063616329559584e-19,1.0086905485255923e-18,1.0086905485255923e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1413504626773348e-21,2.1413504626773348e-21,2.1413504626773348e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477.391,5.890703512212267e-22,5.890703512212267e-22,0.0,2.9989997474545045e-19,1.009201256844678e-18,1.009201256844678e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.107404007566629e-21,2.107404007566629e-21,2.107404007566629e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477.653,5.926522771909196e-22,5.926522771909196e-22,0.0,2.991923167432112e-19,1.008619679480815e-18,1.008619679480815e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0474912729550005e-21,2.0474912729550005e-21,2.0474912729550005e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477.914,5.962557099262781e-22,5.962557099262781e-22,0.0,2.985167547715812e-19,1.0069869278106469e-18,1.0069869278106469e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9653324799246516e-21,1.9653324799246516e-21,1.9653324799246516e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478.175,5.998971112695767e-22,5.998971112695767e-22,0.0,2.978686718140425e-19,1.0043459966441528e-18,1.0043459966441528e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8650760658409776e-21,1.8650760658409776e-21,1.8650760658409776e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478.436,6.035793258315637e-22,6.035793258315637e-22,0.0,2.9724618770853005e-19,1.0007459749224025e-18,1.0007459749224025e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.751711864641453e-21,1.751711864641453e-21,1.751711864641453e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478.697,6.073051875182442e-22,6.073051875182442e-22,0.0,2.9664740558286985e-19,9.962411960902447e-19,9.962411960902447e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6303101052805741e-21,1.6303101052805741e-21,1.6303101052805741e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478.958,6.110775138582446e-22,6.110775138582446e-22,0.0,2.9607041533424563e-19,9.908905429083853e-19,9.908905429083853e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.505842075367874e-21,1.505842075367874e-21,1.505842075367874e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479.219,6.148991030481542e-22,6.148991030481542e-22,0.0,2.9551329927638443e-19,9.84756725930361e-19,9.84756725930361e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3826018997313488e-21,1.3826018997313488e-21,1.3826018997313488e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479.48,6.187727307810375e-22,6.187727307810375e-22,0.0,2.949741372053602e-19,9.779055783246721e-19,9.779055783246721e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2640857786924252e-21,1.2640857786924252e-21,1.2640857786924252e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479.741,6.227011449140073e-22,6.227011449140073e-22,0.0,2.944510107021599e-19,9.704053631454106e-19,9.704053631454106e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1528906552084897e-21,1.1528906552084897e-21,1.1528906552084897e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480.002,6.266870647728652e-22,6.266870647728652e-22,0.0,2.939420087007904e-19,9.623261185283987e-19,9.623261185283987e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0508417575635317e-21,1.0508417575635317e-21,1.0508417575635317e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480.263,6.307331753057111e-22,6.307331753057111e-22,0.0,2.9344523196486513e-19,9.537390111499272e-19,9.537390111499272e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.589279807779281e-22,9.589279807779281e-22,9.589279807779281e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480.524,6.348421249473206e-22,6.348421249473206e-22,0.0,2.929587991402486e-19,9.447157597700659e-19,9.447157597700659e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.775278498893884e-22,8.775278498893884e-22,8.775278498893884e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480.785,6.390165227514984e-22,6.390165227514984e-22,0.0,2.924808502635759e-19,9.353280751512093e-19,9.353280751512093e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.066034216656886e-22,8.066034216656886e-22,8.066034216656886e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
