Data from AbsoluteIrradiance__0__99.txt Node

Date: Fri Sep 23 13:53:20 CDT 2022
User: jwaczak
Spectrometer: HR4D3312
Trigger mode: 4
Integration Time (sec): 2.000000E-1
Scans to average: 5
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 5
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
194.249	0
194.519	0
194.789	0
195.059	0
195.329	0
195.599	0
195.868	0
196.138	0
196.408	0
196.678	0
196.948	-0
197.218	-0
197.488	-0
197.758	-0
198.028	-0
198.297	-0
198.567	-0
198.837	-0
199.107	-0
199.377	-0
199.647	-0
199.916	-0
200.186	-6.92
200.456	-7.04
200.726	-5.76
200.996	-5.33
201.265	-7.87
201.535	-4.48
201.805	-3.45
202.075	-5.31
202.344	-6.85
202.614	-3.91
202.884	-2.14
203.153	-2.62
203.423	-4.73
203.693	-2.34
203.962	-0.73
204.232	3.58
204.502	-0.15
204.772	-0.81
205.041	3.15
205.311	4.64
205.58	2.28
205.85	1.63
206.12	3.15
206.389	5.83
206.659	2.58
206.929	2.81
207.198	1.15
207.468	2.51
207.737	0.4
208.007	-0.41
208.276	0.12
208.546	-1
208.815	-2.59
209.085	-3.94
209.355	-4.34
209.624	-3.18
209.894	-6.83
210.163	-5.45
210.433	-4.71
210.702	-3.97
210.972	-5.23
211.241	-3.14
211.51	-1.29
211.78	-0.5
212.049	-0.67
212.319	0.04
212.588	-0.43
212.858	0.89
213.127	-0.8
213.397	-1
213.666	0.15
213.935	-2.31
214.205	-7.48
214.474	-5.96
214.743	-2.82
215.013	-0.78
215.282	-2.68
215.552	-2.28
215.821	-1.46
216.09	0.21
216.359	-1.79
216.629	-1.9
216.898	2.41
217.167	6.38
217.437	3.49
217.706	1.77
217.975	-0.25
218.245	-1.13
218.514	-1.83
218.783	-1.6
219.052	-2.1
219.321	-0.11
219.591	-0.88
219.86	-2.73
220.129	-4.37
220.398	-4.9
220.668	-6.07
220.937	-6.08
221.206	-4.05
221.475	-3.13
221.744	-2.91
222.013	-2.42
222.283	-2.49
222.552	-3.46
222.821	-5.03
223.09	-2.8
223.359	-0.52
223.628	-1.13
223.897	-3.8
224.166	-1.91
224.435	-0.08
224.704	0.08
224.974	-1.66
225.243	-1.69
225.512	0.66
225.781	3.01
226.05	1.33
226.319	2.73
226.588	2.67
226.857	4.82
227.126	2.35
227.395	0.54
227.664	0.05
227.933	1.76
228.202	-0
228.471	0.65
228.74	1.36
229.009	1.17
229.278	-0.75
229.546	-0.17
229.815	1.03
230.084	1.78
230.353	0.3
230.622	0.96
230.891	0.5
231.16	0.87
231.429	0.17
231.698	0.63
231.966	0.74
232.235	0.64
232.504	-0.02
232.773	-0.5
233.042	0.44
233.311	1.3
233.579	0.14
233.848	0.19
234.117	1.33
234.386	0.45
234.655	-1.4
234.923	-1.23
235.192	-1.13
235.461	-1.21
235.73	-1.45
235.998	-1.82
236.267	-1.32
236.536	-0.66
236.804	-1.11
237.073	-1.76
237.342	-0.93
237.611	-0.66
237.879	-0.79
238.148	-0.36
238.417	0.23
238.685	0.84
238.954	0.47
239.223	0.66
239.491	0.68
239.76	0.65
240.028	0.53
240.297	0.46
240.566	0.72
240.834	0.75
241.103	0.44
241.371	0.47
241.64	0.23
241.909	0.08
242.177	-0.38
242.446	-0.37
242.714	-0.13
242.983	0.13
243.251	-0.28
243.52	-0.34
243.788	-0.09
244.057	-0.08
244.325	-0.57
244.594	-0.95
244.862	-0.57
245.131	-0.68
245.399	-1.09
245.668	-1.29
245.936	-1.36
246.204	-1.23
246.473	-1.31
246.741	-1.13
247.01	-0.91
247.278	-0.73
247.546	-0.62
247.815	-0.64
248.083	-0.46
248.352	-0.22
248.62	-0.28
248.888	-0.2
249.157	-0.1
249.425	-0.34
249.693	-0.7
249.962	-0.8
250.23	-0.65
250.498	-0.45
250.767	-0.61
251.035	-0.54
251.303	-0.3
251.571	-0.13
251.84	-0.35
252.108	-0.32
252.376	0.07
252.644	-0.01
252.913	-0.06
253.181	-0.01
253.449	0.07
253.717	0.16
253.985	-0.15
254.254	-0.48
254.522	-0.4
254.79	-0.23
255.058	-0.25
255.326	-0.33
255.594	-0.09
255.863	-0.05
256.131	-0.35
256.399	-0.39
256.667	-0.43
256.935	-0.35
257.203	-0.23
257.471	-0.22
257.739	-0.11
258.007	-0.21
258.275	-0.25
258.544	-0.3
258.812	-0.22
259.08	-0.15
259.348	-0.34
259.616	-0.23
259.884	-0.08
260.152	-0.05
260.42	-0.27
260.688	-0.19
260.956	-0.01
261.224	0.05
261.492	-0.04
261.76	0.06
262.028	0.29
262.296	0.43
262.563	0.36
262.831	0.35
263.099	0.34
263.367	0.38
263.635	0.04
263.903	0
264.171	-0
264.439	0.09
264.707	-0.05
264.975	-0.18
265.242	-0.18
265.51	-0.31
265.778	-0.33
266.046	-0.29
266.314	-0.12
266.582	0.07
266.849	-0
267.117	0.01
267.385	0.01
267.653	0.02
267.921	-0.08
268.188	-0.07
268.456	0.12
268.724	0.14
268.992	0.04
269.259	-0.02
269.527	0.03
269.795	0.05
270.062	0.03
270.33	0.03
270.598	0.09
270.866	0.24
271.133	0.21
271.401	0.21
271.669	0.29
271.936	0.33
272.204	0.24
272.472	0.24
272.739	0.32
273.007	0.33
273.274	0.26
273.542	0.23
273.81	0.2
274.077	0.21
274.345	0.08
274.612	0.07
274.88	0.15
275.147	0.13
275.415	0.11
275.683	0.07
275.95	0.11
276.218	0.14
276.485	0.06
276.753	0.06
277.02	0.04
277.288	0.05
277.555	-0.1
277.823	-0.16
278.09	-0.09
278.358	-0.12
278.625	-0.19
278.892	-0.19
279.16	-0.17
279.427	-0.13
279.695	-0.15
279.962	-0.08
280.23	-0.04
280.497	0.03
280.764	-0.03
281.032	-0.03
281.299	0.01
281.566	0.03
281.834	0.01
282.101	0.06
282.368	0.07
282.636	0.1
282.903	0.01
283.17	0.02
283.438	0.03
283.705	0.04
283.972	0.02
284.24	0
284.507	0.01
284.774	-0
285.041	-0.1
285.309	-0.08
285.576	-0.08
285.843	-0.06
286.11	-0.09
286.378	-0.05
286.645	-0.01
286.912	0
287.179	-0.06
287.446	-0.04
287.714	-0.03
287.981	-0.02
288.248	-0.07
288.515	-0.11
288.782	-0.08
289.049	-0.08
289.316	-0.11
289.584	-0.1
289.851	-0.09
290.118	-0.08
290.385	-0.13
290.652	-0.11
290.919	-0.07
291.186	-0.02
291.453	-0.02
291.72	-0.03
291.987	-0.01
292.254	-0.02
292.521	-0.04
292.788	-0.03
293.055	-0
293.322	0.05
293.589	0
293.856	-0.01
294.123	-0
294.39	0.01
294.657	0
294.924	0.03
295.191	0.02
295.458	-0
