λ,σ,uncertainty
192.5,3.19e-20,2.0e-22
195.0,2.16e-20,2.0e-22
197.5,1.394e-20,8.0e-23
200.0,9.19e-21,7.0e-23
202.5,6.04e-21,1.2e-22
205.0,3.88e-21,5.0e-23
207.5,2.49e-21,2.0e-23
210.0,1.59e-21,1.0e-23
215.0,7.09e-22,5.0e-24
220.0,3.51e-22,4.0e-24
225.0,1.93e-22,4.0e-24
230.0,9.57e-23,1.9e-24
235.0,4.47e-23,2.2e-24
240.0,2.21e-23,1.6e-24
