λ,σ,uncertainty
174,5.33e-18,1.0e-19
176,1.01e-17,2.0e-19
178,1.28e-17,2.0e-19
180     3.91e-19,8.0e-21,
182     1.97e-19,5.0e-21,
184     2.11e-19,5.0e-21,
186     2.84e-19,7.0e-21,
188     3.58e-19,7.0e-21,
190     4.47e-19,9.0e-21,
192     5.44e-19,1.2e-20,
194     6.26e-19,1.2e-20,
196     6.92e-19,1.2e-20,
198     7.68e-19,1.3e-20,
200     7.96e-19,1.3e-20,
202     7.97e-19,1.2e-20,
204     7.78e-19,1.2e-20,
206     7.57e-19,1.2e-20,
208     6.95e-19,1.1e-20,
210     6.57e-19,1.0e-20,
212     5.97e-19,9.0e-21,
214     5.47e-19,8.0e-21,
216     4.76e-19,7.0e-21,
218     4.20e-19,6.0e-21,
220     3.75e-19,6.0e-21,
222     3.10e-19,5.0e-21,
224     2.70e-19,4.0e-21,
226     2.23e-19,4.0e-21,
228     1.82e-19,3.0e-21,
230     1.46e-19,3.0e-21,
232     1.21e-19,2.0e-21,
234     9.61e-20,2.3e-21,
236     7.64e-20,2.0e-21,
238     5.87e-20,2.1e-21,
240     4.42e-20,1.9e-21,
242     3.30e-20,1.4e-21,
244     2.38e-20,1.2e-21,
246     1.87e-20,8.0e-22,
248     1.34e-20,7.0e-22,
250     8.48e-21,5.2e-22,
252     7.04e-21,3.4e-22,
254     4.95e-21,2.2e-22,
256     3.58e-21,1.5e-22,
258     2.60e-21,9.0e-23,
260     1.72e-21,8.0e-23,
262     1.09e-21,7.0e-23,
264     8.2e-22,,6.0e-23
266     5.9e-22,,5.0e-23
268     3.4e-22,,5.0e-23
270     3.7e-22,,4.0e-23
