λ,σ,uncertainty
195,2.015867e-19,2.963333e-20
196,2.202283e-19,3.293333e-20
197,2.267667e-19,3.201667e-20
198,2.625317e-19,2.635e-20
199,2.66915e-19,1.946667e-20
200,2.77275e-19,2.416667e-20
201,2.981e-19,2.491667e-20
202,3.1336e-19,2.158333e-20
203,3.110333e-19,2.118333e-20
204,3.096517e-19,2.13e-20
205,3.1221e-19,2.18e-20
206,3.12765e-19,2.351667e-20
207,3.174333e-19,2.088333e-20
208,3.1959e-19,2.226667e-20
209,3.110833e-19,1.885e-20
210,3.0002e-19,1.735e-20
211,2.82535e-19,1.781667e-20
212,2.725967e-19,1.678333e-20
213,2.602467e-19,1.713333e-20
214,2.438083e-19,1.555333e-20
215,2.247183e-19,1.858333e-20
216,2.088017e-19,1.956667e-20
217,1.94e-19,2.036667e-20
218,1.827617e-19,1.96e-20
219,1.598238e-19,1.956667e-20
220,1.476357e-19,1.838333e-20
