λ,σ,uncertainty
124.98,3.9092e-17,6.95e-19
125.03,3.911e-17,6.93e-19
125.08,3.9127e-17,6.92e-19
125.13,3.9144e-17,6.93e-19
125.18,3.9183e-17,6.94e-19
125.23,3.9234e-17,6.95e-19
125.28,3.9286e-17,6.97e-19
125.33,3.9337e-17,7.0e-19
125.38,3.9333e-17,7.13e-19
125.43,3.9315e-17,7.28e-19
125.48,3.9297e-17,7.43e-19
125.53,3.9279e-17,7.6e-19
125.58,3.9329e-17,7.53e-19
125.63,3.9381e-17,7.47e-19
125.68,3.9433e-17,7.41e-19
125.73,3.9483e-17,7.36e-19
125.78,3.952e-17,7.35e-19
125.83,3.9557e-17,7.35e-19
125.88,3.9594e-17,7.35e-19
125.93,3.9618e-17,7.37e-19
125.98,3.9611e-17,7.42e-19
126.03,3.9605e-17,7.48e-19
126.08,3.9598e-17,7.54e-19
126.13,3.9594e-17,7.55e-19
126.18,3.9592e-17,7.48e-19
126.23,3.959e-17,7.41e-19
126.28,3.9589e-17,7.35e-19
126.33,3.9533e-17,7.34e-19
126.38,3.9446e-17,7.37e-19
126.43,3.9359e-17,7.4e-19
126.48,3.9272e-17,7.43e-19
126.53,3.9243e-17,7.46e-19
126.58,3.9227e-17,7.5e-19
126.63,3.921e-17,7.55e-19
126.68,3.9193e-17,7.61e-19
126.73,3.9199e-17,7.49e-19
126.78,3.9205e-17,7.38e-19
126.83,3.9212e-17,7.27e-19
126.88,3.9231e-17,7.19e-19
126.93,3.932e-17,7.23e-19
126.98,3.9408e-17,7.27e-19
127.03,3.9497e-17,7.31e-19
127.08,3.9574e-17,7.36e-19
127.13,3.963e-17,7.4e-19
127.18,3.9685e-17,7.45e-19
127.23,3.9741e-17,7.5e-19
127.28,3.9869e-17,7.55e-19
127.33,4.007e-17,7.61e-19
127.38,4.027e-17,7.67e-19
127.43,4.0471e-17,7.73e-19
127.48,4.0548e-17,7.73e-19
127.53,4.0567e-17,7.71e-19
127.58,4.0587e-17,7.7e-19
127.63,4.0606e-17,7.7e-19
127.68,4.0578e-17,7.68e-19
127.73,4.0542e-17,7.68e-19
127.78,4.0507e-17,7.7e-19
127.83,4.047e-17,7.74e-19
127.88,4.0384e-17,7.74e-19
127.93,4.0299e-17,7.76e-19
127.98,4.0213e-17,7.78e-19
128.03,4.0133e-17,7.8e-19
128.08,4.0073e-17,7.78e-19
128.13,4.0013e-17,7.78e-19
128.18,3.9952e-17,7.8e-19
128.23,3.9926e-17,7.81e-19
128.28,3.9955e-17,7.81e-19
128.33,3.9984e-17,7.82e-19
128.38,4.0014e-17,7.84e-19
128.43,4.0023e-17,7.82e-19
128.48,4.0016e-17,7.75e-19
128.53,4.001e-17,7.69e-19
128.58,4.0003e-17,7.64e-19
128.63,4.0016e-17,7.62e-19
128.68,4.0036e-17,7.62e-19
128.73,4.0055e-17,7.61e-19
128.78,4.0075e-17,7.62e-19
128.83,4.0024e-17,7.63e-19
128.88,3.9966e-17,7.64e-19
128.93,3.9909e-17,7.66e-19
128.98,3.9864e-17,7.7e-19
129.03,3.9933e-17,7.8e-19
129.08,4.0002e-17,7.9e-19
129.13,4.0072e-17,8.01e-19
129.18,4.0168e-17,8.11e-19
129.23,4.0336e-17,8.2e-19
129.28,4.0503e-17,8.3e-19
129.33,4.0671e-17,8.41e-19
129.38,4.0803e-17,8.42e-19
129.43,4.0895e-17,8.32e-19
129.48,4.0987e-17,8.22e-19
129.53,4.1079e-17,8.13e-19
129.58,4.1277e-17,8.08e-19
129.63,4.1535e-17,8.05e-19
129.68,4.1792e-17,8.03e-19
129.73,4.2049e-17,8.01e-19
129.78,4.2322e-17,8.18e-19
129.83,4.2598e-17,8.41e-19
129.88,4.2873e-17,8.64e-19
129.93,4.3149e-17,8.88e-19
129.98,4.3085e-17,8.85e-19
130.03,4.3021e-17,8.84e-19
130.08,4.2957e-17,8.82e-19
130.13,4.2839e-17,8.78e-19
130.18,4.2506e-17,8.66e-19
130.23,4.2173e-17,8.53e-19
130.28,4.184e-17,8.41e-19
130.33,4.1525e-17,8.31e-19
130.38,4.1238e-17,8.25e-19
130.43,4.0951e-17,8.2e-19
130.48,4.0664e-17,8.15e-19
130.53,4.0494e-17,8.15e-19
130.58,4.0416e-17,8.2e-19
130.63,4.0339e-17,8.24e-19
130.68,4.0261e-17,8.29e-19
130.73,4.0294e-17,8.27e-19
130.78,4.0368e-17,8.21e-19
130.83,4.0441e-17,8.16e-19
130.88,4.0514e-17,8.1e-19
130.93,4.0397e-17,8.06e-19
130.98,4.0268e-17,8.03e-19
131.03,4.0139e-17,8.0e-19
131.08,3.9999e-17,7.95e-19
131.13,3.9776e-17,7.78e-19
131.18,3.9554e-17,7.62e-19
131.23,3.9331e-17,7.47e-19
131.28,3.9153e-17,7.36e-19
131.33,3.9082e-17,7.37e-19
131.38,3.901e-17,7.37e-19
131.43,3.8938e-17,7.38e-19
131.48,3.8894e-17,7.41e-19
131.53,3.888e-17,7.45e-19
131.58,3.8866e-17,7.5e-19
131.63,3.8851e-17,7.55e-19
131.68,3.8883e-17,7.59e-19
131.73,3.8935e-17,7.64e-19
131.78,3.8988e-17,7.68e-19
131.83,3.9041e-17,7.73e-19
131.88,3.9204e-17,7.76e-19
131.93,3.9384e-17,7.78e-19
131.98,3.9565e-17,7.8e-19
132.03,3.9752e-17,7.83e-19
132.08,4.0034e-17,7.94e-19
132.13,4.0317e-17,8.06e-19
132.18,4.0599e-17,8.18e-19
132.23,4.0857e-17,8.26e-19
132.28,4.1038e-17,8.25e-19
132.33,4.1219e-17,8.24e-19
132.38,4.1399e-17,8.24e-19
132.43,4.1413e-17,8.21e-19
132.48,4.1215e-17,8.14e-19
132.53,4.1017e-17,8.07e-19
132.58,4.0819e-17,8.01e-19
132.63,4.0386e-17,7.94e-19
132.68,3.9809e-17,7.86e-19
132.73,3.9232e-17,7.79e-19
132.78,3.8655e-17,7.72e-19
132.83,3.813e-17,7.62e-19
132.88,3.7616e-17,7.51e-19
132.93,3.7102e-17,7.4e-19
132.98,3.6588e-17,7.3e-19
133.03,3.6334e-17,7.26e-19
133.08,3.608e-17,7.22e-19
133.13,3.5826e-17,7.18e-19
133.18,3.5586e-17,7.15e-19
133.23,3.5405e-17,7.13e-19
133.28,3.5223e-17,7.11e-19
133.33,3.5041e-17,7.1e-19
133.38,3.4823e-17,7.06e-19
133.43,3.4548e-17,6.98e-19
133.48,3.4274e-17,6.9e-19
133.53,3.4e-17,6.82e-19
133.58,3.3741e-17,6.75e-19
133.63,3.3494e-17,6.69e-19
133.68,3.3247e-17,6.63e-19
133.73,3.3001e-17,6.56e-19
133.78,3.2934e-17,6.54e-19
133.83,3.2917e-17,6.52e-19
133.88,3.2901e-17,6.5e-19
133.93,3.2885e-17,6.48e-19
133.98,3.2953e-17,6.42e-19
134.03,3.3023e-17,6.36e-19
134.08,3.3093e-17,6.31e-19
134.13,3.3141e-17,6.26e-19
134.18,3.308e-17,6.24e-19
134.23,3.3019e-17,6.22e-19
134.28,3.2957e-17,6.2e-19
134.33,3.2865e-17,6.2e-19
134.38,3.2716e-17,6.24e-19
134.43,3.2568e-17,6.28e-19
134.48,3.242e-17,6.33e-19
134.53,3.2419e-17,6.44e-19
134.58,3.2536e-17,6.61e-19
134.63,3.2652e-17,6.78e-19
134.68,3.2768e-17,6.96e-19
134.73,3.2918e-17,7.08e-19
134.78,3.3079e-17,7.17e-19
134.83,3.324e-17,7.26e-19
134.88,3.34e-17,7.36e-19
134.93,3.3145e-17,7.32e-19
134.98,3.2871e-17,7.28e-19
135.03,3.2598e-17,7.24e-19
135.08,3.23e-17,7.21e-19
135.13,3.187e-17,7.26e-19
135.18,3.144e-17,7.3e-19
135.23,3.1009e-17,7.35e-19
135.28,3.0612e-17,7.33e-19
135.33,3.0274e-17,7.19e-19
135.38,2.9936e-17,7.06e-19
135.43,2.9598e-17,6.93e-19
135.48,2.9283e-17,6.8e-19
135.53,2.8989e-17,6.67e-19
135.58,2.8695e-17,6.55e-19
135.63,2.8401e-17,6.42e-19
135.68,2.8061e-17,6.36e-19
135.73,2.7705e-17,6.32e-19
135.78,2.735e-17,6.28e-19
135.83,2.6994e-17,6.24e-19
135.88,2.6672e-17,6.25e-19
135.93,2.6352e-17,6.26e-19
135.98,2.6032e-17,6.28e-19
136.03,2.571e-17,6.3e-19
136.08,2.5376e-17,6.32e-19
136.13,2.5042e-17,6.34e-19
136.18,2.4707e-17,6.36e-19
136.23,2.4391e-17,6.37e-19
136.28,2.4106e-17,6.34e-19
136.33,2.3822e-17,6.31e-19
136.38,2.3537e-17,6.29e-19
136.43,2.3367e-17,6.27e-19
136.48,2.3286e-17,6.27e-19
136.53,2.3205e-17,6.27e-19
136.58,2.3124e-17,6.26e-19
136.63,2.3179e-17,6.27e-19
136.68,2.3277e-17,6.28e-19
136.73,2.3375e-17,6.3e-19
136.78,2.3473e-17,6.31e-19
136.83,2.3591e-17,6.4e-19
136.88,2.3709e-17,6.5e-19
136.93,2.3828e-17,6.6e-19
136.98,2.3937e-17,6.71e-19
137.03,2.3993e-17,6.82e-19
137.08,2.405e-17,6.93e-19
137.13,2.4106e-17,7.05e-19
137.18,2.416e-17,7.14e-19
137.23,2.4211e-17,7.2e-19
137.28,2.4262e-17,7.26e-19
137.33,2.4312e-17,7.32e-19
137.38,2.4302e-17,7.36e-19
137.43,2.4247e-17,7.39e-19
137.48,2.4193e-17,7.42e-19
137.53,2.4138e-17,7.46e-19
137.58,2.3955e-17,7.44e-19
137.63,2.3735e-17,7.41e-19
137.68,2.3514e-17,7.39e-19
137.73,2.3294e-17,7.36e-19
137.78,2.3153e-17,7.31e-19
137.83,2.3013e-17,7.26e-19
137.88,2.2874e-17,7.22e-19
137.93,2.2752e-17,7.17e-19
137.98,2.2712e-17,7.15e-19
138.03,2.2673e-17,7.13e-19
138.08,2.2634e-17,7.11e-19
138.13,2.2586e-17,7.07e-19
138.18,2.2527e-17,6.99e-19
138.23,2.2467e-17,6.91e-19
138.28,2.2408e-17,6.84e-19
138.33,2.2357e-17,6.77e-19
138.38,2.2312e-17,6.71e-19
138.43,2.2267e-17,6.65e-19
138.48,2.2222e-17,6.59e-19
138.53,2.2078e-17,6.61e-19
138.58,2.1912e-17,6.65e-19
138.63,2.1746e-17,6.69e-19
138.68,2.158e-17,6.74e-19
138.73,2.1377e-17,6.78e-19
138.78,2.1174e-17,6.83e-19
138.83,2.0971e-17,6.88e-19
138.88,2.0768e-17,6.91e-19
138.93,2.0563e-17,6.89e-19
138.98,2.0358e-17,6.87e-19
139.03,2.0154e-17,6.85e-19
139.08,1.9987e-17,6.84e-19
139.13,1.987e-17,6.83e-19
139.18,1.9753e-17,6.82e-19
139.23,1.9636e-17,6.82e-19
139.28,1.9758e-17,6.87e-19
139.33,2.0004e-17,6.96e-19
139.38,2.025e-17,7.05e-19
139.43,2.0496e-17,7.13e-19
139.48,2.1001e-17,7.3e-19
139.53,2.1548e-17,7.49e-19
139.58,2.2095e-17,7.67e-19
139.63,2.2619e-17,7.85e-19
139.68,2.2885e-17,7.92e-19
139.73,2.315e-17,8.0e-19
139.78,2.3415e-17,8.07e-19
139.83,2.3554e-17,8.11e-19
139.88,2.3369e-17,8.04e-19
139.93,2.3184e-17,7.98e-19
139.98,2.2999e-17,7.91e-19
140.03,2.285e-17,7.86e-19
140.08,2.2739e-17,7.81e-19
140.13,2.2627e-17,7.77e-19
140.18,2.2516e-17,7.72e-19
140.23,2.2616e-17,7.79e-19
140.28,2.2799e-17,7.91e-19
140.33,2.2982e-17,8.02e-19
140.38,2.3164e-17,8.14e-19
140.43,2.3059e-17,8.16e-19
140.48,2.293e-17,8.18e-19
140.53,2.28e-17,8.19e-19
140.58,2.261e-17,8.18e-19
140.63,2.2055e-17,7.98e-19
140.68,2.1499e-17,7.79e-19
140.73,2.0943e-17,7.6e-19
140.78,2.043e-17,7.4e-19
140.83,1.9993e-17,7.21e-19
140.88,1.9557e-17,7.02e-19
140.93,1.912e-17,6.84e-19
140.98,1.8811e-17,6.68e-19
141.03,1.8595e-17,6.53e-19
141.08,1.8379e-17,6.4e-19
141.13,1.8163e-17,6.26e-19
141.18,1.8093e-17,6.18e-19
141.23,1.8064e-17,6.12e-19
141.28,1.8036e-17,6.05e-19
141.33,1.8007e-17,5.99e-19
141.38,1.809e-17,6.03e-19
141.43,1.8173e-17,6.07e-19
141.48,1.8255e-17,6.11e-19
141.53,1.834e-17,6.17e-19
141.58,1.843e-17,6.29e-19
141.63,1.852e-17,6.41e-19
141.68,1.861e-17,6.54e-19
141.73,1.8692e-17,6.69e-19
141.78,1.8764e-17,6.84e-19
141.83,1.8836e-17,7.01e-19
141.88,1.8907e-17,7.19e-19
141.93,1.8968e-17,7.31e-19
141.98,1.9023e-17,7.4e-19
142.03,1.9078e-17,7.49e-19
142.08,1.9133e-17,7.59e-19
142.13,1.9189e-17,7.62e-19
142.18,1.9247e-17,7.65e-19
142.23,1.9304e-17,7.68e-19
142.28,1.9364e-17,7.71e-19
142.33,1.945e-17,7.76e-19
142.38,1.9537e-17,7.81e-19
142.43,1.9624e-17,7.86e-19
142.48,1.972e-17,7.91e-19
142.53,1.9836e-17,7.98e-19
142.58,1.9953e-17,8.05e-19
142.63,2.0069e-17,8.12e-19
142.68,2.0196e-17,8.2e-19
142.73,2.0331e-17,8.26e-19
142.78,2.0466e-17,8.33e-19
142.83,2.0601e-17,8.41e-19
142.88,2.0746e-17,8.46e-19
142.93,2.0894e-17,8.52e-19
142.98,2.1041e-17,8.57e-19
143.03,2.1189e-17,8.63e-19
143.08,2.1274e-17,8.72e-19
143.13,2.1357e-17,8.82e-19
143.18,2.144e-17,8.92e-19
143.23,2.1493e-17,9.0e-19
143.28,2.1426e-17,9.03e-19
143.33,2.1359e-17,9.06e-19
143.38,2.1292e-17,9.09e-19
143.43,2.12e-17,9.1e-19
143.48,2.1072e-17,9.07e-19
143.53,2.0945e-17,9.04e-19
143.58,2.0817e-17,9.02e-19
143.63,2.0699e-17,8.98e-19
143.68,2.0587e-17,8.93e-19
143.73,2.0474e-17,8.89e-19
143.78,2.0361e-17,8.85e-19
143.83,2.0306e-17,8.79e-19
143.88,2.0257e-17,8.73e-19
143.93,2.0209e-17,8.67e-19
143.98,2.017e-17,8.62e-19
144.03,2.0206e-17,8.64e-19
144.08,2.0242e-17,8.67e-19
144.13,2.0278e-17,8.69e-19
144.18,2.0358e-17,8.73e-19
144.23,2.0532e-17,8.81e-19
144.28,2.0706e-17,8.88e-19
144.33,2.088e-17,8.96e-19
144.38,2.1091e-17,9.04e-19
144.43,2.1331e-17,9.11e-19
144.48,2.1571e-17,9.19e-19
144.53,2.1811e-17,9.27e-19
144.58,2.1992e-17,9.32e-19
144.63,2.2155e-17,9.37e-19
144.68,2.2318e-17,9.41e-19
144.73,2.2482e-17,9.46e-19
144.78,2.2482e-17,9.42e-19
144.83,2.2482e-17,9.39e-19
144.88,2.2482e-17,9.35e-19
144.93,2.2475e-17,9.32e-19
144.98,2.2445e-17,9.3e-19
145.03,2.2415e-17,9.28e-19
145.08,2.2385e-17,9.26e-19
145.13,2.2401e-17,9.24e-19
145.18,2.247e-17,9.23e-19
145.23,2.254e-17,9.21e-19
145.28,2.261e-17,9.2e-19
145.33,2.2739e-17,9.16e-19
145.38,2.2893e-17,9.12e-19
145.43,2.3048e-17,9.07e-19
145.48,2.3202e-17,9.03e-19
145.53,2.3322e-17,9.05e-19
145.58,2.3438e-17,9.07e-19
145.63,2.3555e-17,9.1e-19
145.68,2.3655e-17,9.13e-19
145.73,2.3671e-17,9.2e-19
145.78,2.3686e-17,9.28e-19
145.83,2.3702e-17,9.36e-19
145.88,2.371e-17,9.41e-19
145.93,2.3705e-17,9.39e-19
145.98,2.3701e-17,9.39e-19
146.03,2.3697e-17,9.38e-19
146.08,2.3658e-17,9.33e-19
146.13,2.3597e-17,9.26e-19
146.18,2.3537e-17,9.19e-19
146.23,2.3476e-17,9.13e-19
146.28,2.331e-17,9.08e-19
146.33,2.3124e-17,9.04e-19
146.38,2.2939e-17,8.99e-19
146.43,2.2755e-17,8.96e-19
146.48,2.2593e-17,8.99e-19
146.53,2.2431e-17,9.03e-19
146.58,2.227e-17,9.07e-19
146.63,2.213e-17,9.03e-19
146.68,2.2043e-17,8.8e-19
146.73,2.1956e-17,8.59e-19
146.78,2.1869e-17,8.4e-19
146.83,2.1831e-17,8.18e-19
146.88,2.1834e-17,7.96e-19
146.93,2.1837e-17,7.76e-19
146.98,2.184e-17,7.56e-19
147.03,2.1871e-17,7.61e-19
147.08,2.191e-17,7.72e-19
147.13,2.1949e-17,7.84e-19
147.18,2.1986e-17,7.98e-19
147.23,2.189e-17,8.14e-19
147.28,2.1795e-17,8.32e-19
147.33,2.17e-17,8.52e-19
147.38,2.1592e-17,8.68e-19
147.43,2.1443e-17,8.7e-19
147.48,2.1294e-17,8.72e-19
147.53,2.1145e-17,8.74e-19
147.58,2.1037e-17,8.67e-19
147.63,2.0972e-17,8.48e-19
147.68,2.0906e-17,8.3e-19
147.73,2.0841e-17,8.14e-19
147.78,2.0829e-17,8.09e-19
147.83,2.0837e-17,8.08e-19
147.88,2.0845e-17,8.07e-19
147.93,2.0853e-17,8.07e-19
147.98,2.0838e-17,8.25e-19
148.03,2.0822e-17,8.45e-19
148.08,2.0807e-17,8.67e-19
148.13,2.0794e-17,8.9e-19
148.18,2.0791e-17,9.08e-19
148.23,2.0788e-17,9.28e-19
148.28,2.0785e-17,9.49e-19
148.33,2.0827e-17,9.67e-19
148.38,2.0926e-17,9.82e-19
148.43,2.1026e-17,9.97e-19
148.48,2.1125e-17,1.01e-18
148.53,2.1256e-17,1.02e-18
148.58,2.1405e-17,1.03e-18
148.63,2.1553e-17,1.04e-18
148.68,2.1701e-17,1.05e-18
148.73,2.1794e-17,1.06e-18
148.78,2.1882e-17,1.06e-18
148.83,2.1969e-17,1.07e-18
148.88,2.2032e-17,1.08e-18
148.93,2.1951e-17,1.08e-18
148.98,2.187e-17,1.08e-18
149.03,2.1789e-17,1.08e-18
149.08,2.1679e-17,1.07e-18
149.13,2.1522e-17,1.07e-18
149.18,2.1365e-17,1.06e-18
149.23,2.1208e-17,1.06e-18
149.28,2.1038e-17,1.05e-18
149.33,2.086e-17,1.04e-18
149.38,2.0682e-17,1.03e-18
149.43,2.0504e-17,1.02e-18
149.48,2.031e-17,1.01e-18
149.53,2.0113e-17,9.98e-19
149.58,1.9916e-17,9.86e-19
149.63,1.9736e-17,9.75e-19
149.68,1.9682e-17,9.72e-19
149.73,1.9629e-17,9.69e-19
149.78,1.9575e-17,9.66e-19
149.83,1.9548e-17,9.63e-19
149.88,1.9567e-17,9.61e-19
149.93,1.9586e-17,9.58e-19
149.98,1.9606e-17,9.56e-19
150.03,1.9567e-17,9.52e-19
150.08,1.9491e-17,9.47e-19
150.13,1.9415e-17,9.42e-19
150.18,1.9338e-17,9.38e-19
150.23,1.9245e-17,9.33e-19
150.28,1.9148e-17,9.29e-19
150.33,1.9052e-17,9.24e-19
150.38,1.8954e-17,9.19e-19
150.43,1.8837e-17,9.06e-19
150.48,1.8721e-17,8.94e-19
150.53,1.8605e-17,8.82e-19
150.58,1.8427e-17,8.68e-19
150.63,1.8129e-17,8.52e-19
150.68,1.7832e-17,8.37e-19
150.73,1.7534e-17,8.21e-19
150.78,1.7192e-17,8.04e-19
150.83,1.6817e-17,7.86e-19
150.88,1.6442e-17,7.69e-19
150.93,1.6066e-17,7.52e-19
150.98,1.5832e-17,7.43e-19
151.03,1.5628e-17,7.36e-19
151.08,1.5424e-17,7.3e-19
151.13,1.5231e-17,7.24e-19
