λ,σ,uncertainty
,32.6,2.16e-17
,33.5,2.09e-17
,34.4,2.17e-17
,35.4,2.37e-17
,36.5,2.46e-17
,37.6,2.57e-17
,38.7,2.72e-17
,40.0,3.02e-17
,41.3,3.28e-17
,42.8,3.19e-17
,44.3,3.43e-17
,45.9,3.87e-17
,47.7,4.35e-17
,49.6,4.8e-17
,51.7,5.56e-17
,53.9,6.25e-17
,56.4,7.04e-17
,59.0,7.65e-17
,62.0,8.11e-17
,65.3,8.6e-17
,68.9,8.85e-17
122.4,,5.27e-17
143.3,,1.14e-17
156.9,,1.33e-17
