download_url,T2,λ2,author_year,comments,λ1,name,doi,formula,T1,fname
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Aromatic%20compounds/Ketones/C6H5C(O)C6H5_McMillan(1966)_298K_207.8-410.2nm(in%20cyclohexane).txt,NaN,410.2,McMillan(1966),C,207.8,benzophenone,,C6H5C(O)C6H5,298.0,data/cross-sections/Aromatic compounds/Ketones/C6H5C(O)C6H5/C6H5C(O)C6H5_McMillan(1966)_298K_207.csv
