λ,σ,uncertainty
6.265,2.09e-19,
6.329,1.98e-19,
6.394,2.09e-19,
6.461,2.09e-19,
6.529,2.09e-19,
6.598,2.09e-19,
6.669,2.3e-19,
6.742,2.2e-19,
6.816,2.3e-19,
6.892,2.41e-19,
6.969,2.41e-19,
7.049,2.52e-19,
7.13,2.41e-19,
7.213,2.63e-19,
7.297,2.85e-19,
7.384,2.63e-19,
7.473,2.74e-19,
7.565,2.85e-19,
7.658,2.96e-19,
7.754,3.07e-19,
7.852,3.07e-19,
7.953,3.29e-19,
8.056,3.29e-19,
8.162,3.51e-19,
8.271,3.51e-19,
8.383,3.62e-19,
8.498,3.62e-19,
8.616,3.84e-19,
8.737,3.73e-19,
8.862,4.17e-19,
8.991,4.17e-19,
9.123,4.39e-19,
9.259,4.5e-19,
9.4,4.72e-19,
9.545,4.72e-19,
9.694,5.05e-19,
9.848,5.16e-19,
10.01,5.38e-19,
10.17,5.38e-19,
10.34,5.82e-19,
10.52,5.93e-19,
10.7,6.37e-19,
10.89,6.48e-19,
11.08,6.91e-19,
11.28,7.02e-19,
11.49,7.46e-19,
11.71,8.01e-19,
11.93,8.23e-19,
12.17,8.56e-19,
12.41,9.0e-19,
12.7,9.66e-19,
12.9,1.01e-18,
13.2,1.09e-18,
13.5,1.14e-18,
13.8,1.23e-18,
14.1,1.3e-18,
14.4,1.37e-18,
14.8,1.49e-18,
15.1,1.6e-18,
15.5,1.72e-18,
15.9,1.84e-18,
16.3,2.0e-18,
16.8,2.15e-18,
17.2,2.33e-18,
17.5,2.43e-18,
17.7,2.46e-18,
18.0,2.58e-18,
18.3,2.77e-18,
18.5,2.9e-18,
18.8,2.94e-18,
19.1,3.12e-18,
19.4,3.22e-18,
19.7,3.36e-18,
20.0,3.48e-18,
20.4,3.65e-18,
20.7,3.75e-18,
21.1,3.94e-18,
21.4,4.09e-18,
21.8,4.36e-18,
22.2,4.52e-18,
22.6,4.81e-18,
23.0,4.98e-18,
23.4,5.26e-18,
23.9,5.58e-18,
24.4,5.86e-18,
24.9,6.03e-18,
25.4,6.49e-18,
25.9,6.77e-18,
26.4,7.14e-18,
27.0,7.43e-18,
27.6,8.0e-18,
28.2,8.41e-18,
28.9,8.85e-18,
29.6,9.44e-18,
30.3,1.01e-17,
31.1,1.07e-17,
31.9,1.13e-17,
32.7,1.206e-17,
33.6,1.293e-17,
34.5,1.375e-17,
35.5,1.461e-17,
36.6,1.563e-17,
37.7,1.72e-17,
38.9,1.823e-17,
40.1,1.988e-17,
41.5,2.168e-17,
42.2,2.35e-17,
42.9,2.411e-17,
43.7,2.469e-17,
44.4,2.637e-17,
45.3,2.821e-17,
46.1,2.902e-17,
47.0,3.063e-17,
47.9,3.154e-17,
48.8,3.364e-17,
49.8,3.531e-17,
50.8,3.66e-17,
51.9,3.835e-17,
53.0,4.052e-17,
54.1,4.161e-17,
55.4,4.341e-17,
56.6,4.442e-17,
57.9,4.671e-17,
59.3,4.827e-17,
60.8,4.99e-17,
62.3,5.22e-17,
63.9,5.403e-17,
65.6,5.451e-17,
67.4,5.777e-17,
69.3,5.986e-17,
71.3,6.148e-17,
73.4,6.065e-17,
75.6,5.828e-17,
78.0,5.684e-17,
80.5,5.833e-17,
83.2,5.946e-17,
86.1,5.784e-17,
89.2,5.292e-17,
92.5,4.612e-17,
96.1,4.597e-17,
100.0,,4.93e-17
104.0,,4.545e-17
109.0,,2.807e-17
114.0,,2.042e-17
119.0,,2.351e-17
125.0,,2.645e-17
132.0,,2.26e-17
139.0,,1.866e-17
148.0,,1.857e-17
157.0,,2.444e-17
168.0,,2.676e-17
180.0,,1.431e-17
194.0,,1.66e-18
210.0,,0.0
