λ,σ,uncertainty
174,5.45e-18,1.2e-19
176,7.34e-18,1.3e-19
178,7.13e-18,1.3e-19
180,8.26e-18,1.4e-19
182,1.11e-17,2.0e-19
186,1.85e-17,3.0e-19
192,3.02e-17,5.0e-19
198,3.33e-17,4.0e-19
204,2.46e-17,4.0e-19
210,1.78e-17,3.0e-19
216,1.13e-17,2.0e-19
222,7.31e-18,1.1e-19
228,3.79e-18,5.0e-20
234,1.49e-18,2.0e-20
240,4.27e-19,6.0e-21
246,9.86e-20,1.4e-21
252,1.94e-20,3.0e-22
258,3.59e-21,7.0e-23
264,4.9e-22,4.0e-23
270,2.1e-20,4.0e-22
