λ,σ,uncertainty
185.0,4.74e-17,5.09e-18
190.0,2.69e-17,2.53e-18
195.0,1.13e-17,8.53e-19
197.5,7.13e-18,3.66e-19
200.0,4.55e-18,2.06e-19
205.0,3.22e-18,1.36e-19
210.0,3.39e-18,1.45e-19
215.0,3.56e-18,1.53e-19
220.0,3.42e-18,1.46e-19
225.0,2.95e-18,1.22e-19
230.0,2.36e-18,9.52e-20
235.0,1.8e-18,7.03e-20
240.0,1.4e-18,5.34e-20
250.0,9.85e-19,3.66e-20
260.0,6.37e-19,2.32e-20
270.0,3.73e-19,1.33e-20
280.0,2.31e-19,8.2e-21
290.0,1.8e-19,6.37e-21
300.0,1.54e-19,5.44e-21
310.0,1.32e-19,4.66e-21
320.0,1.02e-19,3.59e-21
330.0,7.11e-20,2.49e-21
340.0,4.81e-20,1.69e-21
350.0,3.06e-20,1.42e-21
360.0,1.82e-20,1.28e-21
370.0,1.07e-20,7.44e-22
380.0,6.16e-21,4.28e-22
390.0,3.78e-21,2.62e-22
400.0,2.08e-21,1.44e-22
