λ,σ,uncertainty
184.95,3.04e-20,1.0e-22
190,9.99e-21,1.2e-23
195,3.25e-21,4.0e-23
200,1.06e-21,1.0e-23
205,3.57e-22,1.0e-24
210,1.32e-22,1.0e-24
215,5.28e-23,4.0e-25
220,2.47e-23,3.0e-25
225,1.2e-23,4.0e-25
230,6.64e-24,3.9e-25
235,3.55e-24,2.6e-25
240,2.18e-24,5.0e-25
250,8.37e-25,5.0e-25
