download_url,T2,λ2,author_year,comments,λ1,name,doi,formula,T1,fname
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Organics%20(N-compounds)/Nitrooxy-alcohols/(ONO2)CH2CH2OH_RobertsFajer(1989)_298K_250.1-306.4nm(meas).txt,NaN,306.4,RobertsFajer(1989),Absorption measurements using a single-beam UV/visible spectrophotometer; scanning of the sample at 0.5-nm slit width,250.1,"2-(nitrooxy)ethanol, NOE", https://doi.org/10.1021/es00066a003,(ONO2)CH2CH2OH,298.0,data/cross-sections/Organics (N-compounds)/Nitrooxy-alcohols/(ONO2)CH2CH2OH/(ONO2)CH2CH2OH_RobertsFajer(1989)_298K_250.csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Organics%20(N-compounds)/Nitrooxy-alcohols/(ONO2)CH2CH2OH_RobertsFajer(1989)_298K_270-308nm(fit).txt,NaN,308.0,RobertsFajer(1989),Absorption measurements using a single-beam UV/visible spectrophotometer; scanning of the sample at 0.5-nm slit width,270.0,"2-(nitrooxy)ethanol, NOE", https://doi.org/10.1021/es00066a003,(ONO2)CH2CH2OH,298.0,data/cross-sections/Organics (N-compounds)/Nitrooxy-alcohols/(ONO2)CH2CH2OH/(ONO2)CH2CH2OH_RobertsFajer(1989)_298K_270-308nm(fit).csv
