λ,σ,uncertainty
200.0,4.47e-18,2.39e-20
200.5,4.37e-18,2.37e-20
201.0,4.28e-18,2.33e-20
201.5,4.19e-18,2.3e-20
202.0,4.1e-18,2.25e-20
202.5,4.0e-18,2.23e-20
203.0,3.9e-18,2.2e-20
203.5,3.81e-18,2.18e-20
204.0,3.71e-18,2.13e-20
204.5,3.63e-18,2.11e-20
205.0,3.54e-18,2.08e-20
205.5,3.45e-18,2.06e-20
206.0,3.37e-18,2.02e-20
206.5,3.28e-18,1.99e-20
207.0,3.2e-18,1.97e-20
207.5,3.12e-18,1.96e-20
208.0,3.04e-18,1.93e-20
208.5,2.97e-18,1.91e-20
209.0,2.9e-18,1.89e-20
209.5,2.83e-18,1.87e-20
210.0,2.76e-18,1.86e-20
210.5,2.69e-18,1.84e-20
211.0,2.63e-18,1.82e-20
211.5,2.57e-18,1.8e-20
212.0,2.52e-18,1.77e-20
212.5,2.47e-18,1.75e-20
213.0,2.42e-18,1.73e-20
213.5,2.37e-18,1.71e-20
214.0,2.33e-18,1.68e-20
214.5,2.3e-18,1.68e-20
215.0,2.26e-18,1.66e-20
215.5,2.24e-18,1.63e-20
216.0,2.21e-18,1.61e-20
216.5,2.19e-18,1.59e-20
217.0,2.18e-18,1.57e-20
217.5,2.18e-18,1.55e-20
218.0,2.17e-18,1.53e-20
218.5,2.18e-18,1.51e-20
219.0,2.19e-18,1.49e-20
219.5,2.21e-18,1.47e-20
220.0,2.22e-18,1.46e-20
220.5,2.25e-18,1.43e-20
221.0,2.29e-18,1.4e-20
221.5,2.33e-18,1.39e-20
222.0,2.38e-18,1.37e-20
222.5,2.43e-18,1.36e-20
223.0,2.49e-18,1.34e-20
223.5,2.56e-18,1.32e-20
224.0,2.64e-18,1.31e-20
224.5,2.72e-18,1.31e-20
225.0,2.81e-18,1.3e-20
225.5,2.92e-18,1.3e-20
226.0,3.02e-18,1.29e-20
226.5,3.13e-18,1.29e-20
227.0,3.25e-18,1.3e-20
227.5,3.37e-18,1.31e-20
228.0,3.5e-18,1.32e-20
228.5,3.64e-18,1.34e-20
229.0,3.78e-18,1.36e-20
229.5,3.92e-18,1.39e-20
230.0,4.08e-18,1.43e-20
230.5,4.23e-18,1.47e-20
231.0,4.39e-18,1.5e-20
231.5,4.55e-18,1.54e-20
232.0,4.72e-18,1.6e-20
232.5,4.88e-18,1.65e-20
233.0,5.05e-18,1.71e-20
233.5,5.21e-18,1.77e-20
234.0,5.38e-18,1.83e-20
234.5,5.54e-18,1.9e-20
235.0,5.71e-18,1.96e-20
235.5,5.87e-18,2.03e-20
236.0,6.03e-18,2.09e-20
236.5,6.18e-18,2.16e-20
237.0,6.33e-18,2.22e-20
237.5,6.48e-18,2.29e-20
238.0,6.61e-18,2.35e-20
238.5,6.74e-18,2.41e-20
239.0,6.86e-18,2.47e-20
239.5,6.97e-18,2.53e-20
240.0,7.08e-18,2.58e-20
240.5,7.18e-18,2.64e-20
241.0,7.26e-18,2.69e-20
241.5,7.34e-18,2.73e-20
242.0,7.41e-18,2.78e-20
242.5,7.46e-18,2.82e-20
243.0,7.51e-18,2.86e-20
243.5,7.55e-18,2.89e-20
244.0,7.56e-18,2.91e-20
244.5,7.58e-18,2.95e-20
245.0,7.58e-18,2.97e-20
245.5,7.57e-18,2.98e-20
