λ,σ,uncertainty
509.0,3.19e-22,1.73e-23
509.5,3.15e-22,1.68e-23
510.0,3.21e-22,1.8e-23
510.5,3.09e-22,1.74e-23
511.0,3.17e-22,1.68e-23
511.5,3.11e-22,1.79e-23
512.0,3.09e-22,1.75e-23
512.5,2.96e-22,1.75e-23
513.0,2.87e-22,1.69e-23
513.5,2.83e-22,1.7e-23
514.0,2.8e-22,1.64e-23
514.5,2.79e-22,1.71e-23
515.0,2.77e-22,1.64e-23
515.5,2.67e-22,1.59e-23
516.0,2.64e-22,1.61e-23
516.5,2.51e-22,1.62e-23
517.0,2.41e-22,1.53e-23
517.5,2.35e-22,1.55e-23
518.0,2.27e-22,1.57e-23
518.5,2.32e-22,1.53e-23
519.0,2.27e-22,1.56e-23
519.5,2.19e-22,1.47e-23
520.0,2.12e-22,1.5e-23
520.5,2.07e-22,1.47e-23
521.0,2.04e-22,1.51e-23
521.5,1.95e-22,1.4e-23
522.0,1.91e-22,1.45e-23
522.5,1.85e-22,1.42e-23
523.0,1.77e-22,1.42e-23
523.5,1.7e-22,1.35e-23
524.0,1.68e-22,1.32e-23
524.5,1.63e-22,1.34e-23
525.0,1.61e-22,1.35e-23
525.5,1.58e-22,1.38e-23
526.0,1.5e-22,1.38e-23
526.5,1.44e-22,1.31e-23
527.0,1.4e-22,1.28e-23
527.5,1.36e-22,1.23e-23
528.0,1.32e-22,1.14e-23
528.5,1.27e-22,1.19e-23
529.0,1.26e-22,1.22e-23
529.5,1.25e-22,1.19e-23
530.0,1.19e-22,1.17e-23
530.5,1.15e-22,1.14e-23
531.0,1.08e-22,1.14e-23
531.5,1.07e-22,1.1e-23
532.0,1.03e-22,1.03e-23
532.5,9.53e-23,1.04e-23
533.0,9.5e-23,1.02e-23
533.5,9.1e-23,1.02e-23
534.0,8.6e-23,1.01e-23
534.5,8.51e-23,9.45e-24
535.0,8.2e-23,9.15e-24
535.5,7.66e-23,9.07e-24
536.0,7.3e-23,8.92e-24
