λ,σ,uncertainty
234.548,,4.59e-18
234.869,,4.7e-18
235.189,,4.82e-18
235.51,,4.72e-18
235.83,,4.83e-18
236.151,,4.95e-18
236.471,,4.95e-18
236.792,,5.1e-18
237.112,,5.29e-18
237.433,,5.2e-18
237.753,,5.2e-18
238.073,,5.31e-18
238.394,,5.37e-18
238.714,,5.5e-18
239.035,,5.55e-18
239.355,,5.67e-18
239.676,,5.64e-18
239.996,,5.78e-18
240.317,,5.75e-18
240.637,,5.8e-18
240.958,,5.87e-18
241.278,,6.02e-18
241.598,,6.05e-18
241.919,,6.11e-18
242.239,,6.1e-18
242.56,,6.15e-18
242.88,,6.16e-18
243.201,,6.28e-18
243.521,,6.26e-18
243.842,,6.34e-18
244.162,,6.18e-18
244.483,,6.36e-18
244.803,,6.24e-18
245.124,,6.43e-18
245.444,,6.34e-18
245.765,,6.35e-18
246.085,,6.34e-18
246.405,,6.4e-18
246.726,,6.36e-18
247.046,,6.36e-18
247.367,,6.29e-18
247.687,,6.45e-18
248.008,,6.25e-18
248.328,,6.3e-18
248.649,,6.18e-18
248.969,,6.2e-18
249.289,,6.2e-18
249.61,,6.17e-18
249.931,,6.16e-18
250.251,,6.1e-18
250.571,,6.06e-18
250.892,,6.07e-18
251.212,,6.0e-18
251.533,,5.95e-18
251.853,,5.91e-18
252.174,,5.8e-18
252.494,,5.78e-18
252.815,,5.76e-18
253.135,,5.68e-18
253.455,,5.65e-18
253.776,,5.55e-18
254.097,,5.46e-18
254.417,,5.43e-18
254.737,,5.45e-18
255.058,,5.29e-18
255.378,,5.24e-18
255.699,,5.29e-18
256.019,,5.18e-18
256.34,,5.05e-18
256.66,,5.04e-18
256.981,,4.92e-18
257.301,,4.79e-18
257.621,,4.75e-18
257.942,,4.66e-18
258.263,,4.67e-18
258.583,,4.61e-18
258.903,,4.54e-18
259.224,,4.51e-18
259.544,,4.4e-18
259.865,,4.33e-18
260.185,,4.2e-18
260.506,,4.26e-18
260.826,,4.18e-18
261.147,,4.12e-18
261.467,,4.1e-18
261.787,,3.97e-18
262.108,,3.9e-18
262.428,,3.82e-18
262.749,,3.81e-18
263.069,,3.75e-18
263.39,,3.7e-18
263.71,,3.66e-18
264.031,,3.58e-18
264.351,,3.54e-18
264.672,,3.51e-18
264.992,,3.41e-18
265.313,,3.4e-18
265.633,,3.3e-18
265.953,,3.31e-18
266.274,,3.19e-18
266.594,,3.15e-18
266.915,,3.17e-18
267.235,,3.09e-18
267.556,,3.04e-18
267.876,,2.97e-18
268.197,,3.0e-18
268.517,,2.94e-18
268.838,,2.86e-18
269.158,,2.89e-18
269.479,,2.82e-18
269.799,,2.82e-18
270.12,,2.74e-18
270.44,,2.66e-18
270.76,,2.58e-18
271.081,,2.58e-18
271.401,,2.52e-18
271.722,,2.51e-18
272.042,,2.44e-18
272.363,,2.5e-18
272.683,,2.47e-18
273.004,,2.4e-18
273.324,,2.35e-18
273.645,,2.35e-18
273.965,,2.32e-18
274.286,,2.33e-18
274.606,,2.3e-18
274.926,,2.21e-18
275.247,,2.16e-18
275.567,,2.16e-18
275.888,,2.17e-18
276.208,,2.12e-18
276.529,,2.13e-18
276.849,,2.06e-18
277.17,,2.01e-18
277.49,,1.98e-18
277.811,,1.98e-18
278.131,,1.9e-18
278.451,,1.9e-18
278.772,,1.88e-18
279.092,,1.9e-18
279.413,,1.79e-18
279.733,,1.73e-18
280.054,,1.79e-18
280.374,,1.74e-18
280.695,,1.79e-18
281.015,,1.74e-18
281.336,,1.69e-18
281.656,,1.72e-18
281.977,,1.69e-18
