download_url,T2,λ2,author_year,comments,λ1,name,doi,formula,T1,fname
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Organics%20(N-compounds)/Azides/CH3(CH2)3CH2N3_McDonald(1970)_300K_139.8-333.4nm.txt,NaN,333.4,McDonald(1970),"Absorption spectra were recorded on Cary 14 and 15 and McPherson 225 (1-m) spectrophotomers, absorption pathlengths ranged from 0.1 to 10 cm",139.8,"n-amylazide, n-pentylazide, 1-azidopentane", https://doi.org/10.1063/1.1673134,CH3(CH2)3CH2N3,300.0,data/cross-sections/Organics (N-compounds)/Azides/CH3(CH2)3CH2N3/CH3(CH2)3CH2N3_McDonald(1970)_300K_139.csv
