λ,σ,uncertainty
826.3,,
844.63,4.0e-26,1.0e-26
844.66,,
844.74,,
844.74,1.0e-26,1.0e-26
845.07,1.0e-26,1.0e-26
845.11,1.6e-25,5.0e-26
846.78,1.7e-25,5.0e-26
847.2,1.0e-25,1.0e-26
847.42,,
847.55,,
848.68,1.5e-25,2.0e-26
848.81,,
848.82,2.0e-26,1.0e-26
848.82,,
849.12,5.0e-26,2.0e-26
849.13,,
849.16,,
849.17,,
849.2,8.0e-26,2.0e-26
849.23,4.0e-26,2.0e-26
849.23,,
849.24,,
849.27,6.0e-26,2.0e-26
849.31,,
849.32,,
849.33,,
849.34,,
849.36,5.0e-26,2.0e-26
849.37,,
849.38,6.0e-26,1.0e-26
849.42,2.0e-26,2.0e-26
849.43,,
849.44,,
849.45,,
849.46,,
849.47,,
849.54,3.0e-26,1.0e-26
849.55,2.0e-26,1.0e-26
849.93,,
849.93,,
849.94,,
849.95,,
849.96,2.0e-26,1.0e-26
849.98,7.0e-26,1.0e-26
850.0,,
850.0,,
850.01,,
850.12,,
850.12,,
850.13,,
850.14,2.0e-26,1.0e-26
850.23,5.0e-26,1.0e-26
850.86,4.0e-26,1.0e-26
850.88,,
850.89,,
850.9,,
850.91,5.0e-26,2.0e-26
850.96,8.0e-26,2.0e-26
851.45,3.0e-26,1.0e-26
851.46,,
851.48,,
851.5,1.5e-25,2.0e-26
851.51,,
852.05,,
852.06,,
852.07,3.0e-26,1.0e-26
852.17,6.0e-26,2.0e-26
852.84,,
852.85,7.0e-26,1.0e-26
852.85,,
852.87,,
853.38,,
853.39,5.0e-26,1.0e-26
853.45,,
853.47,,
853.5,,
853.51,,
853.52,,
853.61,,
853.66,3.0e-26,1.0e-26
854.84,4.0e-26,1.0e-26
854.85,,
854.87,6.0e-26,1.0e-26
854.88,,
854.89,,
855.0,3.0e-26,1.0e-26
855.65,3.0e-26,1.0e-26
856.15,4.9e-25,2.0e-26
856.36,1.2e-25,3.0e-26
856.91,6.0e-26,2.0e-26
856.92,,
857.06,,
857.08,8.0e-26,2.0e-26
857.13,5.0e-26,1.0e-26
857.73,7.0e-26,1.0e-26
857.77,7.0e-26,2.0e-26
857.8,3.0e-26,1.0e-26
857.8,,
857.84,2.0e-26,1.0e-26
857.85,,
857.86,,
857.87,,
857.87,,
857.88,4.0e-26,1.0e-26
857.89,,
857.9,,
857.91,,
857.92,,
857.92,,
858.33,1.2e-25,2.0e-26
858.41,4.0e-26,2.0e-26
858.98,1.4e-25,3.0e-26
858.99,,
859.04,,
859.05,8.0e-26,2.0e-26
859.06,,
859.07,,
859.08,,
859.09,3.0e-26,1.0e-26
859.09,,
859.11,,
859.13,,
859.15,,
859.16,5.0e-26,2.0e-26
859.17,,
859.18,,
859.21,9.0e-26,2.0e-26
859.23,,
861.04,1.4e-25,2.0e-26
862.02,,
862.02,,
862.03,1.3e-25,2.0e-26
862.04,,
862.66,2.7e-25,2.0e-26
862.7,3.0e-26,1.0e-26
862.71,,
862.76,2.5e-25,2.0e-26
862.77,9.0e-26,2.0e-26
862.78,1.2e-25,2.0e-26
862.79,1.8e-25,2.0e-26
863.04,1.7e-25,2.0e-26
863.06,3.2e-25,2.0e-26
863.23,1.7e-25,3.0e-26
863.93,2.6e-25,2.0e-26
864.47,2.6e-25,2.0e-26
864.5,6.2e-25,4.0e-26
865.19,3.2e-25,2.0e-26
865.2,4.0e-25,2.0e-26
865.84,5.8e-25,2.0e-26
865.85,,
865.87,,
865.88,,
865.9,2.5e-25,5.0e-26
865.91,,
865.92,,
