λ,σ,uncertainty
290.6142,,1.389399e-19
290.7245,,2.066137e-19
290.8348,,2.180906e-19
290.9451,,2.401897e-19
291.0554,,2.905757e-19
291.1657,,3.529374e-19
291.276,,4.090378e-19
291.3862,,5.101936e-19
291.4965,,5.909508e-19
291.6067,,6.021376e-19
291.717,,6.335011e-19
291.8272,,6.974002e-19
291.9374,,7.413039e-19
292.0476,,7.931687e-19
292.1579,,7.660641e-19
292.2681,,7.351603e-19
292.3783,,6.685667e-19
292.4885,,6.197253e-19
292.5987,,5.771666e-19
292.7088,,5.151861e-19
292.819,,4.817143e-19
292.9292,,4.616599e-19
293.0393,,4.322446e-19
293.1495,,4.081401e-19
293.2597,,4.022802e-19
293.3698,,3.552169e-19
293.48,,3.167096e-19
293.5901,,3.013269e-19
293.7002,,2.755716e-19
293.8103,,2.909278e-19
293.9205,,2.960219e-19
294.0306,,2.910745e-19
294.1407,,2.715645e-19
294.2508,,2.960367e-19
294.3609,,2.918938e-19
294.471,,2.810098e-19
294.5811,,2.759848e-19
294.6912,,2.941729e-19
294.8013,,3.38944e-19
294.9113,,4.008162e-19
295.0214,,4.084926e-19
295.1315,,4.153316e-19
295.2415,,4.505069e-19
295.3516,,5.354471e-19
295.4616,,7.099068e-19
295.5717,,9.098097e-19
295.6817,,1.034066e-18
295.7918,,1.076047e-18
295.9018,,1.073724e-18
296.0118,,1.008315e-18
296.1219,,9.763948e-19
296.2319,,9.901411e-19
296.3419,,1.040539e-18
296.4519,,1.11764e-18
296.5619,,1.160751e-18
296.6719,,1.140532e-18
296.7819,,1.081895e-18
296.8919,,9.688934e-19
297.0019,,8.983994e-19
297.1119,,8.644133e-19
297.2219,,7.79608e-19
297.3319,,7.390607e-19
297.4419,,7.172353e-19
297.5518,,6.792095e-19
297.6618,,6.098457e-19
297.7718,,5.571797e-19
297.8817,,5.265036e-19
297.9917,,4.833925e-19
298.1016,,4.649742e-19
298.2116,,4.099533e-19
298.3215,,4.186712e-19
298.4315,,3.831198e-19
298.5414,,3.667925e-19
298.6513,,3.6219e-19
298.7613,,3.527801e-19
298.8712,,3.440306e-19
298.9811,,3.38675e-19
299.091,,3.091551e-19
299.201,,3.343559e-19
