download_url,T2,λ2,author_year,comments,λ1,name,doi,formula,T1,fname
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Ethers+alkyl%20radicals/Cyclic%20ethers/1,3-C4H6O2_Doner(2022)_323K_125-240nm.txt",NaN,240.0,Doner(2022),High-resolution (≤ 4 meV) absorption measurements at 9.92-5.17 eV (125-240 nm) using a pressure-controlled flow cell and a deuterium lamp as a light source,125.0,"1,3-dioxine", https://doi.org/10.1016/j.jqsrt.2022.108346,"1,3-C4H6O2",323.0,"data/cross-sections/Ethers+alkyl radicals/Cyclic ethers/1,3-C4H6O2/1,3-C4H6O2_Doner(2022)_323K_125-240nm.csv"
