download_url,T2,λ2,author_year,comments,λ1,name,doi,formula,T1,fname
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Alkanes+alkyl%20radicals/Alkanes/CD4_LauferMcNesby(1965)_298K_111-140nm(smoo).txt,NaN,140.0,LauferMcNesby(1965),A hydrogen discharge as a light source; grating vacuum monochromator; band width 0.66 nm,111.0,methane-d4, https://doi.org/10.1139/v65-495,CD4,298.0,data/cross-sections/Alkanes+alkyl radicals/Alkanes/CD4/CD4_LauferMcNesby(1965)_298K_111-140nm(smoo).csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Alkanes+alkyl%20radicals/Alkanes/CD4_LauferMcNesby(1965)_298K_113.62-140.20nm(meas).txt,NaN,140.2,LauferMcNesby(1965),A hydrogen discharge as a light source; grating vacuum monochromator; band width 0.66 nm,113.62,methane-d4, https://doi.org/10.1139/v65-495,CD4,298.0,data/cross-sections/Alkanes+alkyl radicals/Alkanes/CD4/CD4_LauferMcNesby(1965)_298K_113.csv
