download_url,T2,λ2,author_year,comments,λ1,name,doi,formula,T1,fname
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Iodoalkanes(C,H,F,Cl,Br,I)/CH2I2_BaughcumLeone(1980)_298K_203.0-364.1nm.txt",NaN,364.1,BaughcumLeone(1980),"Absorption measurements using ""a commercial spectrophotometer""",203.0,diiodomethane, https://doi.org/10.1063/1.439111,CH2I2,298.0,"data/cross-sections/Halogeno-alkanes+radicals/Iodoalkanes(C,H,F,Cl,Br,I)/CH2I2/CH2I2_BaughcumLeone(1980)_298K_203.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Iodoalkanes(C,H,F,Cl,Br,I)/CH2I2_IUPAC(2008)_298K_205-355nm(rec).txt",NaN,355.0,IUPAC(2008),IUPAC(2008) recommendation:,205.0,diiodomethane, https://doi.org/10.5194/acp-8-4141-2008,CH2I2,298.0,"data/cross-sections/Halogeno-alkanes+radicals/Iodoalkanes(C,H,F,Cl,Br,I)/CH2I2/CH2I2_IUPAC(2008)_298K_205-355nm(rec).csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Iodoalkanes(C,H,F,Cl,Br,I)/CH2I2_JPL-2010(2011)_298K_205-385nm(rec).txt",NaN,385.0,JPL-2010(2011),"JPL-2010 recommendation, adopting the earlier recommendations of",205.0,diiodomethane,,CH2I2,298.0,"data/cross-sections/Halogeno-alkanes+radicals/Iodoalkanes(C,H,F,Cl,Br,I)/CH2I2/CH2I2_JPL-2010(2011)_298K_205-385nm(rec).csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Iodoalkanes(C,H,F,Cl,Br,I)/CH2I2_KoffendLeone(1981)_298K_265-341nm.txt",NaN,341.0,KoffendLeone(1981),Molar extinction coefficients vs. wavenumbers from Table 1 have been converted to absorption cross sections (conversion factor 3.8235×10,265.0,diiodomethane, https://doi.org/10.1016/0009-2614(81)85344-4,CH2I2,298.0,"data/cross-sections/Halogeno-alkanes+radicals/Iodoalkanes(C,H,F,Cl,Br,I)/CH2I2/CH2I2_KoffendLeone(1981)_298K_265-341nm.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Iodoalkanes(C,H,F,Cl,Br,I)/CH2I2_Kroger(1976)_298K_266nm.txt",NaN,NaN,Kroger(1976),Photofragment spectroscopy of CH,266.0,diiodomethane, https://doi.org/10.1063/1.433274,CH2I2,298.0,"data/cross-sections/Halogeno-alkanes+radicals/Iodoalkanes(C,H,F,Cl,Br,I)/CH2I2/CH2I2_Kroger(1976)_298K_266nm.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Iodoalkanes(C,H,F,Cl,Br,I)/CH2I2_KwokPhillips(1996)_298K_222.2-400.0nm.txt",NaN,400.0,KwokPhillips(1996),"Perkin-Elmer UV/VIS absorption spectrometer; ""low resolution""",222.2,diiodomethane, https://doi.org/10.1063/1.471001,CH2I2,298.0,"data/cross-sections/Halogeno-alkanes+radicals/Iodoalkanes(C,H,F,Cl,Br,I)/CH2I2/CH2I2_KwokPhillips(1996)_298K_222.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Iodoalkanes(C,H,F,Cl,Br,I)/CH2I2_Mossinger(1998)_273K_215-375nm(calc).txt",NaN,375.0,Mossinger(1998),Absorption measurements at 278 to 348 K using a dual-beam diode array spectrometer (spectral resolution ∼0.6 nm),215.0,diiodomethane, https://doi.org/10.1039/A709160E,CH2I2,273.0,"data/cross-sections/Halogeno-alkanes+radicals/Iodoalkanes(C,H,F,Cl,Br,I)/CH2I2/CH2I2_Mossinger(1998)_273K_215-375nm(calc).csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Iodoalkanes(C,H,F,Cl,Br,I)/CH2I2_Mossinger(1998)_298K_215-375nm(meas).txt",NaN,375.0,Mossinger(1998),"Absorption cross sections measured at 298 K; dual-beam diode array spectrometer, resolution ∼0.6nm",215.0,diiodomethane, https://doi.org/10.1039/A709160E,CH2I2,298.0,"data/cross-sections/Halogeno-alkanes+radicals/Iodoalkanes(C,H,F,Cl,Br,I)/CH2I2/CH2I2_Mossinger(1998)_298K_215-375nm(meas).csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Iodoalkanes(C,H,F,Cl,Br,I)/CH2I2_Mossinger(1998)_348K_215-375nm(calc).txt",NaN,375.0,Mossinger(1998),Absorption measurements at 278 to 348 K using a dual-beam diode array spectrometer (spectral resolution ∼0.6 nm),215.0,diiodomethane, https://doi.org/10.1039/A709160E,CH2I2,348.0,"data/cross-sections/Halogeno-alkanes+radicals/Iodoalkanes(C,H,F,Cl,Br,I)/CH2I2/CH2I2_Mossinger(1998)_348K_215-375nm(calc).csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Iodoalkanes(C,H,F,Cl,Br,I)/CH2I2_Pence(1981)_295K_193,248,308nm.txt",NaN,248.0,Pence(1981),Absorption measurements at 185-400 nm; spectrum reported as a plot with arbitrary absorbance units vs. wavelength in Fig. 3,193.0,diiodomethane, https://doi.org/10.1021/j150625a027,CH2I2,295.0,"data/cross-sections/Halogeno-alkanes+radicals/Iodoalkanes(C,H,F,Cl,Br,I)/CH2I2/CH2I2_Pence(1981)_295K_193,248,308nm.csv"
