λ,σ,uncertainty
122.3,1.08e-16,
122.45,1.17e-16,
122.59,1.26e-16,
123.12,1.37e-16,
123.58,1.29e-16,
123.77,1.18e-16,
124.08,1.07e-16,
124.21,9.60e-17,
124.3,8.50e-17,
124.43,7.65e-17,
124.84,6.79e-17,
125.37,7.45e-17,
125.88,7.20e-17,
126.33,6.89e-17,
126.95,6.60e-17,
128.0,6.56e-17,
128.66,6.85e-17,
129.27,7.00e-17,
129.83,6.68e-17,
129.95,6.34e-17,
130.24,6.03e-17,
130.25,6.00e-17,
130.42,5.23e-17,
130.71,4.76e-17,
130.94,4.43e-17,
131.28,4.19e-17,
131.56,3.91e-17,
132.23,3.62e-17,
133.13,3.39e-17,
134.46,3.45e-17,
135.12,3.72e-17,
135.55,4.03e-17,
135.88,4.35e-17,
136.26,4.77e-17,
136.41,5.26e-17,
136.62,5.73e-17,
136.78,6.25e-17,
136.98,6.79e-17,
137.82,6.84e-17,
138.03,7.11e-17,
138.13,7.73e-17,
138.46,9.15e-17,
138.79,1.06e-16,
139.12,1.26e-16,
139.36,1.42e-16,
140.05,1.31e-16,
140.27,1.21e-16,
140.49,1.11e-16,
140.62,1.02e-16,
140.8,9.62e-17,
140.98,8.91e-17,
141.0,8.38e-17,
141.12,7.69e-17,
141.25,7.09e-17,
141.43,6.59e-17,
141.61,6.07e-17,
141.89,5.65e-17,
142.12,5.33e-17,
142.41,4.99e-17,
142.75,4.72e-17,
143.58,4.67e-17,
143.8,4.99e-17,
143.95,5.46e-17,
144.17,5.75e-17,
144.83,5.79e-17,
145.04,6.16e-17,
145.48,6.49e-17,
145.88,6.15e-17,
146.22,5.81e-17,
146.72,5.52e-17,
147.73,5.34e-17,
148.94,5.40e-17,
149.94,5.61e-17,
150.88,5.85e-17,
151.76,6.08e-17,
152.81,6.29e-17,
154.08,6.23e-17,
155.14,6.05e-17,
155.93,5.78e-17,
156.15,5.67e-17,
156.99,5.42e-17,
157.88,5.18e-17,
158.66,4.92e-17,
159.5,4.65e-17,
160.29,4.38e-17,
161.12,4.10e-17,
161.96,3.85e-17,
162.75,3.59e-17,
163.47,3.32e-17,
164.31,3.05e-17,
165.1,2.79e-17,
165.99,2.55e-17,
166.88,2.29e-17,
167.83,2.05e-17,
168.67,1.80e-17,
169.67,1.58e-17,
170.62,1.35e-17,
171.63,1.14e-17,
172.74,9.49e-18,
173.85,7.62e-18,
175.02,6.29e-18,
176.19,4.82e-18,
177.41,3.75e-18A121.87,9.98e-17
122.3,1.08e-16,
122.45,1.17e-16,
122.59,1.26e-16,
123.12,1.37e-16,
123.58,1.29e-16,
123.77,1.18e-16,
124.08,1.07e-16,
124.21,9.60e-17,
124.3,8.50e-17,
124.43,7.65e-17,
124.84,6.79e-17,
125.37,7.45e-17,
125.88,7.20e-17,
126.33,6.89e-17,
126.95,6.60e-17,
128.0,6.56e-17,
128.66,6.85e-17,
129.27,7.00e-17,
129.83,6.68e-17,
129.95,6.34e-17,
130.24,6.03e-17,
130.25,6.00e-17,
130.42,5.23e-17,
130.71,4.76e-17,
130.94,4.43e-17,
