λ,σ,uncertainty
300,3.57e-22,1.7e-23
305,1.53e-22,7.0e-24
310,6.56e-23,2.8e-24
315,2.69e-23,1.1e-24
320,1.14e-23,5.0e-25
325,5.3e-24,2.4e-25
330,2.16e-24,1.2e-25
335,8.39e-25,6.0e-26
340,4.15e-25,5.3e-26
345,1.62e-25,4.7e-26
350,6.8e-26,4.3e-26
