λ,σ
205,2.2e-18
210,2.42e-18
215,2.74e-18
220,2.83e-18
225,2.58e-18
230,1.98e-18
235,1.37e-18
240,8.65e-19
245,5.08e-19
250,2.76e-19
255,1.37e-19
260,6.31e-20
265,2.82e-20
270,1.21e-20
275,5.11e-21
280,2.16e-21
285,9.1e-22
290,3.5e-22
295,1.2e-22
300,3.0e-23
