λ,σ,uncertainty
(nm),(cm2 molec.-1),(K^-1)
------------------------------,,
174,1.1709e-17,
176,6.624e-18,
178,3.772e-18,
180,2.410e-18,
182,1.784e-18,
184,1.544e-18,
186,1.535e-18,
188,1.661e-18,
190,1.870e-18,
192,2.093e-18,
194,2.225e-18,
196,2.283e-18,
198,2.260e-18,
200,2.256e-18,
205,2.153e-18,
210,2.345e-18,
215,2.632e-18,-2.02
220,2.720e-18,-1.79
225,2.474e-18,-1.50
230,1.958e-18,-0.96
235,1.389e-18,-0.04
240,8.860e-19,0.71
245,5.190e-19,1.80
250,2.803e-19,2.70
255,1.401e-19,3.91
260,6.607e-20,5.16
265,3.037e-20,6.33
270,1.347e-20,7.75
275,5.90e-21,8.74
280,2.55e-21,11.6
285,1.14e-21,13.8
290,4.99e-22,15.3
295,2.10e-22,16.5
300,9.0e-23 ,21.9
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
