λ,σ,uncertainty
192.5,1.372e-18,9.0e-21
195.0,1.075e-18,1.2e-20
200.0,6.36e-19,6.0e-21
205.0,3.32e-19,2.0e-21
210.0,1.44e-19,1.0e-21
215.0,5.94e-20,6.0e-22
220.0,2.36e-20,2.0e-22
225.0,9.12e-21,6.0e-23
230.0,3.57e-21,8.0e-23
235.0,1.39e-21,6.0e-23
