λ,σ,uncertainty
195,9.79e-20,4.0e-22
200,1.242e-19,4.0e-22
205,1.383e-19,6.0e-22
210,1.32e-19,5.0e-22
215,1.086e-19,3.0e-22
220,7.79e-20,3.0e-22
225,4.86e-20,3.0e-22
230,2.66e-20,2.0e-22
235,1.289e-20,7.0e-23
