λ,σ,uncertainty
124.98,4.6006e-17,5.39e-19
125.03,4.5916e-17,5.23e-19
125.08,4.5827e-17,5.1e-19
125.13,4.5738e-17,4.99e-19
125.18,4.5753e-17,4.95e-19
125.23,4.5831e-17,5.0e-19
125.28,4.5909e-17,5.12e-19
125.33,4.5988e-17,5.33e-19
125.38,4.6003e-17,5.28e-19
125.43,4.6003e-17,5.21e-19
125.48,4.6003e-17,5.2e-19
125.53,4.6003e-17,5.26e-19
125.58,4.6086e-17,5.36e-19
125.63,4.6173e-17,5.49e-19
125.68,4.626e-17,5.65e-19
125.73,4.6333e-17,5.76e-19
125.78,4.631e-17,5.45e-19
125.83,4.6287e-17,5.2e-19
125.88,4.6263e-17,5.03e-19
125.93,4.6262e-17,4.94e-19
125.98,4.6312e-17,4.9e-19
126.03,4.6362e-17,4.88e-19
126.08,4.6412e-17,4.87e-19
126.13,4.6436e-17,4.9e-19
126.18,4.643e-17,4.96e-19
126.23,4.6424e-17,5.05e-19
126.28,4.6418e-17,5.16e-19
126.33,4.6379e-17,5.29e-19
126.38,4.6322e-17,5.43e-19
126.43,4.6264e-17,5.58e-19
126.48,4.6207e-17,5.76e-19
126.53,4.6095e-17,5.62e-19
126.58,4.5972e-17,5.43e-19
126.63,4.5848e-17,5.27e-19
126.68,4.5725e-17,5.13e-19
126.73,4.5804e-17,5.17e-19
126.78,4.5887e-17,5.22e-19
126.83,4.597e-17,5.26e-19
126.88,4.6047e-17,5.29e-19
126.93,4.6096e-17,5.25e-19
126.98,4.6144e-17,5.21e-19
127.03,4.6193e-17,5.17e-19
127.08,4.6237e-17,5.17e-19
127.13,4.6274e-17,5.25e-19
127.18,4.6311e-17,5.33e-19
127.23,4.6348e-17,5.42e-19
127.28,4.6358e-17,5.43e-19
127.33,4.6341e-17,5.39e-19
127.38,4.6323e-17,5.4e-19
127.43,4.6306e-17,5.45e-19
127.48,4.6347e-17,5.32e-19
127.53,4.6415e-17,5.12e-19
127.58,4.6483e-17,4.97e-19
127.63,4.6551e-17,4.88e-19
127.68,4.6473e-17,4.88e-19
127.73,4.6371e-17,4.91e-19
127.78,4.627e-17,4.96e-19
127.83,4.6169e-17,5.01e-19
127.88,4.6108e-17,5.06e-19
127.93,4.6048e-17,5.11e-19
127.98,4.5987e-17,5.17e-19
128.03,4.5954e-17,5.24e-19
128.08,4.6024e-17,5.36e-19
128.13,4.6093e-17,5.49e-19
128.18,4.6163e-17,5.65e-19
128.23,4.617e-17,5.71e-19
128.28,4.6078e-17,5.6e-19
128.33,4.5985e-17,5.51e-19
128.38,4.5892e-17,5.44e-19
128.43,4.5872e-17,5.43e-19
128.48,4.5908e-17,5.48e-19
128.53,4.5944e-17,5.56e-19
128.58,4.598e-17,5.68e-19
128.63,4.5986e-17,5.51e-19
