download_url,T2,λ2,author_year,comments,λ1,name,doi,formula,T1,fname
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Terpenes/Limonene(C10H16)_Smialek(2012)_298K_116-285nm.txt,NaN,285.0,Smialek(2012),Absorption measurements using synchrotron radiation; spectral resolution 0.075 nm,116.0,1-methyl-4-isopropenyl-1-cyclohexene, https://doi.org/10.1039/C2CP22847E,Limonene(C10H16),298.0,data/cross-sections/Terpenes/Limonene(C10H16)/Limonene(C10H16)_Smialek(2012)_298K_116-285nm.csv
