λ,σ,uncertainty
184.950,4.18e-18,8.0e-21
202.548,6.49e-19,1.0e-21
206.200,5.87e-19,2.0e-21
213.857,3.52e-19,1.0e-21
228.802,4.85e-20,1.0e-22
