λ,σ,uncertainty
174,9.95e-18,1.4e-19
176,1.007e-17,1.8e-19
178,9.76e-18,1.6e-19
180,7.22e-18,1.1e-19
182,5.89e-18,9.0e-20
184,4.5e-18,7.0e-20
186,3.0e-18,5.0e-20
188,1.98e-18,3.0e-20
190,1.34e-18,2.0e-20
192,9.65e-19,1.6e-20
194,7.78e-19,1.2e-20
196,7.11e-19,1.2e-20
198,6.73e-19,1.1e-20
200,6.61e-19,1.1e-20
202,6.2e-19,1.0e-20
204,6.14e-19,1.0e-20
206,5.68e-19,8.0e-21
208,5.32e-19,9.0e-21
210,4.71e-19,8.0e-21
212,3.96e-19,6.0e-21
214,3.31e-19,4.0e-21
216,2.72e-19,4.0e-21
218,2.16e-19,3.0e-21
220,1.69e-19,3.0e-21
222,1.29e-19,2.0e-21
224,9.89e-20,1.5e-21
226,7.41e-20,1.1e-21
228,5.6e-20,9.0e-22
230,4.11e-20,7.0e-22
232,3.05e-20,6.0e-22
234,2.24e-20,5.0e-22
236,1.52e-20,5.0e-22
238,1.25e-20,6.0e-22
