λ,σ,uncertainty
186.5,2.394e,-18
187.0,2.171e,-18
187.5,2.161e,-18
188.0,1.974e,-18
188.5,1.902e,-18
189.0,1.781e,-18
189.5,1.472e,-18
190.0,1.394e,-18
190.5,1.264e,-18
191.0,1.112e,-18
191.5,9.340e,-19
192.0,9.240e,-19
192.5,8.080e,-19
193.0,8.200e,-19
193.5,7.780e,-19
194.0,7.670e,-19
194.5,6.620e,-19
195.0,6.540e,-19
195.5,6.490e,-19
196.0,6.370e,-19
196.5,6.320e,-19
197.0,6.320e,-19
197.5,6.230e,-19
198.0,6.280e,-19
198.5,6.340e,-19
199.0,6.400e,-19
199.5,6.380e,-19
200.0,6.480e,-19
200.5,6.420e,-19
201.0,6.390e,-19
201.5,6.470e,-19
202.0,6.440e,-19
202.5,6.710e,-19
203.0,6.440e,-19
203.5,6.550e,-19
204.0,6.220e,-19
204.5,6.090e,-19
205.0,6.080e,-19
205.5,5.880e,-19
206.0,5.780e,-19
206.5,5.720e,-19
207.0,5.610e,-19
207.5,5.550e,-19
208.0,5.110e,-19
208.5,4.930e,-19
209.0,4.920e,-19
209.5,4.840e,-19
210.0,4.700e,-19
210.5,4.530e,-19
211.0,4.350e,-19
211.5,4.210e,-19
212.0,3.990e,-19
212.5,3.930e,-19
213.0,3.760e,-19
213.5,3.600e,-19
214.0,3.550e,-19
214.5,3.310e,-19
215.0,3.100e,-19
215.5,3.000e,-19
216.0,2.800e,-19
216.5,2.720e,-19
217.0,2.520e,-19
217.5,2.400e,-19
218.0,2.330e,-19
218.5,2.160e,-19
219.0,2.080e,-19
219.5,2.030e,-19
220.0,1.920e,-19
220.5,1.780e,-19
221.0,1.670e,-19
221.5,1.530e,-19
222.0,1.400e,-19
222.5,1.310e,-19
223.0,1.240e,-19
223.5,1.160e,-19
224.0,1.080e,-19
224.5,1.020e,-19
225.0,9.330e,-20
225.5,8.510e,-20
226.0,7.660e,-20
226.5,7.480e,-20
227.0,6.920e,-20
227.5,6.410e,-20
228.0,5.950e,-20
228.5,5.480e,-20
229.0,5.230e,-20
229.5,4.520e,-20
230.0,4.260e,-20
230.5,3.820e,-20
231.0,3.700e,-20
231.5,3.500e,-20
232.0,3.300e,-20
232.5,3.120e,-20
233.0,2.560e,-20
233.5,2.300e,-20
234.0,2.140e,-20
234.5,1.930e,-20
235.0,1.810e,-20
235.5,1.770e,-20
236.0,1.550e,-20
236.5,1.440e,-20
237.0,1.260e,-20
237.5,1.240e,-20
238.0,1.100e,-20
238.5,1.070e,-20
239.0,9.330e,-21
239.5,9.380e,-21
240.0,9.160e,-21
