λ,σ,uncertainty
200,2.91e-18,3.0e-20
205,1.97e-18,3.0e-20
210,1.23e-18,3.0e-20
215,7.9e-19,2.0e-20
220,5.5e-19,2.0e-20
225,4.1e-19,2.0e-20
230,3.3e-19,1.0e-20
235,2.7e-19,1.0e-20
240,2.1e-19,1.0e-20
245,1.7e-19,1.0e-20
250,1.3e-19,1.0e-20
254,1.08e-19,9.0e-21
255,1.02e-19,9.0e-21
260,7.6e-20,7.0e-21
265,5.4e-20,4.0e-21
270,3.7e-20,2.0e-21
275,2.5e-20,1.0e-21
280,1.6e-20,1.0e-21
285,1.0e-20,1.0e-21
290,5.6e-21,9.0e-22
295,3.4e-21,5.0e-22
300,2.0e-21,3.0e-22
305,1.2e-21,3.0e-22
310,7.0e-22,3.0e-22
315,3.0e-22,
320,1.0e-22,
325,2.0e-23,
330,0.0,
