λ,σ,uncertainty
214.83,5.57e-18,
216.35,5.88e-18,
217.88,6.32e-18,
219.38,6.76e-18,
220.89,7.20e-18,
222.49,7.64e-18,
223.98,8.27e-18,
225.28,9.16e-18,
226.01,1.01e-17,
226.97,1.12e-17,
228.15,1.23e-17,
229.2,1.35e-17,
230.19,1.49e-17,
230.97,1.63e-17,
231.74,1.79e-17,
232.53,1.94e-17,
233.64,2.18e-17,
234.37,2.43e-17,
235.11,2.66e-17,
235.76,2.81e-17,
236.25,2.96e-17,
237.0,3.18e-17,
237.42,3.36e-17,
238.44,3.75e-17,
238.97,4.02e-17,
239.41,4.29e-17,
240.37,4.71e-17,
240.83,5.00e-17,
241.53,5.32e-17,
242.17,5.69e-17,
242.72,6.02e-17,
243.45,6.39e-17,
244.01,6.73e-17,
244.49,7.08e-17,
244.77,7.24e-17,
245.16,7.55e-17,
245.81,7.88e-17,
246.46,8.20e-17,
246.93,8.46e-17,
247.5,8.75e-17,
248.16,9.05e-17,
249.0,9.39e-17,
249.57,9.68e-17,
249.96,9.88e-17,
250.63,1.02e-16,
251.2,1.04e-16,
251.67,1.05e-16,
252.25,1.08e-16,
252.73,1.09e-16,
253.85,1.11e-16,
254.69,1.12e-16,
256.1,1.14e-16,
257.86,1.13e-16,
258.97,1.12e-16,
259.61,1.10e-16,
260.34,1.09e-16,
260.88,1.07e-16,
261.34,1.05e-16,
261.88,1.04e-16,
262.34,1.02e-16,
263.08,9.95e-17,
263.9,9.62e-17,
264.53,9.29e-17,
265.25,8.94e-17,
265.89,8.60e-17,
266.61,8.20e-17,
267.45,7.86e-17,
268.1,7.53e-17,
268.85,7.22e-17,
269.6,6.88e-17,
270.16,6.55e-17,
270.72,6.28e-17,
271.74,5.69e-17,
272.89,5.10e-17,
273.77,4.76e-17,
274.55,4.44e-17,
275.45,4.11e-17,
276.3,3.80e-17,
277.15,3.48e-17,
277.95,3.15e-17,
278.88,2.88e-17,
279.71,2.65e-17,
280.56,2.44e-17,
281.29,2.21e-17,
281.82,2.08e-17,
282.69,1.93e-17,
283.67,1.75e-17,
284.54,1.57e-17,
285.77,1.38e-17,
287.0,1.22e-17,
288.6,1.02e-17,
290.22,8.58e-18,
291.5,7.17e-18,
293.16,5.89e-18,
295.09,4.80e-18,
295.21,4.35e-18,
297.54,3.39e-18,
299.54,2.68e-18A213.40,5.19e-20
214.83,5.57e-20,
216.35,5.88e-20,
217.88,6.32e-20,
219.38,6.76e-20,
220.89,7.20e-20,
222.49,7.64e-20,
223.98,8.27e-20,
225.28,9.16e-20,
226.01,1.01e-19,
226.97,1.12e-19,
228.15,1.23e-19,
229.2,1.35e-19,
230.19,1.49e-19,
230.97,1.63e-19,
231.74,1.79e-19,
232.53,1.94e-19,
233.64,2.18e-19,
234.37,2.43e-19,
235.11,2.66e-19,
235.76,2.81e-19,
236.25,2.96e-19,
237.0,3.18e-19,
237.42,3.36e-19,
238.44,3.75e-19,
238.97,4.02e-19,
239.41,4.29e-19,
240.37,4.71e-19,
240.83,5.00e-19,
241.53,5.32e-19,
242.17,5.69e-19,
242.72,6.02e-19,
243.45,6.39e-19,
244.01,6.73e-19,
244.49,7.08e-19,
244.77,7.24e-19,
245.16,7.55e-19,
245.81,7.88e-19,
246.46,8.20e-19,
246.93,8.46e-19,
247.5,8.75e-19,
248.16,9.05e-19,
249.0,9.39e-19,
249.57,9.68e-19,
249.96,9.88e-19,
250.63,1.02e-18,
251.2,1.04e-18,
251.67,1.05e-18,
252.25,1.08e-18,
252.73,1.09e-18,
253.85,1.11e-18,
254.69,1.12e-18,
256.1,1.14e-18,
257.86,1.13e-18,
258.97,1.12e-18,
259.61,1.10e-18,
260.34,1.09e-18,
260.88,1.07e-18,
261.34,1.05e-18,
261.88,1.04e-18,
262.34,1.02e-18,
263.08,9.95e-19,
263.9,9.62e-19,
264.53,9.29e-19,
265.25,8.94e-19,
265.89,8.60e-19,
266.61,8.20e-19,
267.45,7.86e-19,
268.1,7.53e-19,
268.85,7.22e-19,
269.6,6.88e-19,
270.16,6.55e-19,
270.72,6.28e-19,
271.74,5.69e-19,
272.89,5.10e-19,
273.77,4.76e-19,
274.55,4.44e-19,
275.45,4.11e-19,
276.3,3.80e-19,
277.15,3.48e-19,
277.95,3.15e-19,
278.88,2.88e-19,
279.71,2.65e-19,
280.56,2.44e-19,
281.29,2.21e-19,
281.82,2.08e-19,
282.69,1.93e-19,
283.67,1.75e-19,
284.54,1.57e-19,
285.77,1.38e-19,
287.0,1.22e-19,
288.6,1.02e-19,
290.22,8.58e-20,
291.5,7.17e-20,
293.16,5.89e-20,
295.09,4.80e-20,
295.21,4.35e-20,
297.54,3.39e-20,
299.54,2.68e-20,
