λ,σ,uncertainty
124.98,6.0333e-17,1.248e-18
125.03,6.0348e-17,1.235e-18
125.08,6.0362e-17,1.227e-18
125.13,6.0377e-17,1.226e-18
125.18,6.0506e-17,1.231e-18
125.23,6.0705e-17,1.239e-18
125.28,6.0904e-17,1.249e-18
125.33,6.1103e-17,1.26e-18
125.38,6.1095e-17,1.26e-18
125.43,6.1035e-17,1.258e-18
125.48,6.0975e-17,1.255e-18
125.53,6.0915e-17,1.254e-18
125.58,6.1215e-17,1.248e-18
125.63,6.153e-17,1.253e-18
125.68,6.1845e-17,1.267e-18
125.73,6.2138e-17,1.29e-18
125.78,6.2278e-17,1.284e-18
125.83,6.2417e-17,1.286e-18
125.88,6.2556e-17,1.295e-18
125.93,6.2635e-17,1.301e-18
125.98,6.2575e-17,1.292e-18
126.03,6.2516e-17,1.291e-18
126.08,6.2456e-17,1.296e-18
126.13,6.2292e-17,1.297e-18
126.18,6.2017e-17,1.284e-18
126.23,6.1741e-17,1.275e-18
126.28,6.1465e-17,1.268e-18
126.33,6.1102e-17,1.259e-18
126.38,6.0689e-17,1.25e-18
126.43,6.0277e-17,1.242e-18
126.48,5.9864e-17,1.233e-18
126.53,5.9669e-17,1.222e-18
126.58,5.9522e-17,1.217e-18
126.63,5.9375e-17,1.219e-18
126.68,5.9228e-17,1.227e-18
126.73,5.9182e-17,1.217e-18
126.78,5.9138e-17,1.217e-18
126.83,5.9094e-17,1.228e-18
126.88,5.9022e-17,1.242e-18
126.93,5.8804e-17,1.226e-18
126.98,5.8587e-17,1.213e-18
127.03,5.8369e-17,1.203e-18
127.08,5.8264e-17,1.198e-18
127.13,5.8378e-17,1.202e-18
127.18,5.8491e-17,1.206e-18
127.23,5.8605e-17,1.211e-18
127.28,5.8639e-17,1.207e-18
127.33,5.8594e-17,1.2e-18
127.38,5.8549e-17,1.198e-18
127.43,5.8504e-17,1.201e-18
127.48,5.8515e-17,1.198e-18
127.53,5.8553e-17,1.197e-18
127.58,5.8591e-17,1.202e-18
127.63,5.8629e-17,1.213e-18
127.68,5.8475e-17,1.201e-18
127.73,5.829e-17,1.188e-18
127.78,5.8104e-17,1.18e-18
127.83,5.7914e-17,1.175e-18
127.88,5.7602e-17,1.172e-18
127.93,5.7289e-17,1.174e-18
127.98,5.6977e-17,1.18e-18
128.03,5.6701e-17,1.184e-18
128.08,5.6555e-17,1.168e-18
128.13,5.641e-17,1.155e-18
128.18,5.6264e-17,1.146e-18
128.23,5.6126e-17,1.141e-18
128.28,5.5999e-17,1.14e-18
128.33,5.5873e-17,1.139e-18
128.38,5.5746e-17,1.139e-18
128.43,5.5644e-17,1.138e-18
128.48,5.556e-17,1.14e-18
128.53,5.5477e-17,1.144e-18
128.58,5.5393e-17,1.152e-18
128.63,5.525e-17,1.141e-18
128.68,5.5086e-17,1.125e-18
128.73,5.4922e-17,1.114e-18
128.78,5.4758e-17,1.106e-18
128.83,5.4622e-17,1.104e-18
128.88,5.4487e-17,1.102e-18
128.93,5.4353e-17,1.1e-18
128.98,5.4232e-17,1.098e-18
129.03,5.4229e-17,1.096e-18
129.08,5.4226e-17,1.098e-18
129.13,5.4223e-17,1.105e-18
129.18,5.4208e-17,1.111e-18
129.23,5.4162e-17,1.109e-18
129.28,5.4116e-17,1.11e-18
129.33,5.407e-17,1.113e-18
129.38,5.3996e-17,1.111e-18
129.43,5.3888e-17,1.103e-18
