λ,σ,uncertainty
174,1.67e-18,3.0e-20
176,1.76e-18,4.0e-20
178,1.86e-18,4.0e-20
180,1.76e-18,4.0e-20
182,1.59e-18,4.0e-20
184,1.36e-18,4.0e-20
186,1.08e-18,4.0e-20
188,8.28e-19,2.8e-20
190,5.93e-19,1.5e-20
192,4.27e-19,1.4e-20
194,2.96e-19,8.0e-21
196,2.0e-19,6.0e-21
198,1.35e-19,4.0e-21
200,8.71e-20,2.8e-21
202,5.37e-20,1.7e-21
204,3.14e-20,1.0e-21
206,1.96e-20,6.0e-22
208,1.18e-20,4.0e-22
210,7.75e-21,2.9e-22
212,4.71e-21,1.8e-22
214,2.67e-21,1.0e-22
216,1.67e-21,9.0e-23
