λ,σ,uncertainty
113.1,,6.226981e-19
113.2,,1.100616e-18
113.3,,1.397173e-18
113.4,,2.526315e-18
113.5,,2.560108e-18
113.6,,1.568145e-18
113.7,,1.870108e-18
113.8,,2.642394e-18
113.9,,1.073447e-18
114.0,,3.675606e-18
114.1,,5.389739e-18
114.2,,1.110847e-17
114.3,,2.204396e-17
114.4,,3.247835e-17
114.5,,4.214105e-17
114.6,,4.98135e-17
114.7,,5.623268e-17
114.8,,6.002653e-17
114.9,,6.179881e-17
115.0,,6.204166e-17
115.1,,6.180528e-17
115.2,,6.042926e-17
115.3,,5.943571e-17
115.4,,5.882852e-17
115.5,,5.759258e-17
115.6,,5.603379e-17
115.7,,5.463509e-17
115.8,,5.286876e-17
115.9,,5.111096e-17
116.0,,4.991916e-17
116.1,,4.841762e-17
116.2,,4.718583e-17
116.3,,4.611877e-17
116.4,,4.531294e-17
116.5,,4.470777e-17
116.6,,4.428942e-17
116.7,,4.408419e-17
116.8,,4.437523e-17
116.9,,4.495838e-17
117.0,,4.538867e-17
117.1,,4.580494e-17
117.2,,4.668184e-17
117.3,,4.717095e-17
117.4,,4.763574e-17
117.5,,4.870336e-17
117.6,,4.933208e-17
117.7,,4.970586e-17
117.8,,5.034956e-17
117.9,,5.071532e-17
118.0,,5.074039e-17
118.1,,5.129162e-17
118.2,,5.172354e-17
118.3,,5.194732e-17
118.4,,5.232436e-17
118.5,,5.231979e-17
118.6,,5.154862e-17
118.7,,5.058023e-17
118.8,,4.993391e-17
118.9,,4.881241e-17
119.0,,4.763789e-17
119.1,,4.646691e-17
119.2,,4.544464e-17
119.3,,4.341979e-17
119.4,,4.117409e-17
119.5,,3.903042e-17
119.6,,3.680726e-17
119.7,,3.449677e-17
119.8,,3.250971e-17
119.9,,3.072557e-17
120.0,,2.897967e-17
120.1,,2.751122e-17
120.2,,2.649029e-17
120.3,,2.554312e-17
120.4,,2.480171e-17
120.5,,2.426208e-17
120.6,,2.37221e-17
120.7,,2.301846e-17
120.8,,2.22066e-17
120.9,,2.158615e-17
121.0,,2.123019e-17
121.1,,2.089742e-17
121.2,,2.071907e-17
121.3,,2.061944e-17
121.4,,2.046069e-17
121.5,,2.041987e-17
121.6,,2.05054e-17
121.7,,2.073954e-17
121.8,,2.100756e-17
121.9,,2.138426e-17
122.0,,2.163855e-17
122.1,,2.212246e-17
122.2,,2.247882e-17
122.3,,2.2876e-17
122.4,,2.336663e-17
122.5,,2.410697e-17
122.6,,2.509887e-17
122.7,,2.612694e-17
122.8,,2.747682e-17
122.9,,2.840465e-17
123.0,,2.954554e-17
123.1,,3.076059e-17
123.2,,3.155958e-17
123.3,,3.227129e-17
123.4,,3.367034e-17
123.5,,3.545043e-17
123.6,,3.712279e-17
123.7,,3.923563e-17
123.8,,4.136568e-17
123.9,,4.255275e-17
124.0,,4.308852e-17
124.1,,4.419875e-17
124.2,,4.606734e-17
124.3,,4.855457e-17
124.4,,5.21873e-17
124.5,,5.592461e-17
124.6,,6.035909e-17
124.7,,6.575261e-17
124.8,,6.83273e-17
124.9,,6.720478e-17
125.0,,6.529436e-17
125.1,,6.508956e-17
125.2,,6.72821e-17
125.3,,6.985578e-17
125.4,,7.263695e-17
125.5,,7.626526e-17
125.6,,7.735233e-17
125.7,,7.607386e-17
125.8,,7.546104e-17
125.9,,7.630028e-17
126.0,,7.856922e-17
126.1,,8.386003e-17
126.2,,8.9137e-17
126.3,,9.479349e-17
126.4,,1.065281e-16
126.5,,1.162884e-16
126.6,,1.125759e-16
126.7,,1.014739e-16
126.8,,9.144009e-17
126.9,,8.432624e-17
127.0,,7.893279e-17
127.1,,7.579126e-17
127.2,,7.084802e-17
127.3,,6.511971e-17
127.4,,6.199344e-17
127.5,,6.113043e-17
127.6,,5.907164e-17
127.7,,5.621e-17
127.8,,5.462202e-17
127.9,,5.152853e-17
128.0,,4.756047e-17
128.1,,4.521165e-17
128.2,,4.446938e-17
128.3,,4.36674e-17
128.4,,4.25111e-17
128.5,,4.208101e-17
128.6,,4.210255e-17
128.7,,4.142088e-17
128.8,,4.034169e-17
128.9,,3.971137e-17
129.0,,3.883803e-17
129.1,,3.740296e-17
129.2,,3.631215e-17
129.3,,3.564001e-17
129.4,,3.503464e-17
129.5,,3.416833e-17
129.6,,3.394332e-17
129.7,,3.356176e-17
129.8,,3.320909e-17
129.9,,3.286295e-17
130.0,,3.240495e-17
130.1,,3.207e-17
130.2,,3.193429e-17
130.3,,3.158295e-17
130.4,,3.144123e-17
130.5,,3.127635e-17
130.6,,3.117113e-17
130.7,,3.078707e-17
130.8,,3.0751e-17
130.9,,3.044672e-17
131.0,,3.015232e-17
131.1,,2.967017e-17
131.2,,2.981993e-17
131.3,,2.97432e-17
131.4,,2.955547e-17
131.5,,2.930729e-17
131.6,,2.888413e-17
131.7,,2.890871e-17
131.8,,2.886116e-17
131.9,,2.841277e-17
132.0,,2.817851e-17
132.1,,2.785099e-17
132.2,,2.752691e-17
132.3,,2.711483e-17
132.4,,2.710026e-17
132.5,,2.684309e-17
132.6,,2.654133e-17
132.7,,2.613905e-17
132.8,,2.578213e-17
132.9,,2.554773e-17
133.0,,2.523718e-17
133.1,,2.470581e-17
133.2,,2.450435e-17
133.3,,2.383543e-17
133.4,,2.364769e-17
133.5,,2.343008e-17
133.6,,2.276566e-17
133.7,,2.269899e-17
133.8,,2.224002e-17
133.9,,2.179336e-17
134.0,,2.15816e-17
134.050000	2.142683e-17,,
134.1,,2.126095e-17
134.150000	2.108783e-17,,
134.2,,2.093484e-17
134.250000	2.070038e-17,,
134.3,,2.05217e-17
134.350000	2.037507e-17,,
134.4,,2.016851e-17
134.450000	2.000615e-17,,
134.5,,1.980859e-17
134.550000	1.962408e-17,,
134.6,,1.944928e-17
134.650000	1.924268e-17,,
134.7,,1.90685e-17
134.750000	1.888791e-17,,
134.8,,1.870838e-17
134.850000	1.856361e-17,,
134.9,,1.84129e-17
134.950000	1.825585e-17,,
135.0,,1.806228e-17
135.050000	1.792114e-17,,
135.1,,1.775292e-17
135.150000	1.760370e-17,,
135.2,,1.744891e-17
135.250000	1.726434e-17,,
135.3,,1.711895e-17
135.350000	1.703420e-17,,
135.4,,1.691265e-17
135.450000	1.681791e-17,,
135.5,,1.671838e-17
135.550000	1.659239e-17,,
135.6,,1.644889e-17
135.650000	1.628918e-17,,
135.7,,1.617296e-17
135.750000	1.610000e-17,,
135.8,,1.604975e-17
135.850000	1.603054e-17,,
135.9,,1.602754e-17
135.950000	1.594565e-17,,
136.0,,1.586795e-17
136.050000	1.574970e-17,,
136.1,,1.558488e-17
136.150000	1.549086e-17,,
136.2,,1.544975e-17
136.250000	1.542787e-17,,
136.3,,1.548578e-17
136.350000	1.549450e-17,,
136.4,,1.549593e-17
136.450000	1.540027e-17,,
136.5,,1.528377e-17
136.550000	1.516587e-17,,
136.6,,1.504377e-17
136.650000	1.499260e-17,,
136.7,,1.499713e-17
136.750000	1.501182e-17,,
136.8,,1.508059e-17
136.850000	1.508378e-17,,
136.9,,1.503501e-17
136.950000	1.500353e-17,,
137.0,,1.489279e-17
137.050000	1.482240e-17,,
137.1,,1.47099e-17
137.150000	1.461077e-17,,
137.2,,1.456926e-17
137.250000	1.457636e-17,,
137.3,,1.45371e-17
137.350000	1.457379e-17,,
137.4,,1.458681e-17
137.450000	1.457637e-17,,
137.5,,1.452148e-17
137.550000	1.439295e-17,,
137.6,,1.417361e-17
137.650000	1.400168e-17,,
137.7,,1.384417e-17
137.750000	1.376254e-17,,
137.8,,1.371916e-17
137.850000	1.378527e-17,,
137.9,,1.392265e-17
137.950000	1.401363e-17,,
138.0,,1.389829e-17
138.050000	1.363002e-17,,
138.1,,1.322189e-17
138.150000	1.285167e-17,,
138.2,,1.259787e-17
138.250000	1.245731e-17,,
138.3,,1.242065e-17
138.350000	1.259051e-17,,
138.4,,1.293751e-17
138.450000	1.305207e-17,,
138.5,,1.276242e-17
138.550000	1.222699e-17,,
