λ,σ,uncertainty
---------------------------,,
,272.6,3.9e-18
13-0,272.9,7.22e-18
,274.6,3.77e-18
12-0,275.0,7.41e-18
,276.8,3.34e-18
11-0,277.2,7.2e-18
,279.2,3.19e-18
10-0,279.6,7.03e-18
,281.9,3.14e-18
9-0,282.2,6.98e-18
,284.9,3.0e-18
8-0,285.2,6.21e-18
,287.8,2.53e-18
7-0,288.4,5.14e-18
,291.2,2.12e-18
6-0,291.8,4.16e-18
,295.0,1.77e-18
5-0,295.4,3.81e-18
,298.9,1.33e-18
4-0,299.3,2.61e-18
,303.2,9.9e-19
3-0,303.5,1.84e-18
,307.3,6.4e-19
2-0,307.9,1.03e-18
