Î»,Ïƒ,uncertainty
161.68,2.3896e-17,2.83e-19
161.73,2.3931e-17,2.82e-19
161.78,2.3968e-17,2.82e-19
161.83,2.4034e-17,2.83e-19
161.88,2.4100e-17,2.84e-19
161.93,2.4166e-17,2.86e-19
161.98,2.4222e-17,2.86e-19
162.03,2.4261e-17,2.85e-19
162.08,2.4300e-17,2.84e-19
162.13,2.4339e-17,2.83e-19
162.18,2.4367e-17,2.83e-19
162.23,2.4387e-17,2.83e-19
162.28,2.4408e-17,2.83e-19
162.33,2.4429e-17,2.83e-19
162.38,2.4480e-17,2.84e-19
162.43,2.4534e-17,2.84e-19
162.48,2.4588e-17,2.85e-19
162.53,2.4645e-17,2.86e-19
162.58,2.4711e-17,2.85e-19
162.63,2.4778e-17,2.85e-19
162.68,2.4844e-17,2.84e-19
162.73,2.4916e-17,2.85e-19
162.78,2.4995e-17,2.87e-19
162.83,2.5073e-17,2.89e-19
162.88,2.5151e-17,2.92e-19
162.93,2.5228e-17,2.95e-19
162.98,2.5304e-17,2.99e-19
163.03,2.5381e-17,3.04e-19
163.08,2.5456e-17,3.08e-19
163.13,2.5514e-17,3.1e-19
163.18,2.5572e-17,3.11e-19
163.23,2.5630e-17,3.13e-19
163.28,2.5690e-17,3.14e-19
163.33,2.5755e-17,3.13e-19
163.38,2.5820e-17,3.11e-19
163.43,2.5885e-17,3.1e-19
163.48,2.5939e-17,3.09e-19
163.53,2.5986e-17,3.07e-19
163.58,2.6033e-17,3.05e-19
163.63,2.6079e-17,3.03e-19
163.68,2.6042e-17,3.02e-19
163.73,2.5995e-17,3.01e-19
163.78,2.5948e-17,2.99e-19
163.83,2.5898e-17,2.99e-19
163.88,2.5837e-17,2.99e-19
163.93,2.5775e-17,3.0e-19
163.98,2.5714e-17,3.01e-19
164.03,2.5697e-17,3.01e-19
164.08,2.5728e-17,3.01e-19
164.13,2.5759e-17,3.02e-19
164.18,2.5790e-17,3.02e-19
164.23,2.5843e-17,3.02e-19
164.28,2.5903e-17,3.03e-19
164.33,2.5962e-17,3.03e-19
164.38,2.6020e-17,3.04e-19
164.43,2.6045e-17,3.04e-19
164.48,2.6070e-17,3.04e-19
164.53,2.6095e-17,3.05e-19
164.58,2.6105e-17,3.05e-19
164.63,2.6084e-17,3.05e-19
164.68,2.6064e-17,3.05e-19
164.73,2.6043e-17,3.06e-19
164.78,2.6016e-17,3.06e-19
164.83,2.5984e-17,3.06e-19
164.88,2.5953e-17,3.05e-19
164.93,2.5922e-17,3.05e-19
164.98,2.5913e-17,3.05e-19
165.03,2.5905e-17,3.04e-19
165.08,2.5898e-17,3.03e-19
165.13,2.5896e-17,3.03e-19
165.18,2.5914e-17,3.04e-19
165.23,2.5932e-17,3.05e-19
165.28,2.5950e-17,3.06e-19
165.33,2.5951e-17,3.07e-19
165.38,2.5937e-17,3.07e-19
165.43,2.5923e-17,3.07e-19
165.48,2.5909e-17,3.08e-19
165.53,2.5879e-17,3.08e-19
165.58,2.5846e-17,3.08e-19
165.63,2.5812e-17,3.08e-19
165.68,2.5782e-17,3.09e-19
165.73,2.5803e-17,3.08e-19
165.78,2.5823e-17,3.08e-19
165.83,2.5843e-17,3.07e-19
165.88,2.5879e-17,3.07e-19
165.93,2.5940e-17,3.08e-19
165.98,2.6001e-17,3.09e-19
166.03,2.6062e-17,3.11e-19
166.08,2.6076e-17,3.11e-19
166.13,2.6066e-17,3.12e-19
166.18,2.6056e-17,3.13e-19
166.23,2.6045e-17,3.14e-19
166.28,2.5979e-17,3.12e-19
166.33,2.5910e-17,3.1e-19
166.38,2.5841e-17,3.09e-19
166.43,2.5780e-17,3.08e-19
166.48,2.5741e-17,3.08e-19
166.53,2.5702e-17,3.08e-19
166.58,2.5663e-17,3.08e-19
166.63,2.5647e-17,3.08e-19
166.68,2.5651e-17,3.08e-19
166.73,2.5655e-17,3.09e-19
166.78,2.5659e-17,3.09e-19
166.83,2.5668e-17,3.07e-19
166.88,2.5677e-17,3.06e-19
166.93,2.5687e-17,3.04e-19
166.98,2.5701e-17,3.03e-19
167.03,2.5748e-17,3.03e-19
167.08,2.5794e-17,3.03e-19
167.13,2.5840e-17,3.03e-19
167.18,2.5893e-17,3.03e-19
167.23,2.5954e-17,3.04e-19
167.28,2.6015e-17,3.04e-19
167.33,2.6076e-17,3.05e-19
167.38,2.6182e-17,3.06e-19
167.43,2.6306e-17,3.07e-19
167.48,2.6429e-17,3.08e-19
167.53,2.6552e-17,3.09e-19
167.58,2.6653e-17,3.11e-19
167.63,2.6753e-17,3.13e-19
167.68,2.6853e-17,3.15e-19
167.73,2.6895e-17,3.17e-19
167.78,2.6814e-17,3.17e-19
167.83,2.6733e-17,3.17e-19
167.88,2.6652e-17,3.17e-19
167.93,2.6538e-17,3.16e-19
167.98,2.6404e-17,3.14e-19
168.03,2.6269e-17,3.13e-19
168.08,2.6135e-17,3.11e-19
168.13,2.6089e-17,3.09e-19
168.18,2.6051e-17,3.07e-19
168.23,2.6014e-17,3.05e-19
168.28,2.5994e-17,3.03e-19
168.33,2.6040e-17,3.03e-19
168.38,2.6085e-17,3.02e-19
168.43,2.6131e-17,3.02e-19
168.48,2.6174e-17,3.03e-19
168.53,2.6214e-17,3.05e-19
168.58,2.6254e-17,3.06e-19
168.63,2.6294e-17,3.08e-19
168.68,2.6303e-17,3.11e-19
168.73,2.6304e-17,3.14e-19
168.78,2.6306e-17,3.17e-19
168.83,2.6311e-17,3.19e-19
168.88,2.6342e-17,3.17e-19
168.93,2.6373e-17,3.14e-19
168.98,2.6405e-17,3.12e-19
169.03,2.6435e-17,3.11e-19
169.08,2.6466e-17,3.12e-19
169.13,2.6497e-17,3.13e-19
169.18,2.6528e-17,3.14e-19
169.23,2.6539e-17,3.12e-19
169.28,2.6543e-17,3.1e-19
169.33,2.6547e-17,3.08e-19
169.38,2.6548e-17,3.07e-19
169.43,2.6393e-17,3.04e-19
169.48,2.6237e-17,3.02e-19
169.53,2.6081e-17,3.01e-19
169.58,2.5901e-17,2.99e-19
169.63,2.5675e-17,2.96e-19
169.68,2.5449e-17,2.94e-19
169.73,2.5223e-17,2.92e-19
169.78,2.5060e-17,2.9e-19
169.83,2.4933e-17,2.89e-19
169.88,2.4805e-17,2.87e-19
169.93,2.4677e-17,2.86e-19
169.98,2.4712e-17,2.88e-19
170.03,2.4757e-17,2.9e-19
170.08,2.4803e-17,2.92e-19
170.13,2.4859e-17,2.93e-19
170.18,2.4952e-17,2.93e-19
170.23,2.5045e-17,2.92e-19
170.28,2.5138e-17,2.92e-19
170.33,2.5158e-17,2.93e-19
170.38,2.5122e-17,2.94e-19
170.43,2.5086e-17,2.96e-19
170.48,2.5050e-17,2.97e-19
170.53,2.4966e-17,2.96e-19
170.58,2.4873e-17,2.95e-19
170.63,2.4781e-17,2.94e-19
170.68,2.4693e-17,2.93e-19
170.73,2.4624e-17,2.9e-19
170.78,2.4555e-17,2.88e-19
170.83,2.4486e-17,2.85e-19
170.88,2.4432e-17,2.84e-19
170.93,2.4394e-17,2.84e-19
170.98,2.4356e-17,2.85e-19
171.03,2.4317e-17,2.86e-19
171.08,2.4281e-17,2.84e-19
171.13,2.4244e-17,2.83e-19
171.18,2.4207e-17,2.81e-19
171.23,2.4172e-17,2.8e-19
171.28,2.4149e-17,2.78e-19
171.33,2.4126e-17,2.77e-19
171.38,2.4103e-17,2.75e-19
171.43,2.4078e-17,2.75e-19
171.48,2.4049e-17,2.76e-19
171.53,2.4021e-17,2.78e-19
171.58,2.3992e-17,2.79e-19
171.63,2.3953e-17,2.8e-19
171.68,2.3908e-17,2.8e-19
171.73,2.3863e-17,2.8e-19
171.78,2.3819e-17,2.81e-19
171.83,2.3783e-17,2.79e-19
171.88,2.3748e-17,2.78e-19
171.93,2.3712e-17,2.77e-19
171.98,2.3686e-17,2.76e-19
172.03,2.3678e-17,2.73e-19
172.08,2.3670e-17,2.7e-19
172.13,2.3663e-17,2.68e-19
172.18,2.3659e-17,2.68e-19
172.23,2.3657e-17,2.7e-19
172.28,2.3655e-17,2.72e-19
172.33,2.3653e-17,2.74e-19
172.38,2.3664e-17,2.76e-19
172.43,2.3676e-17,2.78e-19
172.48,2.3687e-17,2.8e-19
172.53,2.3702e-17,2.8e-19
172.58,2.3727e-17,2.74e-19
172.63,2.3752e-17,2.68e-19
172.68,2.3777e-17,2.64e-19
172.73,2.3815e-17,2.64e-19
172.78,2.3861e-17,2.69e-19
172.83,2.3908e-17,2.75e-19
172.88,2.3955e-17,2.81e-19
172.93,2.4000e-17,2.78e-19
172.98,2.4046e-17,2.74e-19
173.03,2.4092e-17,2.7e-19
173.08,2.4144e-17,2.68e-19
173.13,2.4217e-17,2.69e-19
173.18,2.4291e-17,2.7e-19
173.23,2.4364e-17,2.71e-19
173.28,2.4447e-17,2.72e-19
173.33,2.4538e-17,2.74e-19
173.38,2.4629e-17,2.76e-19
173.43,2.4721e-17,2.78e-19
173.48,2.4807e-17,2.78e-19
173.53,2.4891e-17,2.79e-19
173.58,2.4976e-17,2.8e-19
173.63,2.5058e-17,2.81e-19
173.68,2.5119e-17,2.81e-19
173.73,2.5180e-17,2.81e-19
173.78,2.5241e-17,2.81e-19
173.83,2.5297e-17,2.8e-19
173.88,2.5349e-17,2.79e-19
173.93,2.5401e-17,2.78e-19
173.98,2.5453e-17,2.76e-19
174.03,2.5506e-17,2.78e-19
174.08,2.5560e-17,2.82e-19
174.13,2.5614e-17,2.85e-19
174.18,2.5669e-17,2.89e-19
174.23,2.5740e-17,2.92e-19
174.28,2.5810e-17,2.94e-19
174.33,2.5881e-17,2.97e-19
174.38,2.5968e-17,2.98e-19
174.43,2.6078e-17,2.96e-19
174.48,2.6188e-17,2.95e-19
174.53,2.6299e-17,2.93e-19
174.58,2.6418e-17,2.94e-19
174.63,2.6540e-17,2.95e-19
174.68,2.6662e-17,2.96e-19
174.73,2.6785e-17,2.98e-19
174.78,2.6902e-17,2.97e-19
174.83,2.7020e-17,2.97e-19
174.88,2.7137e-17,2.97e-19
174.93,2.7247e-17,2.98e-19
174.98,2.7343e-17,3.01e-19
175.03,2.7440e-17,3.04e-19
175.08,2.7536e-17,3.07e-19
175.13,2.7611e-17,3.08e-19
175.18,2.7678e-17,3.09e-19
175.23,2.7744e-17,3.1e-19
175.28,2.7810e-17,3.11e-19
175.33,2.7847e-17,3.11e-19
175.38,2.7885e-17,3.12e-19
175.43,2.7922e-17,3.13e-19
175.48,2.7948e-17,3.13e-19
175.53,2.7950e-17,3.13e-19
175.58,2.7953e-17,3.12e-19
175.63,2.7956e-17,3.12e-19
175.68,2.7937e-17,3.11e-19
175.73,2.7907e-17,3.11e-19
175.78,2.7877e-17,3.1e-19
175.83,2.7847e-17,3.1e-19
175.88,2.7800e-17,3.08e-19
175.93,2.7754e-17,3.06e-19
175.98,2.7708e-17,3.05e-19
176.03,2.7658e-17,3.04e-19
176.08,2.7601e-17,3.04e-19
176.13,2.7543e-17,3.05e-19
176.18,2.7486e-17,3.06e-19
176.23,2.7440e-17,3.07e-19
176.28,2.7400e-17,3.08e-19
176.33,2.7359e-17,3.1e-19
176.38,2.7319e-17,3.11e-19
176.43,2.7284e-17,3.09e-19
176.48,2.7249e-17,3.07e-19
176.53,2.7214e-17,3.05e-19
176.58,2.7186e-17,3.04e-19
176.63,2.7175e-17,3.03e-19
176.68,2.7164e-17,3.02e-19
176.73,2.7153e-17,3.01e-19
176.78,2.7138e-17,3.02e-19
176.83,2.7120e-17,3.04e-19
176.88,2.7102e-17,3.06e-19
176.93,2.7084e-17,3.08e-19
176.98,2.7079e-17,3.06e-19
177.03,2.7075e-17,3.05e-19
177.08,2.7071e-17,3.03e-19
177.13,2.7067e-17,3.02e-19
177.18,2.7063e-17,3.04e-19
177.23,2.7060e-17,3.06e-19
177.28,2.7056e-17,3.08e-19
177.33,2.7054e-17,3.07e-19
177.38,2.7052e-17,3.05e-19
177.43,2.7051e-17,3.02e-19
177.48,2.7049e-17,3.0e-19
177.53,2.7098e-17,3.02e-19
177.58,2.7150e-17,3.04e-19
177.63,2.7202e-17,3.06e-19
177.68,2.7255e-17,3.08e-19
177.73,2.7311e-17,3.08e-19
177.78,2.7367e-17,3.08e-19
177.83,2.7422e-17,3.09e-19
177.88,2.7482e-17,3.09e-19
177.93,2.7545e-17,3.07e-19
177.98,2.7607e-17,3.06e-19
178.03,2.7670e-17,3.04e-19
178.08,2.7697e-17,3.07e-19
178.13,2.7720e-17,3.11e-19
178.18,2.7744e-17,3.14e-19
178.23,2.7763e-17,3.17e-19
178.28,2.7765e-17,3.13e-19
178.33,2.7767e-17,3.1e-19
178.38,2.7769e-17,3.08e-19
178.43,2.7755e-17,3.06e-19
178.48,2.7730e-17,3.06e-19
178.53,2.7705e-17,3.05e-19
178.58,2.7679e-17,3.05e-19
178.63,2.7672e-17,3.06e-19
178.68,2.7667e-17,3.08e-19
178.73,2.7662e-17,3.1e-19
178.78,2.7664e-17,3.11e-19
178.83,2.7686e-17,3.09e-19
178.88,2.7709e-17,3.07e-19
178.93,2.7732e-17,3.05e-19
178.98,2.7772e-17,3.06e-19
179.03,2.7824e-17,3.09e-19
179.08,2.7876e-17,3.12e-19
179.13,2.7928e-17,3.15e-19
179.18,2.8027e-17,3.17e-19
179.23,2.8131e-17,3.19e-19
179.28,2.8236e-17,3.21e-19
179.33,2.8342e-17,3.21e-19
179.38,2.8455e-17,3.18e-19
179.43,2.8567e-17,3.16e-19
179.48,2.8680e-17,3.14e-19
179.53,2.8784e-17,3.13e-19
179.58,2.8883e-17,3.14e-19
179.63,2.8981e-17,3.14e-19
179.68,2.9080e-17,3.15e-19
179.73,2.9135e-17,3.18e-19
179.78,2.9185e-17,3.22e-19
179.83,2.9235e-17,3.26e-19
179.88,2.9272e-17,3.29e-19
179.93,2.9266e-17,3.26e-19
179.98,2.9261e-17,3.23e-19
180.03,2.9255e-17,3.2e-19
180.08,2.9227e-17,3.21e-19
180.13,2.9183e-17,3.23e-19
180.18,2.9139e-17,3.27e-19
180.23,2.9095e-17,3.3e-19
180.28,2.9000e-17,3.29e-19
180.33,2.8902e-17,3.27e-19
180.38,2.8803e-17,3.26e-19
180.43,2.8689e-17,3.24e-19
180.48,2.8534e-17,3.2e-19
180.53,2.8379e-17,3.16e-19
180.58,2.8224e-17,3.12e-19
180.63,2.8069e-17,3.12e-19
180.68,2.7915e-17,3.14e-19
180.73,2.7761e-17,3.16e-19
180.78,2.7606e-17,3.18e-19
180.83,2.7479e-17,3.15e-19
180.88,2.7353e-17,3.13e-19
180.93,2.7227e-17,3.11e-19
180.98,2.7116e-17,3.09e-19
181.03,2.7050e-17,3.09e-19
181.08,2.6984e-17,3.1e-19
181.13,2.6918e-17,3.11e-19
181.18,2.6862e-17,3.09e-19
181.23,2.6811e-17,3.05e-19
181.28,2.6760e-17,3.0e-19
181.33,2.6709e-17,2.96e-19
181.38,2.6652e-17,2.95e-19
181.43,2.6596e-17,2.95e-19
181.48,2.6539e-17,2.94e-19
181.53,2.6474e-17,2.95e-19
181.58,2.6392e-17,2.99e-19
181.63,2.6310e-17,3.03e-19
181.68,2.6228e-17,3.08e-19
181.73,2.6156e-17,3.06e-19
181.78,2.6090e-17,3.0e-19
181.83,2.6024e-17,2.95e-19
181.88,2.5958e-17,2.9e-19
181.93,2.5909e-17,2.92e-19
181.98,2.5860e-17,2.96e-19
182.03,2.5811e-17,2.99e-19
182.08,2.5763e-17,3.01e-19
182.13,2.5717e-17,2.98e-19
182.18,2.5670e-17,2.96e-19
182.23,2.5623e-17,2.94e-19
182.28,2.5582e-17,2.93e-19
182.33,2.5543e-17,2.93e-19
182.38,2.5504e-17,2.93e-19
182.43,2.5466e-17,2.92e-19
182.48,2.5422e-17,2.91e-19
182.53,2.5379e-17,2.9e-19
182.58,2.5335e-17,2.89e-19
182.63,2.5275e-17,2.88e-19
182.68,2.5180e-17,2.87e-19
182.73,2.5086e-17,2.86e-19
182.78,2.4991e-17,2.85e-19
182.83,2.4869e-17,2.83e-19
182.88,2.4735e-17,2.82e-19
182.93,2.4601e-17,2.81e-19
182.98,2.4467e-17,2.79e-19
183.03,2.4331e-17,2.77e-19
183.08,2.4196e-17,2.76e-19
183.13,2.4061e-17,2.74e-19
183.18,2.3943e-17,2.72e-19
183.23,2.3852e-17,2.7e-19
183.28,2.3762e-17,2.69e-19
183.33,2.3672e-17,2.67e-19
183.38,2.3608e-17,2.66e-19
183.43,2.3555e-17,2.65e-19
183.48,2.3502e-17,2.64e-19
183.53,2.3451e-17,2.63e-19
183.58,2.3419e-17,2.66e-19
183.63,2.3388e-17,2.69e-19
183.68,2.3356e-17,2.72e-19
183.73,2.3317e-17,2.72e-19
183.78,2.3268e-17,2.69e-19
183.83,2.3219e-17,2.67e-19
183.88,2.3170e-17,2.65e-19
183.93,2.3118e-17,2.65e-19
183.98,2.3066e-17,2.65e-19
184.03,2.3013e-17,2.66e-19
184.08,2.2964e-17,2.67e-19
184.13,2.2941e-17,2.66e-19
184.18,2.2918e-17,2.66e-19
184.23,2.2895e-17,2.65e-19
184.28,2.2887e-17,2.65e-19
184.33,2.2893e-17,2.64e-19
184.38,2.2899e-17,2.63e-19
184.43,2.2906e-17,2.62e-19
184.48,2.2902e-17,2.6e-19
184.53,2.2897e-17,2.59e-19
184.58,2.2892e-17,2.58e-19
184.63,2.2884e-17,2.57e-19
184.68,2.2866e-17,2.58e-19
184.73,2.2849e-17,2.6e-19
184.78,2.2831e-17,2.61e-19
184.83,2.2814e-17,2.62e-19
184.88,2.2796e-17,2.63e-19
184.93,2.2779e-17,2.63e-19
184.98,2.2761e-17,2.64e-19
185.03,2.2708e-17,2.61e-19
185.08,2.2650e-17,2.58e-19
185.13,2.2592e-17,2.55e-19
185.18,2.2532e-17,2.53e-19
185.23,2.2462e-17,2.55e-19
185.28,2.2392e-17,2.56e-19
185.33,2.2322e-17,2.58e-19
185.38,2.2269e-17,2.58e-19
185.43,2.2227e-17,2.58e-19
185.48,2.2185e-17,2.57e-19
185.53,2.2143e-17,2.56e-19
185.58,2.2162e-17,2.56e-19
185.63,2.2184e-17,2.56e-19
185.68,2.2207e-17,2.56e-19
185.73,2.2236e-17,2.56e-19
185.78,2.2282e-17,2.58e-19
185.83,2.2329e-17,2.6e-19
185.88,2.2375e-17,2.62e-19
185.93,2.2412e-17,2.62e-19
185.98,2.2442e-17,2.6e-19
186.03,2.2473e-17,2.58e-19
186.08,2.2503e-17,2.56e-19
186.13,2.2498e-17,2.56e-19
186.18,2.2492e-17,2.55e-19
186.23,2.2487e-17,2.55e-19
186.28,2.2470e-17,2.55e-19
186.33,2.2434e-17,2.57e-19
186.38,2.2398e-17,2.58e-19
186.43,2.2362e-17,2.6e-19
186.48,2.2294e-17,2.6e-19
186.53,2.2214e-17,2.59e-19
186.58,2.2133e-17,2.58e-19
186.63,2.2052e-17,2.58e-19
186.68,2.1975e-17,2.57e-19
186.73,2.1897e-17,2.56e-19
186.78,2.1820e-17,2.55e-19
186.83,2.1777e-17,2.54e-19
186.88,2.1781e-17,2.52e-19
186.93,2.1784e-17,2.51e-19
186.98,2.1788e-17,2.5e-19
187.03,2.1833e-17,2.5e-19
187.08,2.1889e-17,2.5e-19
187.13,2.1945e-17,2.51e-19
187.18,2.1992e-17,2.51e-19
187.23,2.1983e-17,2.5e-19
187.28,2.1973e-17,2.5e-19
187.33,2.1964e-17,2.5e-19
187.38,2.1911e-17,2.49e-19
187.43,2.1816e-17,2.48e-19
187.48,2.1720e-17,2.48e-19
187.53,2.1624e-17,2.47e-19
187.58,2.1476e-17,2.45e-19
187.63,2.1319e-17,2.42e-19
187.68,2.1162e-17,2.39e-19
187.73,2.1003e-17,2.37e-19
187.78,2.0837e-17,2.35e-19
187.83,2.0671e-17,2.34e-19
187.88,2.0506e-17,2.32e-19
187.93,2.0337e-17,2.31e-19
187.98,2.0165e-17,2.29e-19
188.03,1.9994e-17,2.28e-19
188.08,1.9823e-17,2.27e-19
188.13,1.9679e-17,2.25e-19
188.18,1.9538e-17,2.24e-19
188.23,1.9397e-17,2.22e-19
188.28,1.9267e-17,2.21e-19
188.33,1.9163e-17,2.19e-19
188.38,1.9060e-17,2.18e-19
188.43,1.8957e-17,2.17e-19
188.48,1.8867e-17,2.15e-19
188.53,1.8786e-17,2.14e-19
188.58,1.8704e-17,2.13e-19
188.63,1.8622e-17,2.12e-19
188.68,1.8520e-17,2.1e-19
188.73,1.8418e-17,2.09e-19
188.78,1.8316e-17,2.08e-19
188.83,1.8202e-17,2.07e-19
188.88,1.8068e-17,2.06e-19
188.93,1.7934e-17,2.05e-19
188.98,1.7800e-17,2.04e-19
189.03,1.7669e-17,2.02e-19
189.08,1.7539e-17,2.01e-19
189.13,1.7409e-17,1.99e-19
189.18,1.7288e-17,1.98e-19
189.23,1.7236e-17,1.97e-19
189.28,1.7184e-17,1.97e-19
189.33,1.7132e-17,1.96e-19
189.38,1.7121e-17,1.95e-19
189.43,1.7154e-17,1.94e-19
189.48,1.7187e-17,1.93e-19
189.53,1.7220e-17,1.92e-19
189.58,1.7222e-17,1.93e-19
189.63,1.7220e-17,1.93e-19
189.68,1.7217e-17,1.94e-19
189.73,1.7186e-17,1.94e-19
189.78,1.7053e-17,1.93e-19
189.83,1.6920e-17,1.91e-19
189.88,1.6787e-17,1.9e-19
189.93,1.6638e-17,1.88e-19
189.98,1.6476e-17,1.85e-19
190.03,1.6314e-17,1.82e-19
190.08,1.6152e-17,1.8e-19
190.13,1.5961e-17,1.78e-19
190.18,1.5770e-17,1.76e-19
190.23,1.5578e-17,1.74e-19
190.28,1.5377e-17,1.71e-19
190.33,1.5158e-17,1.69e-19
190.38,1.4940e-17,1.66e-19
190.43,1.4721e-17,1.63e-19
190.48,1.4519e-17,1.62e-19
190.53,1.4323e-17,1.6e-19
190.58,1.4128e-17,1.59e-19
190.63,1.3939e-17,1.58e-19
190.68,1.3845e-17,1.56e-19
190.73,1.3751e-17,1.55e-19
190.78,1.3657e-17,1.53e-19
190.83,1.3603e-17,1.53e-19
190.88,1.3600e-17,1.53e-19
190.93,1.3598e-17,1.53e-19
190.98,1.3596e-17,1.54e-19
191.03,1.3551e-17,1.52e-19
191.08,1.3497e-17,1.51e-19
191.13,1.3442e-17,1.5e-19
191.18,1.3377e-17,1.48e-19
191.23,1.3263e-17,1.46e-19
191.28,1.3149e-17,1.45e-19
191.33,1.3035e-17,1.43e-19
191.38,1.2943e-17,1.42e-19
191.43,1.2870e-17,1.4e-19
191.48,1.2796e-17,1.39e-19
191.53,1.2723e-17,1.38e-19
191.58,1.2611e-17,1.36e-19
191.63,1.2495e-17,1.35e-19
191.68,1.2379e-17,1.33e-19
191.73,1.2244e-17,1.32e-19
191.78,1.2065e-17,1.31e-19
191.83,1.1885e-17,1.3e-19
191.88,1.1706e-17,1.29e-19
191.93,1.1536e-17,1.27e-19
191.98,1.1372e-17,1.25e-19
192.03,1.1208e-17,1.23e-19
192.08,1.1047e-17,1.21e-19
192.13,1.0975e-17,1.2e-19
192.18,1.0902e-17,1.19e-19
192.23,1.0829e-17,1.19e-19
192.28,1.0769e-17,1.18e-19
192.33,1.0726e-17,1.17e-19
192.38,1.0682e-17,1.16e-19
192.43,1.0639e-17,1.15e-19
192.48,1.0497e-17,1.14e-19
192.53,1.0329e-17,1.14e-19
192.58,1.0160e-17,1.13e-19
192.63,9.9893e-18,1.12e-19
192.68,9.8058e-18,1.08e-19
192.73,9.6224e-18,1.05e-19
192.78,9.4389e-18,1.01e-19
192.83,9.2798e-18,9.9e-20
192.88,9.1415e-18,9.9e-20
192.93,9.0030e-18,9.8e-20
192.98,8.8647e-18,9.8e-20
193.03,8.7201e-18,9.6e-20
193.08,8.5750e-18,9.3e-20
193.13,8.4299e-18,9.1e-20
193.18,8.2879e-18,8.9e-20
193.23,8.1534e-18,8.8e-20
193.28,8.0187e-18,8.7e-20
193.33,7.8841e-18,8.6e-20
193.38,7.7645e-18,8.5e-20
193.43,7.6517e-18,8.4e-20
193.48,7.5391e-18,8.3e-20
193.53,7.4293e-18,8.2e-20
193.58,7.3654e-18,8.1e-20
193.63,7.3015e-18,7.9e-20
193.68,7.2375e-18,7.8e-20
193.73,7.1836e-18,7.7e-20
193.78,7.1425e-18,7.7e-20
193.83,7.1014e-18,7.6e-20
193.88,7.0603e-18,7.6e-20
193.93,6.9825e-18,7.5e-20
193.98,6.8967e-18,7.4e-20
194.03,6.8109e-18,7.2e-20
194.08,6.7222e-18,7.1e-20
194.13,6.6219e-18,7.0e-20
194.18,6.5216e-18,6.9e-20
194.23,6.4214e-18,6.8e-20
194.28,6.3333e-18,6.7e-20
194.33,6.2540e-18,6.6e-20
194.38,6.1747e-18,6.6e-20
194.43,6.0954e-18,6.5e-20
194.48,6.0172e-18,6.4e-20
194.53,5.9390e-18,6.4e-20
194.58,5.8607e-18,6.4e-20
194.63,5.7839e-18,6.3e-20
194.68,5.7098e-18,6.2e-20
194.73,5.6358e-18,6.0e-20
194.78,5.5617e-18,5.9e-20
194.83,5.5016e-18,5.8e-20
194.88,5.4469e-18,5.8e-20
194.93,5.3922e-18,5.7e-20
194.98,5.3381e-18,5.6e-20
195.03,5.2894e-18,5.5e-20
195.08,5.2406e-18,5.5e-20
195.13,5.1919e-18,5.4e-20
195.18,5.1536e-18,5.4e-20
195.23,5.1266e-18,5.4e-20
195.28,5.0997e-18,5.3e-20
195.33,5.0727e-18,5.3e-20
195.38,5.0337e-18,5.3e-20
195.43,4.9926e-18,5.3e-20
195.48,4.9516e-18,5.3e-20
195.53,4.9093e-18,5.2e-20
195.58,4.8634e-18,5.1e-20
195.63,4.8176e-18,5.1e-20
195.68,4.7717e-18,5.0e-20
195.73,4.7334e-18,5.0e-20
195.78,4.6994e-18,4.9e-20
195.83,4.6653e-18,4.9e-20
195.88,4.6314e-18,4.9e-20
195.93,4.6038e-18,4.9e-20
195.98,4.5761e-18,4.9e-20
196.03,4.5484e-18,4.9e-20
196.08,4.5219e-18,4.8e-20
196.13,4.4969e-18,4.8e-20
196.18,4.4719e-18,4.7e-20
196.23,4.4469e-18,4.7e-20
196.28,4.4325e-18,4.7e-20
196.33,4.4208e-18,4.6e-20
196.38,4.4090e-18,4.6e-20
196.43,4.3977e-18,4.6e-20
196.48,4.3884e-18,4.6e-20
196.53,4.3790e-18,4.6e-20
196.58,4.3697e-18,4.6e-20
196.63,4.3632e-18,4.6e-20
196.68,4.3588e-18,4.6e-20
196.73,4.3544e-18,4.6e-20
196.78,4.3500e-18,4.6e-20
196.83,4.3473e-18,4.6e-20
196.88,4.3446e-18,4.6e-20
196.92,4.3420e-18,4.6e-20
196.97,4.3359e-18,4.5e-20
197.02,4.3239e-18,4.6e-20
197.07,4.3119e-18,4.6e-20
197.12,4.2999e-18,4.6e-20
197.17,4.2875e-18,4.5e-20
197.22,4.2749e-18,4.5e-20
197.27,4.2624e-18,4.5e-20
197.32,4.2499e-18,4.4e-20
197.37,4.2382e-18,4.4e-20
197.42,4.2264e-18,4.4e-20
197.47,4.2147e-18,4.5e-20
197.52,4.2110e-18,4.5e-20
197.57,4.2149e-18,4.5e-20
197.62,4.2187e-18,4.4e-20
197.67,4.2226e-18,4.4e-20
197.72,4.2248e-18,4.4e-20
197.77,4.2268e-18,4.5e-20
197.82,4.2289e-18,4.5e-20
197.87,4.2265e-18,4.5e-20
197.92,4.2149e-18,4.4e-20
197.97,4.2032e-18,4.4e-20
198.02,4.1915e-18,4.4e-20
198.07,4.1693e-18,4.3e-20
198.12,4.1425e-18,4.3e-20
198.17,4.1157e-18,4.3e-20
198.22,4.0881e-18,4.3e-20
198.27,4.0533e-18,4.3e-20
198.32,4.0184e-18,4.2e-20
198.37,3.9836e-18,4.2e-20
