download_url,T2,λ2,author_year,comments,λ1,name,doi,formula,T1,fname
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Aromatic%20compounds/Aldehydes/2,6-(CH3)2C6H3CHO_ElDib(2008)_345-360K_240-320nm(GSMA).txt",360.0,320.0,ElDib(2008),Absorption cross sections measured at GSMA-Reims using a deuterium lamp as the light source and a monochromator for light detection (spectral bandwidth 0.05-0.2 nm),240.0,"2,6-dimethylbenzaldehyde", https://doi.org/10.1021/jp803874e,"2,6-(CH3)2C6H3CHO",345.0,"data/cross-sections/Aromatic compounds/Aldehydes/2,6-(CH3)2C6H3CHO/2,6-(CH3)2C6H3CHO_ElDib(2008)_345-360K_240-320nm(GSMA).csv"
