λ,σ,uncertainty
676,1.528e-19,2.4e-21
678,1.554e-19,2.4e-21
680,1.561e-19,2.4e-21
682,1.582e-19,2.4e-21
684,1.554e-19,2.4e-21
686,1.477e-19,2.4e-21
688,1.47e-19,2.5e-21
690,1.496e-19,2.5e-21
692,1.508e-19,2.5e-21
694,1.437e-19,2.5e-21
696,1.392e-19,2.5e-21
698,1.407e-19,2.6e-21
700,1.435e-19,2.6e-21
702,1.381e-19,2.6e-21
704,1.353e-19,2.6e-21
706,1.364e-19,2.6e-21
708,1.296e-19,2.6e-21
710,1.258e-19,2.7e-21
712,1.274e-19,2.7e-21
714,1.239e-19,2.7e-21
716,1.193e-19,2.8e-21
718,1.217e-19,2.8e-21
720,1.182e-19,2.8e-21
722,1.129e-19,2.8e-21
724,1.101e-19,2.8e-21
726,1.027e-19,2.9e-21
728,1.029e-19,2.9e-21
730,1.067e-19,2.9e-21
732,1.019e-19,2.9e-21
734,9.826e-20,3.0e-21
736,9.761e-20,3.0e-21
738,9.62e-20,3.1e-21
740,9.563e-20,3.1e-21
742,8.997e-20,3.1e-21
744,8.274e-20,3.1e-21
746,8.014e-20,3.2e-21
748,8.052e-20,3.2e-21
750,7.964e-20,3.3e-21
752,7.731e-20,3.3e-21
754,7.437e-20,3.3e-21
756,7.272e-20,3.4e-21
758,7.188e-20,3.4e-21
760,6.882e-20,3.5e-21
762,6.783e-20,3.5e-21
764,6.527e-20,3.6e-21
766,5.835e-20,3.6e-21
768,6.095e-20,3.7e-21
770,6.236e-20,3.7e-21
772,6.003e-20,3.8e-21
774,5.85e-20,3.82e-21
776,5.196e-20,3.9e-21
778,5.296e-20,3.94e-21
780,5.231e-20,4.01e-21
782,4.252e-20,4.05e-21
784,4.137e-20,4.13e-21
786,4.768e-20,4.17e-21
788,4.022e-20,4.24e-21
790,3.12e-20,4.32e-21
792,2.92e-20,4.4e-21
794,3.52e-20,4.47e-21
796,3.55e-20,4.55e-21
798,3.57e-20,4.63e-21
800,3.07e-20,4.7e-21
802,2.45e-20,4.78e-21
804,3.07e-20,4.86e-21
806,2.93e-20,4.93e-21
808,2.41e-20,5.05e-21
810,2.18e-20,5.12e-21
812,2.41e-20,5.2e-21
814,2.12e-20,5.31e-21
816,1.82e-20,5.39e-21
818,2.1e-20,5.51e-21
820,2.34e-20,5.62e-21
822,2.47e-20,5.74e-21
824,2.37e-20,5.85e-21
826,2.06e-20,5.96e-21
828,1.28e-20,6.08e-21
830,1.41e-21,6.19e-21
832,1.38e-21,6.27e-21
834,5.77e-21,7.07e-21
836,1.49e-20,7.99e-21
838,2.13e-20,8.99e-21
840,1.09e-20,1.01e-20
842,1.06e-20,1.14e-20
844,1.92e-20,1.29e-20
846,7.6e-23,1.45e-20
848,-2.2e-20,1.64e-20
850,-2.5e-20,1.85e-20
