T,author_year,download_url,comments,formula,name,citation,fname
298.0,Sharma(2009),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Aromatic%20compounds/Nitro%20compounds/C6H2(CH3)(NO2)3_Sharma(2009)_298K_254-400nm.txt,Photo-fragmentation cross sections determined by measuring the concentration of NO molecules (produced via intermediate production of NO,C6H2(CH3)(NO2)3,"1-methyl-2,4,6-trinitrobenzol, 2,4,6-trinitrotoluene, TNT","

  R.C. Sharma, T.S. Miller, A.D. Usachev, J.P. Singh, F.-Y. Yueh, and D.L. Monts, ""Photo-fragmentation cross-section of gaseous 2,4,6-trinitrotoluene at different ultraviolet wavelengths"",
  Spectrochim. Acta A: Mol. Biomol. Spectrosc. 72, 470-473 (2009); 


  DOI: ",data/cross-sections/Aromatic compounds/Nitro compounds/C6H2(CH3)(NO2)3/C6H2(CH3)(NO2)3_Sharma(2009)_298K_254-400nm.csv
365.0,Usachev(2001),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Aromatic%20compounds/Nitro%20compounds/C6H2(CH3)(NO2)3_Usachev(2001)_365K_195-300nm.txt,Absorption measurements by coventional absorption spectroscopy at 195-300 nm and cavity ringdown spectroscopy at 225-235 nm,C6H2(CH3)(NO2)3,"1-methyl-2,4,6-trinitrobenzol, 2,4,6-trinitrotoluene, TNT","

  A.D. Ushachev, T.S. Miller, J.P. Singh, F.-Y. Yueh, P.-R. Jang, and D.L. Monts, ""Optical properties of gaseous 2,4,6-trinitrotuluene in the ultraviolet region"",
  Appl. Spectrosc. 55, 125-129 (2001); 


  DOI: ",data/cross-sections/Aromatic compounds/Nitro compounds/C6H2(CH3)(NO2)3/C6H2(CH3)(NO2)3_Usachev(2001)_365K_195-300nm.csv
