download_url,T2,λ2,author_year,comments,λ1,name,doi,formula,T1,fname
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Unclassified/CH2CH2OH_Anastasi(1990)_298K_210-265nm.txt,NaN,265.0,Anastasi(1990),Pulse radiolysis/kinetic absorption technique; Ar/SF,210.0,ß-hydroxyethyl radical, https://doi.org/10.1021/j100379a033,CH2CH2OH,298.0,data/cross-sections/Unclassified/CH2CH2OH/CH2CH2OH_Anastasi(1990)_298K_210-265nm.csv
