λ,σ,uncertainty
192.5,1.303e-18,1.6e-20
195.0,9.9e-19,1.1e-20
200.0,5.16e-19,7.0e-21
205.0,2.43e-19,2.0e-21
210.0,1.15e-19,7.0e-22
215.0,5.69e-20,8.0e-22
220.0,2.92e-20,2.0e-22
225.0,1.72e-20,3.0e-22
230.0,1.16e-20,3.0e-22
235.0,8.0e-21,1.0e-22
