T,author_year,download_url,comments,formula,name,citation,fname
223.0,FahrNayak(1994),"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Alkynes,polyynes+radicals/Polyynes/C4H2_FahrNayak(1994)_223K_160-195nm.txt",HC≡CC≡CH,C4H2,"diacetylene, butadiyne","

  A. Fahr and A.K. Nayak, ""Temperature dependent ultraviolet absorption cross sections of 1,3-butadiene and butadiyne"",
  Chem. Phys. 189, 725-731 (1994); 


  DOI: ","data/cross-sections/Alkynes,polyynes+radicals/Polyynes/C4H2/C4H2_FahrNayak(1994)_223K_160-195nm.csv"
223.0,FahrNayak(1994),"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Alkynes,polyynes+radicals/Polyynes/C4H2_FahrNayak(1994)_223K_160-260nm.txt",HC≡CC≡CH,C4H2,"diacetylene, butadiyne","

  A. Fahr and A.K. Nayak, ""Temperature dependent ultraviolet absorption cross sections of 1,3-butadiene and butadiyne"",
  Chem. Phys. 189, 725-731 (1994); 


  DOI: ","data/cross-sections/Alkynes,polyynes+radicals/Polyynes/C4H2/C4H2_FahrNayak(1994)_223K_160-260nm.csv"
233.0,FahrNayak(1994),"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Alkynes,polyynes+radicals/Polyynes/C4H2_FahrNayak(1994)_233K_160-260nm.txt",HC≡CC≡CH,C4H2,"diacetylene, butadiyne","

  A. Fahr and A.K. Nayak, ""Temperature dependent ultraviolet absorption cross sections of 1,3-butadiene and butadiyne"",
  Chem. Phys. 189, 725-731 (1994); 


  DOI: ","data/cross-sections/Alkynes,polyynes+radicals/Polyynes/C4H2/C4H2_FahrNayak(1994)_233K_160-260nm.csv"
253.0,FahrNayak(1994),"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Alkynes,polyynes+radicals/Polyynes/C4H2_FahrNayak(1994)_253K_160-260nm.txt",HC≡CC≡CH,C4H2,"diacetylene, butadiyne","

  A. Fahr and A.K. Nayak, ""Temperature dependent ultraviolet absorption cross sections of 1,3-butadiene and butadiyne"",
  Chem. Phys. 189, 725-731 (1994); 


  DOI: ","data/cross-sections/Alkynes,polyynes+radicals/Polyynes/C4H2/C4H2_FahrNayak(1994)_253K_160-260nm.csv"
273.0,FahrNayak(1994),"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Alkynes,polyynes+radicals/Polyynes/C4H2_FahrNayak(1994)_273K_160-260nm.txt",HC≡CC≡CH,C4H2,"diacetylene, butadiyne","

  A. Fahr and A.K. Nayak, ""Temperature dependent ultraviolet absorption cross sections of 1,3-butadiene and butadiyne"",
  Chem. Phys. 189, 725-731 (1994); 


  DOI: ","data/cross-sections/Alkynes,polyynes+radicals/Polyynes/C4H2/C4H2_FahrNayak(1994)_273K_160-260nm.csv"
295.0,FahrNayak(1994),"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Alkynes,polyynes+radicals/Polyynes/C4H2_FahrNayak(1994)_295K_160-260nm.txt",HC≡CC≡CH,C4H2,"diacetylene, butadiyne","

  A. Fahr and A.K. Nayak, ""Temperature dependent ultraviolet absorption cross sections of 1,3-butadiene and butadiyne"",
  Chem. Phys. 189, 725-731 (1994); 


  DOI: ","data/cross-sections/Alkynes,polyynes+radicals/Polyynes/C4H2/C4H2_FahrNayak(1994)_295K_160-260nm.csv"
313.0,FahrNayak(1994),"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Alkynes,polyynes+radicals/Polyynes/C4H2_FahrNayak(1994)_313K_160-260nm.txt",HC≡CC≡CH,C4H2,"diacetylene, butadiyne","

  A. Fahr and A.K. Nayak, ""Temperature dependent ultraviolet absorption cross sections of 1,3-butadiene and butadiyne"",
  Chem. Phys. 189, 725-731 (1994); 


  DOI: ","data/cross-sections/Alkynes,polyynes+radicals/Polyynes/C4H2/C4H2_FahrNayak(1994)_313K_160-260nm.csv"
333.0,FahrNayak(1994),"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Alkynes,polyynes+radicals/Polyynes/C4H2_FahrNayak(1994)_333K_160-260nm.txt",HC≡CC≡CH,C4H2,"diacetylene, butadiyne","

  A. Fahr and A.K. Nayak, ""Temperature dependent ultraviolet absorption cross sections of 1,3-butadiene and butadiyne"",
  Chem. Phys. 189, 725-731 (1994); 


  DOI: ","data/cross-sections/Alkynes,polyynes+radicals/Polyynes/C4H2/C4H2_FahrNayak(1994)_333K_160-260nm.csv"
173.0,Ferradaz(2009),"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Alkynes,polyynes+radicals/Polyynes/C4H2_Ferradaz(2009)_173K_115-169nm.txt",Absorption measurements at a spectral resolution of 0.05 nm using synchrotron radiation as a light source,C4H2,"diacetylene, butadiyne","

  T. Ferradaz, Y. Benilan, N. Fray, A. Jolly, M. Schwell, M.-C.Gazeau, and H.W. Jochims, ""Temperature-dependent photoabsorption cross-sections of cyanoacetylene and diacetylene in the mid-and vacuum-UV: Application to Titan's atmosphere"",
  Planet. Space Sci. 57, 10-22 (2009); 


  DOI: ","data/cross-sections/Alkynes,polyynes+radicals/Polyynes/C4H2/C4H2_Ferradaz(2009)_173K_115-169nm.csv"
173.0,Ferradaz(2009),"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Alkynes,polyynes+radicals/Polyynes/C4H2_Ferradaz(2009)_173K_125.2-164.4nm(max).txt",HC≡CC≡H,C4H2,"diacetylene, butadiyne","

  T. Ferradaz, Y. Benilan, N. Fray, A. Jolly, M. Schwell, M.-C.Gazeau, and H.W. Jochims, ""Temperature-dependent photoabsorption cross-sections of cyanoacetylene and diacetylene in the mid-and vacuum-UV: Application to Titan's atmosphere"",
  Planet. Space Sci. 57, 10-22 (2009); 


  DOI: ","data/cross-sections/Alkynes,polyynes+radicals/Polyynes/C4H2/C4H2_Ferradaz(2009)_173K_125.csv"
