λ,σ,uncertainty
192.5,3.28e-19,2.0e-21
195.0,2.18e-19,1.0e-21
200.0,8.72e-20,1.0e-22
205.0,3.31e-20,1.0e-22
210.0,1.21e-20,3.0e-23
215.0,4.4e-21,2.0e-23
220.0,1.62e-21,2.0e-23
225.0,6.0e-22,1.0e-23
