λ,σ,uncertainty
,of P(J) line,
0,,
2,789.2224,
4,789.3283,
6,789.4429,7.0e-27
8,789.5632,6.0e-27
10,789.6917,7.0e-27
12,789.8277,1.0e-26
14,789.9699,1.0e-26
16,790.1197,8.0e-27
18,790.2783,1.6e-26
20,790.4432,1.2e-26
22,790.6151,1.3e-26
24,790.7951,1.2e-26
26,790.9815,9.0e-27
28,791.1762,
30,791.3784,
32,791.5876,
34,791.8045,
36,792.0290,3.0e-27
38,792.2612,
40,792.5010,
