λ,σ,uncertainty
124.98,3.6e-17,5.33e-19
125.03,3.6e-17,4.66e-19
125.08,3.59e-17,4.17e-19
125.13,3.59e-17,3.92e-19
125.18,3.6e-17,3.88e-19
125.23,3.64e-17,3.87e-19
125.28,3.67e-17,3.92e-19
125.33,3.7e-17,4.02e-19
125.38,3.7e-17,4.02e-19
125.43,3.7e-17,4.0e-19
125.48,3.7e-17,4.0e-19
125.53,3.7e-17,4.03e-19
125.58,3.71e-17,4.0e-19
125.63,3.73e-17,3.98e-19
125.68,3.74e-17,3.97e-19
125.73,3.75e-17,3.97e-19
125.78,3.77e-17,3.96e-19
125.83,3.78e-17,3.97e-19
125.88,3.8e-17,4.0e-19
125.93,3.81e-17,4.03e-19
125.98,3.79e-17,4.02e-19
126.03,3.76e-17,4.02e-19
126.08,3.74e-17,4.04e-19
126.13,3.73e-17,4.02e-19
126.18,3.71e-17,3.96e-19
126.23,3.7e-17,3.91e-19
126.28,3.69e-17,3.88e-19
126.33,3.66e-17,3.83e-19
126.38,3.62e-17,3.81e-19
126.43,3.58e-17,3.82e-19
126.48,3.53e-17,3.87e-19
126.53,3.51e-17,3.8e-19
126.58,3.5e-17,3.76e-19
126.63,3.48e-17,3.81e-19
126.68,3.47e-17,3.94e-19
126.73,3.46e-17,3.73e-19
126.78,3.45e-17,3.62e-19
126.83,3.45e-17,3.64e-19
126.88,3.44e-17,3.72e-19
126.93,3.43e-17,3.61e-19
126.98,3.42e-17,3.63e-19
127.03,3.42e-17,3.78e-19
127.08,3.41e-17,3.89e-19
127.13,3.41e-17,3.76e-19
127.18,3.4e-17,3.67e-19
127.23,3.4e-17,3.62e-19
127.28,3.4e-17,3.61e-19
127.33,3.39e-17,3.61e-19
127.38,3.39e-17,3.61e-19
127.43,3.38e-17,3.62e-19
127.48,3.38e-17,3.56e-19
127.53,3.36e-17,3.5e-19
127.58,3.35e-17,3.5e-19
127.63,3.34e-17,3.54e-19
127.68,3.33e-17,3.49e-19
127.73,3.32e-17,3.47e-19
127.78,3.31e-17,3.53e-19
127.83,3.29e-17,3.64e-19
127.88,3.27e-17,3.68e-19
127.93,3.24e-17,3.75e-19
127.98,3.21e-17,3.85e-19
128.03,3.19e-17,3.88e-19
128.08,3.17e-17,3.69e-19
128.13,3.15e-17,3.72e-19
128.18,3.14e-17,3.97e-19
128.23,3.12e-17,3.96e-19
128.28,3.11e-17,3.46e-19
128.33,3.11e-17,3.33e-19
128.38,3.1e-17,3.61e-19
128.43,3.09e-17,3.73e-19
128.48,3.09e-17,3.57e-19
128.53,3.08e-17,3.46e-19
128.58,3.08e-17,3.39e-19
128.63,3.06e-17,3.31e-19
128.68,3.03e-17,3.23e-19
128.73,3.0e-17,3.2e-19
128.78,2.97e-17,3.2e-19
128.83,2.96e-17,3.13e-19
128.88,2.94e-17,3.07e-19
128.93,2.92e-17,3.06e-19
128.98,2.91e-17,3.07e-19
129.03,2.89e-17,3.05e-19
129.08,2.88e-17,3.04e-19
129.13,2.87e-17,3.05e-19
129.18,2.86e-17,3.05e-19
