download_url,T2,λ2,author_year,comments,λ1,name,doi,formula,T1,fname
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Unclassified/XeO4_Aleinikov(1997)_288K_207-300nm.txt,NaN,300.0,Aleinikov(1997),Dual  beam spectrometer; wavelengths accuracy ±0.3 nm,207.0,xenon tetroxide, https://doi.org/10.1016/S0009-2614(97)00082-1,XeO4,288.0,data/cross-sections/Unclassified/XeO4/XeO4_Aleinikov(1997)_288K_207-300nm.csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Unclassified/XeO4_Aleinikov(1997)_288K_253.6nm.txt,NaN,NaN,Aleinikov(1997),Dual  beam spectrometer; wavelengths accuracy ±0.3 nm,253.6,xenon tetroxide, https://doi.org/10.1016/S0009-2614(97)00082-1,XeO4,288.0,data/cross-sections/Unclassified/XeO4/XeO4_Aleinikov(1997)_288K_253.csv
