download_url,T2,λ2,author_year,comments,λ1,name,doi,formula,T1,fname
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogen%20oxides/Cl%20oxides/O+OClO(unknownproduct)_Mauldin(1997)_260K_220-300nm.txt,NaN,300.0,Mauldin(1997),Reaction product of O(,220.0,reaction product of O(, https://doi.org/10.1002/(SICI)1097-4601(1997)29:2<139::AID-KIN8>3.0.CO;2-V,O+OClO(unknownproduct),260.0,data/cross-sections/Halogen oxides/Cl oxides/O+OClO(unknownproduct)/O+OClO(unknownproduct)_Mauldin(1997)_260K_220-300nm.csv
