λ,σ,uncertainty
wavel.,cross sect.,error limit
-----------------------------------     -----------------------------------,,
327.9,4.0e-20,0.6e-20
338.5,8.2e-20,1.0e-20
351.0,8.1e-20 ,1.2e-20
364.0,6.5e-20,1.0e-20
,,
