download_url,T2,λ2,author_year,comments,λ1,name,doi,formula,T1,fname
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Organics%20(carbonyls)/Halogenated%20aldehydes/COFCl_Chou(1977)_296K_186.0-226.0nm.txt,NaN,226.0,Chou(1977),Data (averages over each 50-wavenumber interval) as reported and recommended by,186.0,"fluorochlorophosgene, carbonyl chloro-fluoride",,COFCl,296.0,data/cross-sections/Organics (carbonyls)/Halogenated aldehydes/COFCl/COFCl_Chou(1977)_296K_186.csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Organics%20(carbonyls)/Halogenated%20aldehydes/COFCl_Hermann(1994)_296K_193.4nm.txt,NaN,NaN,Hermann(1994),Photolysis of COFCl at the ArF excimer laser line ,193.4,"fluorochlorophosgene, carbonyl chloro-fluoride", https://doi.org/10.1016/0009-2614(94)00782-9,COFCl,296.0,data/cross-sections/Organics (carbonyls)/Halogenated aldehydes/COFCl/COFCl_Hermann(1994)_296K_193.csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Organics%20(carbonyls)/Halogenated%20aldehydes/COFCl_IUPAC(2008)_298K_186.0-231.2nm(rec).txt,NaN,231.2,IUPAC(2008),IUPAC(2008) recommendation:,186.0,"fluorochlorophosgene, carbonyl chloro-fluoride", https://doi.org/10.5194/acp-8-4141-2008,COFCl,298.0,data/cross-sections/Organics (carbonyls)/Halogenated aldehydes/COFCl/COFCl_IUPAC(2008)_298K_186.csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Organics%20(carbonyls)/Halogenated%20aldehydes/COFCl_JPL-2002(2002)_298K_186.0-261.4nm(rec).txt,NaN,261.4,JPL-2002(2002),"JPL-2002 recommendation, adopting the earlier recommendation of ",186.0,"fluorochlorophosgene, carbonyl chloro-fluoride",,COFCl,298.0,data/cross-sections/Organics (carbonyls)/Halogenated aldehydes/COFCl/COFCl_JPL-2002(2002)_298K_186.csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Organics%20(carbonyls)/Halogenated%20aldehydes/COFCl_JPL-2010(2011)_296-298K_186.0-261.4nm(rec).txt,298.0,261.4,JPL-2010(2011),"JPL-2010 recommendation, adopting the earlier recommendation of ",186.0,"fluorochlorophosgene, carbonyl chloro-fluoride",,COFCl,296.0,data/cross-sections/Organics (carbonyls)/Halogenated aldehydes/COFCl/COFCl_JPL-2010(2011)_296-298K_186.csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Organics%20(carbonyls)/Halogenated%20aldehydes/COFCl_Meller(1993)_223K_200-262nm(1nm).txt,NaN,262.0,Meller(1993),Averages over 1-nm intervals of the high-resolution (0.05 nm) spectrum,200.0,"fluorochlorophosgene, carbonyl chloro-fluoride",,COFCl,223.0,data/cross-sections/Organics (carbonyls)/Halogenated aldehydes/COFCl/COFCl_Meller(1993)_223K_200-262nm(1nm).csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Organics%20(carbonyls)/Halogenated%20aldehydes/COFCl_Meller(1993)_223K_200-262nm(2nm).txt,NaN,262.0,Meller(1993),Averages over 2-nm intervals of the high-resolution (0.05 nm) spectrum,200.0,"fluorochlorophosgene, carbonyl chloro-fluoride",,COFCl,223.0,data/cross-sections/Organics (carbonyls)/Halogenated aldehydes/COFCl/COFCl_Meller(1993)_223K_200-262nm(2nm).csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Organics%20(carbonyls)/Halogenated%20aldehydes/COFCl_Meller(1993)_223K_200-263nm(int-c).txt,NaN,263.0,Meller(1993),"201-261nm(int-c), i.e., high-resolution (0.05 nm) spectrum averaged over the spectral intervals of 500 cm",200.0,"fluorochlorophosgene, carbonyl chloro-fluoride",,COFCl,223.0,data/cross-sections/Organics (carbonyls)/Halogenated aldehydes/COFCl/COFCl_Meller(1993)_223K_200-263nm(int-c).csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Organics%20(carbonyls)/Halogenated%20aldehydes/COFCl_Meller(1993)_223K_205-260nm(5nm).txt,NaN,260.0,Meller(1993),Averages over 5-nm intervals of the high-resolution (0.05 nm) spectrum,205.0,"fluorochlorophosgene, carbonyl chloro-fluoride",,COFCl,223.0,data/cross-sections/Organics (carbonyls)/Halogenated aldehydes/COFCl/COFCl_Meller(1993)_223K_205-260nm(5nm).csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Organics%20(carbonyls)/Halogenated%20aldehydes/COFCl_Meller(1993)_248K_200-262nm(1nm).txt,NaN,262.0,Meller(1993),Averages over 1-nm intervals of the high-resolution (0.05 nm) spectrum,200.0,"fluorochlorophosgene, carbonyl chloro-fluoride",,COFCl,248.0,data/cross-sections/Organics (carbonyls)/Halogenated aldehydes/COFCl/COFCl_Meller(1993)_248K_200-262nm(1nm).csv
