λ,σ,uncertainty
174,5.49e-19,9.0e-21
176,6.16e-19,1.0e-20
178     6.98e-19,1.1e-20,
180     7.77e-19,1.2e-20,
182     8.44e-19,1.3e-20,
184     9.00e-19,1.4e-20,
186     9.65e-19,1.4e-20,
188     1.020e-18,2.0e-20,
190     1.080e-18,2.0e-20,
192     1.110e-18,2.0e-20,
194     1.150e-18,2.0e-20,
196     1.170e-18,2.0e-20,
198     1.190e-18,2.0e-20,
200     1.200e-18,2.0e-20,
202     1.200e-18,2.0e-20,
204     1.140e-18,2.0e-20,
206     1.100e-18,2.0e-20,
208     1.040e-18,2.0e-20,
210     9.95e-19,1.5e-20,
212     9.15e-19,1.3e-20,
214     8.41e-19,1.3e-20,
216     7.71e-19,1.1e-20,
218     7.00e-19,1.0e-20,
220     6.19e-19,9.0e-21,
222     5.66e-19,9.0e-21,
224     4.96e-19,8.0e-21,
226     4.33e-19,7.0e-21,
228     3.83e-19,6.0e-21,
230     3.22e-19,5.0e-21,
232     2.70e-19,5.0e-21,
234     2.42e-19,5.0e-21,
236     1.93e-19,4.0e-21,
238     1.52e-19,3.0e-21,
240     1.27e-19,3.0e-21,
242     1.03e-19,2.0e-21,
244     7.78e-20,1.8e-21,
246     6.02e-20,1.5e-21,
248     4.71e-20,1.1e-21,
250     3.58e-20,9.0e-22,
252     2.86e-20,7.0e-22,
254     2.21e-20,4.0e-22,
256     1.71e-20,3.0e-22,
258     1.27e-20,3.0e-22,
260     9.63e-21,2.4e-22,
262     7.36e-21,2.1e-22,
264     5.21e-21,1.8e-22,
266     3.73e-21,1.5e-22,
268     2.88e-21,1.2e-22,
270     2.14e-21,1.1e-22,
