λ,σ,uncertainty
184.95,8.81e-19,9.0e-21
190.0,7.39e-19,4.0e-21
191.0,7.23e-19,8.0e-21
192.5,6.22e-19,3.0e-21
193.0,5.88e-19,3.0e-21
194.0,5.51e-19,2.0e-21
195.0,4.78e-19,3.0e-21
197.5,3.22e-19,4.0e-21
200.0,1.99e-19,6.0e-21
202.5,1.15e-19,1.0e-21
205.0,6.02e-20,6.0e-22
207.5,3.12e-20,1.0e-22
210.0,1.55e-20,2.0e-22
212.5,8.09e-21,6.0e-23
213.9,5.37e-21,1.8e-22
215.0,3.99e-21,4.0e-23
217.5,2.04e-21,1.2e-22
220.0,1.11e-21,6.0e-23
222.5,6.01e-22,1.0e-23
225.0,3.7e-22,1.2e-23
228.0,2.18e-22,2.8e-23
230.0,1.43e-22,5.1e-23
