download_url,T2,λ2,author_year,comments,λ1,name,doi,formula,T1,fname
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen+compounds(N,H,O)/ND3_Cheng(2006)_298K_140-226nm(0.02nm).txt",NaN,226.0,Cheng(2006),The absorption spectra of NH,140.0,ammonia-d3, https://doi.org/10.1086/505615,ND3,298.0,"data/cross-sections/Nitrogen+compounds(N,H,O)/ND3/ND3_Cheng(2006)_298K_140-226nm(0.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen+compounds(N,H,O)/ND3_Cheng(2006)_298K_144.48-168.51nm(B-X).txt",NaN,168.51,Cheng(2006),The absorption spectra of NH,144.48,ammonia-d3, https://doi.org/10.1086/505615,ND3,298.0,"data/cross-sections/Nitrogen+compounds(N,H,O)/ND3/ND3_Cheng(2006)_298K_144.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen+compounds(N,H,O)/ND3_Cheng(2006)_298K_168.52-214.29nm(A-X).txt",NaN,214.29,Cheng(2006),The absorption spectra of NH,168.52,ammonia-d3, https://doi.org/10.1086/505615,ND3,298.0,"data/cross-sections/Nitrogen+compounds(N,H,O)/ND3/ND3_Cheng(2006)_298K_168.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen+compounds(N,H,O)/ND3_Edvardsson(1999)_298K_49.51-122.94nm.txt",NaN,122.94,Edvardsson(1999),High-resolution absorption measurements using a double ion chamber and synchrotron radiation as a light source,49.51,ammonia-d3, https://doi.org/10.1088/0953-4075/32/11/309,ND3,298.0,"data/cross-sections/Nitrogen+compounds(N,H,O)/ND3/ND3_Edvardsson(1999)_298K_49.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen+compounds(N,H,O)/ND3_Wu(2007)_295K_106-144nm(0.02nm).txt",NaN,144.0,Wu(2007),The absorption spectra of NH,106.0,ammonia-d3, https://doi.org/10.1063/1.2790440,ND3,295.0,"data/cross-sections/Nitrogen+compounds(N,H,O)/ND3/ND3_Wu(2007)_295K_106-144nm(0.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen+compounds(N,H,O)/ND3_Wu(2007)_295K_111.18-126.70nm(G-X).txt",NaN,126.7,Wu(2007),High-resolution (0.02 nm) absorption spectrum measured using synchrotron radiation,111.18,ammonia-d3, https://doi.org/10.1063/1.2790440,ND3,295.0,"data/cross-sections/Nitrogen+compounds(N,H,O)/ND3/ND3_Wu(2007)_295K_111.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen+compounds(N,H,O)/ND3_Wu(2007)_295K_114.60-128.13nm(F-X).txt",NaN,128.13,Wu(2007),High-resolution (0.02 nm) absorption spectrum measured using synchrotron radiation,114.6,ammonia-d3, https://doi.org/10.1063/1.2790440,ND3,295.0,"data/cross-sections/Nitrogen+compounds(N,H,O)/ND3/ND3_Wu(2007)_295K_114.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen+compounds(N,H,O)/ND3_Wu(2007)_295K_114.80-123.80nm(P2).txt",NaN,123.8,Wu(2007),High-resolution (0.02 nm) absorption spectrum measured using synchrotron radiation,114.8,ammonia-d3, https://doi.org/10.1063/1.2790440,ND3,295.0,"data/cross-sections/Nitrogen+compounds(N,H,O)/ND3/ND3_Wu(2007)_295K_114.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen+compounds(N,H,O)/ND3_Wu(2007)_295K_116.12-132.69nm(E-X).txt",NaN,132.69,Wu(2007),High-resolution (0.02 nm) absorption spectrum measured using synchrotron radiation,116.12,ammonia-d3, https://doi.org/10.1063/1.2790440,ND3,295.0,"data/cross-sections/Nitrogen+compounds(N,H,O)/ND3/ND3_Wu(2007)_295K_116.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen+compounds(N,H,O)/ND3_Wu(2007)_295K_123.01-143.20nm(D-X).txt",NaN,143.2,Wu(2007),High-resolution (0.02 nm) absorption spectrum measured using synchrotron radiation,123.01,ammonia-d3, https://doi.org/10.1063/1.2790440,ND3,295.0,"data/cross-sections/Nitrogen+compounds(N,H,O)/ND3/ND3_Wu(2007)_295K_123.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen+compounds(N,H,O)/ND3_Wu(2007)_295K_124.12-129.26nm(P1).txt",NaN,129.26,Wu(2007),High-resolution (0.02 nm) absorption spectrum measured using synchrotron radiation,124.12,ammonia-d3, https://doi.org/10.1063/1.2790440,ND3,295.0,"data/cross-sections/Nitrogen+compounds(N,H,O)/ND3/ND3_Wu(2007)_295K_124.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen+compounds(N,H,O)/ND3_Wu(2007)_295K_126.50-142.66nm(D%20I%20-%20X).txt",NaN,142.66,Wu(2007),High-resolution (0.02 nm) absorption spectrum measured using synchrotron radiation,126.5,ammonia-d3, https://doi.org/10.1063/1.2790440,ND3,295.0,"data/cross-sections/Nitrogen+compounds(N,H,O)/ND3/ND3_Wu(2007)_295K_126.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen+compounds(N,H,O)/ND3_Wu(2007)_295K_127.81-142.72nm(D%20II%20-%20X).txt",NaN,142.72,Wu(2007),High-resolution (0.02 nm) absorption spectrum measured using synchrotron radiation,127.81,ammonia-d3, https://doi.org/10.1063/1.2790440,ND3,295.0,"data/cross-sections/Nitrogen+compounds(N,H,O)/ND3/ND3_Wu(2007)_295K_127.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen+compounds(N,H,O)/ND3_Wu(2007)_295K_132.94-139.72nm(D%20III%20-%20X).txt",NaN,139.72,Wu(2007),High-resolution (0.02 nm) absorption spectrum measured using synchrotron radiation,132.94,ammonia-d3, https://doi.org/10.1063/1.2790440,ND3,295.0,"data/cross-sections/Nitrogen+compounds(N,H,O)/ND3/ND3_Wu(2007)_295K_132.csv"
