λ,σ,uncertainty
184.95,2.871e-18,2.3e-20
190.0,1.888e-18,2.9e-20
192.0,1.57e-18,1.3e-20
194.0,1.266e-18,7.0e-21
196.0,1.015e-18,7.0e-21
198.0,8.122e-19,5.5e-21
200.0,6.404e-19,4.0e-21
202.0,4.941e-19,3.6e-21
204.0,3.75e-19,2.7e-21
206.0,2.76e-19,1.1e-21
208.0,1.989e-19,1.1e-21
210.0,1.381e-19,5.0e-22
212.0,9.437e-20,4.8e-22
213.856,6.544e-20,2.6e-22
214.0,6.361e-20,2.8e-22
216.0,4.26e-20,2.1e-22
218.0,2.822e-20,1.0e-22
220.0,1.85e-20,1.2e-22
222.0,1.213e-20,6.0e-23
224.0,7.958e-21,2.4e-23
226.0,5.257e-21,2.8e-23
228.0,3.394e-21,1.4e-23
228.802,3.006e-21,3.3e-23
230.0,2.227e-21,7.0e-24
