λ,σ,uncertainty
184.95,2.922e-18,2.0e-20
190.0,2.048e-18,7.8e-20
192.0,1.624e-18,4.4e-20
194.0,1.266e-18,3.2e-20
196.0,9.994e-19,5.2e-21
198.0,7.985e-19,3.3e-21
200.0,6.188e-19,1.0e-21
202.0,4.743e-19,1.1e-21
204.0,3.543e-19,1.2e-21
206.0,2.558e-19,8.0e-22
208.0,1.826e-19,6.0e-22
210.0,1.248e-19,2.0e-21
212.0,8.184e-20,4.6e-22
213.856,5.599e-20,2.2e-22
214.0,5.384e-20,9.0e-23
216.0,3.534e-20,1.0e-22
218.0,2.276e-20,9.0e-23
220.0,1.416e-20,8.0e-23
222.0,9.326e-21,5.3e-23
224.0,6.037e-21,3.0e-23
226.0,3.943e-21,1.6e-23
228.0,2.509e-21,2.1e-23
228.802,2.148e-21,1.9e-23
230.0,1.581e-21,2.1e-23
