λ,σ,uncertainty
184.95,2.896e-18,2.0e-20
190.0,1.926e-18,4.7e-20
192.0,1.604e-18,2.8e-20
194.0,1.255e-18,1.8e-20
196.0,1.005e-18,1.4e-20
198.0,7.994e-19,1.13e-20
200.0,6.3e-19,7.2e-21
202.0,4.804e-19,4.1e-21
204.0,3.638e-19,3.5e-21
206.0,2.647e-19,2.8e-21
208.0,1.884e-19,1.6e-21
210.0,1.305e-19,2.3e-21
212.0,8.762e-20,3.2e-22
213.856,6.005e-20,1.9e-22
214.0,5.863e-20,2.2e-22
216.0,3.837e-20,1.4e-22
218.0,2.501e-20,6.0e-23
220.0,1.623e-20,8.0e-23
222.0,1.052e-20,4.0e-23
224.0,6.888e-21,3.4e-23
226.0,4.445e-21,1.4e-23
228.0,2.941e-21,2.1e-23
228.802,2.448e-21,2.1e-23
230.0,1.879e-21,6.0e-24
