λ,σ,uncertainty
174,3.14e-18,5.0e-20
176,3.2e-18,6.0e-20
178,3.13e-18,6.0e-20
180,3.18e-18,6.0e-20
182,2.98e-18,5.0e-20
184,2.74e-18,5.0e-20
186,2.47e-18,5.0e-20
188,2.12e-18,4.0e-20
190,1.75e-18,4.0e-20
192,1.5e-18,3.0e-20
194,1.22e-18,3.0e-20
196,1.01e-18,2.0e-20
198,7.88e-19,2.1e-20
200,6.57e-19,1.8e-20
202,5.01e-19,1.3e-20
204,3.84e-19,1.0e-20
206,2.8e-19,6.0e-21
208,2.1e-19,4.0e-21
210,1.47e-19,3.0e-21
212,1.08e-19,2.0e-21
214,7.24e-20,1.7e-21
216,5.17e-20,1.2e-21
218,3.45e-20,7.0e-22
220,2.44e-20,6.0e-22
222,1.51e-20,6.0e-22
224,1.07e-20,6.0e-22
226,7.29e-21,7.1e-22
