λ,σ,uncertainty
184.95,2.831e-18,7.0e-21
190.0,1.944e-18,2.3e-20
192.0,1.559e-18,1.5e-20
194.0,1.264e-18,6.0e-21
196.0,1.026e-18,5.0e-21
198.0,8.207e-19,3.1e-21
200.0,6.472e-19,2.9e-21
202.0,5.029e-19,2.3e-21
204.0,3.839e-19,8.0e-22
206.0,2.853e-19,8.0e-22
208.0,2.082e-19,6.0e-22
210.0,1.471e-19,2.0e-21
212.0,1.013e-19,6.0e-22
213.856,7.103e-20,2.5e-22
214.0,7.036e-20,4.7e-22
216.0,4.707e-20,2.4e-22
218.0,3.115e-20,7.0e-23
220.0,2.078e-20,1.0e-22
222.0,1.394e-20,7.0e-23
224.0,9.237e-21,4.1e-23
226.0,6.05e-21,1.7e-23
228.0,4.051e-21,1.4e-23
228.802,3.579e-21,3.7e-23
230.0,2.637e-21,1.8e-23
